benefit_enrollment_id,worker_id,benefit_plan_id,benefit_type,country,region,coverage_level,enrollment_status,effective_date,end_date,employee_contribution_pct,employer_contribution_pct
BE000000818,W00000210,BP000029,Disability,Germany,EMEA,Employee,Enrolled,2022-12-27,,0.1,0.9
BE000000819,W00000212,BP000034,Dental,India,APAC,Individual,Enrolled,2021-02-25,,0.2,0.8
BE000000820,W00000212,BP000035,Vision,India,APAC,Individual,Enrolled,2023-07-16,,0.2,0.8
BE000000821,W00000212,BP000037,Disability,India,APAC,Employee,Terminated,2024-10-25,2025-07-31,0.1,0.9
BE000000822,W00000212,BP000036,Life Insurance,India,APAC,Employee,Enrolled,2025-03-11,,0.0,1.0
BE000000823,W00000212,BP000038,Retirement,India,APAC,Employee,Enrolled,2021-04-29,,0.05,0.95
BE000000824,W00000212,BP000039,Wellness Program,India,APAC,Employee,Enrolled,2021-05-15,,0.0,1.0
BE000000825,W00000213,BP000037,Disability,India,APAC,Employee,Waived,2021-10-10,,0.1,0.9
BE000000826,W00000213,BP000038,Retirement,India,APAC,Employee,Waived,2025-01-01,,0.05,0.95
BE000000827,W00000213,BP000033,Medical,India,APAC,Individual,Waived,2023-12-08,,0.15,0.85
BE000000828,W00000213,BP000035,Vision,India,APAC,Individual,Enrolled,2021-12-21,,0.2,0.8
BE000000829,W00000214,BP000057,Medical,Netherlands,EMEA,Individual,Waived,2021-04-30,,0.15,0.85
BE000000830,W00000214,BP000063,Wellness Program,Netherlands,EMEA,Employee,Enrolled,2021-07-13,,0.0,1.0
BE000000831,W00000214,BP000061,Disability,Netherlands,EMEA,Employee,Enrolled,2023-06-11,,0.1,0.9
BE000000832,W00000216,BP000031,Wellness Program,Germany,EMEA,Employee,Enrolled,2024-06-21,,0.0,1.0
BE000000833,W00000216,BP000028,Life Insurance,Germany,EMEA,Employee,Waived,2021-07-12,,0.0,1.0
BE000000834,W00000216,BP000032,Employee Assistance Program,Germany,EMEA,Employee,Enrolled,2024-12-14,,0.0,1.0
BE000000835,W00000216,BP000026,Dental,Germany,EMEA,Individual,Enrolled,2022-09-22,,0.2,0.8
BE000000836,W00000216,BP000027,Vision,Germany,EMEA,Individual,Enrolled,2021-05-22,,0.2,0.8
BE000000837,W00000218,BP000012,Life Insurance,Brazil,Americas,Employee,Waived,2024-05-23,,0.0,1.0
BE000000838,W00000218,BP000010,Dental,Brazil,Americas,Individual,Enrolled,2025-05-02,,0.2,0.8
BE000000839,W00000218,BP000011,Vision,Brazil,Americas,Individual,Enrolled,2025-03-26,,0.2,0.8
BE000000840,W00000218,BP000009,Medical,Brazil,Americas,Individual,Enrolled,2021-09-02,,0.15,0.85
BE000000841,W00000218,BP000014,Retirement,Brazil,Americas,Employee,Enrolled,2023-06-28,,0.05,0.95
BE000000842,W00000218,BP000016,Employee Assistance Program,Brazil,Americas,Employee,Enrolled,2022-08-10,,0.0,1.0
BE000000843,W00000219,BP000049,Medical,Mexico,Americas,Individual,Enrolled,2022-09-01,,0.15,0.85
BE000000844,W00000219,BP000054,Retirement,Mexico,Americas,Employee,Enrolled,2024-10-03,,0.05,0.95
BE000000845,W00000219,BP000055,Wellness Program,Mexico,Americas,Employee,Enrolled,2025-06-08,,0.0,1.0
BE000000846,W00000220,BP000040,Employee Assistance Program,India,APAC,Employee,Enrolled,2023-08-11,,0.0,1.0
BE000000847,W00000220,BP000038,Retirement,India,APAC,Employee,Enrolled,2022-05-29,,0.05,0.95
BE000000848,W00000220,BP000036,Life Insurance,India,APAC,Employee,Terminated,2022-07-02,2024-10-21,0.0,1.0
BE000000849,W00000220,BP000034,Dental,India,APAC,Individual,Enrolled,2021-02-14,,0.2,0.8
BE000000850,W00000221,BP000015,Wellness Program,Brazil,Americas,Employee,Waived,2024-07-06,,0.0,1.0
BE000000851,W00000221,BP000010,Dental,Brazil,Americas,Individual,Enrolled,2024-02-10,,0.2,0.8
BE000000852,W00000221,BP000014,Retirement,Brazil,Americas,Employee,Waived,2023-04-14,,0.05,0.95
BE000000853,W00000221,BP000009,Medical,Brazil,Americas,Individual,Enrolled,2025-01-18,,0.15,0.85
BE000000854,W00000223,BP000032,Employee Assistance Program,Germany,EMEA,Employee,Enrolled,2025-07-30,,0.0,1.0
BE000000855,W00000223,BP000026,Dental,Germany,EMEA,Individual,Enrolled,2021-07-06,,0.2,0.8
BE000000856,W00000223,BP000028,Life Insurance,Germany,EMEA,Employee,Enrolled,2024-09-16,,0.0,1.0
BE000000857,W00000223,BP000025,Medical,Germany,EMEA,Individual,Enrolled,2022-06-30,,0.15,0.85
BE000000858,W00000224,BP000007,Wellness Program,Australia,APAC,Employee,Enrolled,2021-05-28,,0.0,1.0
BE000000859,W00000224,BP000006,Retirement,Australia,APAC,Employee,Enrolled,2025-01-12,,0.05,0.95
BE000000860,W00000224,BP000005,Disability,Australia,APAC,Employee,Enrolled,2025-10-26,,0.1,0.9
BE000000861,W00000225,BP000103,Wellness Program,United States,Americas,Employee,Enrolled,2023-06-02,,0.0,1.0
BE000000862,W00000225,BP000104,Employee Assistance Program,United States,Americas,Employee,Enrolled,2021-09-10,,0.0,1.0
BE000000863,W00000225,BP000098,Dental,United States,Americas,Individual,Enrolled,2023-12-30,,0.2,0.8
BE000000864,W00000225,BP000102,Retirement,United States,Americas,Employee,Enrolled,2024-08-04,,0.05,0.95
BE000000865,W00000226,BP000031,Wellness Program,Germany,EMEA,Employee,Enrolled,2025-03-11,,0.0,1.0
BE000000866,W00000226,BP000025,Medical,Germany,EMEA,Individual,Enrolled,2023-01-10,,0.15,0.85
BE000000867,W00000226,BP000028,Life Insurance,Germany,EMEA,Employee,Enrolled,2023-05-12,,0.0,1.0
BE000000868,W00000226,BP000027,Vision,Germany,EMEA,Individual,Terminated,2023-07-30,2024-12-31,0.2,0.8
BE000000869,W00000226,BP000026,Dental,Germany,EMEA,Individual,Enrolled,2021-11-26,,0.2,0.8
BE000000870,W00000227,BP000095,Wellness Program,United Kingdom,EMEA,Employee,Enrolled,2023-01-14,,0.0,1.0
BE000000871,W00000227,BP000094,Retirement,United Kingdom,EMEA,Employee,Enrolled,2021-02-26,,0.05,0.95
BE000000872,W00000227,BP000093,Disability,United Kingdom,EMEA,Employee,Enrolled,2021-09-05,,0.1,0.9
BE000000873,W00000227,BP000089,Medical,United Kingdom,EMEA,Individual,Enrolled,2021-10-15,,0.15,0.85
BE000000874,W00000227,BP000096,Employee Assistance Program,United Kingdom,EMEA,Employee,Enrolled,2023-12-12,,0.0,1.0
BE000000875,W00000228,BP000026,Dental,Germany,EMEA,Individual,Enrolled,2021-12-20,,0.2,0.8
BE000000876,W00000228,BP000031,Wellness Program,Germany,EMEA,Employee,Enrolled,2022-09-29,,0.0,1.0
BE000000877,W00000228,BP000030,Retirement,Germany,EMEA,Employee,Enrolled,2021-07-16,,0.05,0.95
BE000000878,W00000228,BP000032,Employee Assistance Program,Germany,EMEA,Employee,Enrolled,2021-01-24,,0.0,1.0
BE000000879,W00000228,BP000027,Vision,Germany,EMEA,Individual,Enrolled,2022-10-08,,0.2,0.8
BE000000880,W00000229,BP000015,Wellness Program,Brazil,Americas,Employee,Enrolled,2022-09-19,,0.0,1.0
BE000000881,W00000229,BP000013,Disability,Brazil,Americas,Employee,Enrolled,2024-12-19,,0.1,0.9
BE000000882,W00000229,BP000010,Dental,Brazil,Americas,Individual,Enrolled,2024-12-17,,0.2,0.8
BE000000883,W00000229,BP000012,Life Insurance,Brazil,Americas,Employee,Waived,2024-09-27,,0.0,1.0
BE000000884,W00000229,BP000016,Employee Assistance Program,Brazil,Americas,Employee,Enrolled,2021-05-20,,0.0,1.0
BE000000885,W00000229,BP000014,Retirement,Brazil,Americas,Employee,Terminated,2024-08-25,2026-07-17,0.05,0.95
BE000000886,W00000230,BP000002,Dental,Australia,APAC,Individual,Enrolled,2022-03-15,,0.2,0.8
BE000000887,W00000230,BP000007,Wellness Program,Australia,APAC,Employee,Enrolled,2021-08-12,,0.0,1.0
BE000000888,W00000230,BP000006,Retirement,Australia,APAC,Employee,Waived,2023-08-04,,0.05,0.95
BE000000889,W00000230,BP000008,Employee Assistance Program,Australia,APAC,Employee,Enrolled,2021-05-14,,0.0,1.0
BE000000890,W00000230,BP000005,Disability,Australia,APAC,Employee,Enrolled,2024-02-07,,0.1,0.9
BE000000891,W00000231,BP000037,Disability,India,APAC,Employee,Enrolled,2022-09-27,,0.1,0.9
BE000000892,W00000231,BP000033,Medical,India,APAC,Individual,Enrolled,2024-04-15,,0.15,0.85
BE000000893,W00000231,BP000035,Vision,India,APAC,Individual,Waived,2022-06-06,,0.2,0.8
BE000000894,W00000231,BP000036,Life Insurance,India,APAC,Employee,Enrolled,2021-05-20,,0.0,1.0
BE000000895,W00000231,BP000038,Retirement,India,APAC,Employee,Enrolled,2025-12-02,,0.05,0.95
BE000000896,W00000232,BP000035,Vision,India,APAC,Individual,Waived,2025-12-31,,0.2,0.8
BE000000897,W00000232,BP000034,Dental,India,APAC,Individual,Terminated,2024-10-13,2025-10-16,0.2,0.8
BE000000898,W00000232,BP000040,Employee Assistance Program,India,APAC,Employee,Enrolled,2025-10-06,,0.0,1.0
BE000000899,W00000233,BP000029,Disability,Germany,EMEA,Employee,Enrolled,2025-03-19,,0.1,0.9
BE000000900,W00000233,BP000031,Wellness Program,Germany,EMEA,Employee,Enrolled,2021-01-19,,0.0,1.0
BE000000901,W00000233,BP000026,Dental,Germany,EMEA,Individual,Enrolled,2021-08-01,,0.2,0.8
BE000000902,W00000233,BP000032,Employee Assistance Program,Germany,EMEA,Employee,Enrolled,2023-12-03,,0.0,1.0
BE000000903,W00000233,BP000025,Medical,Germany,EMEA,Individual,Enrolled,2024-12-03,,0.15,0.85
BE000000904,W00000233,BP000028,Life Insurance,Germany,EMEA,Employee,Enrolled,2022-03-08,,0.0,1.0
BE000000905,W00000234,BP000067,Vision,South Africa,EMEA,Individual,Enrolled,2024-08-11,,0.2,0.8
BE000000906,W00000234,BP000065,Medical,South Africa,EMEA,Individual,Enrolled,2021-05-02,,0.15,0.85
BE000000907,W00000234,BP000070,Retirement,South Africa,EMEA,Employee,Enrolled,2021-11-12,,0.05,0.95
BE000000908,W00000235,BP000065,Medical,South Africa,EMEA,Individual,Enrolled,2023-07-26,,0.15,0.85
BE000000909,W00000235,BP000069,Disability,South Africa,EMEA,Employee,Enrolled,2023-06-06,,0.1,0.9
BE000000910,W00000235,BP000072,Employee Assistance Program,South Africa,EMEA,Employee,Enrolled,2023-06-20,,0.0,1.0
BE000000911,W00000235,BP000067,Vision,South Africa,EMEA,Individual,Enrolled,2025-09-04,,0.2,0.8
BE000000912,W00000235,BP000066,Dental,South Africa,EMEA,Individual,Terminated,2022-03-17,2024-02-17,0.2,0.8
BE000000913,W00000235,BP000070,Retirement,South Africa,EMEA,Employee,Enrolled,2024-05-14,,0.05,0.95
BE000000914,W00000236,BP000008,Employee Assistance Program,Australia,APAC,Employee,Enrolled,2021-02-11,,0.0,1.0
BE000000915,W00000236,BP000003,Vision,Australia,APAC,Individual,Enrolled,2024-02-10,,0.2,0.8
BE000000916,W00000236,BP000001,Medical,Australia,APAC,Individual,Enrolled,2025-11-24,,0.15,0.85
BE000000917,W00000236,BP000002,Dental,Australia,APAC,Individual,Enrolled,2025-07-21,,0.2,0.8
BE000000918,W00000236,BP000005,Disability,Australia,APAC,Employee,Enrolled,2024-11-26,,0.1,0.9
BE000000919,W00000237,BP000055,Wellness Program,Mexico,Americas,Employee,Enrolled,2024-11-30,,0.0,1.0
BE000000920,W00000237,BP000052,Life Insurance,Mexico,Americas,Employee,Enrolled,2021-02-13,,0.0,1.0
BE000000921,W00000237,BP000056,Employee Assistance Program,Mexico,Americas,Employee,Enrolled,2024-02-17,,0.0,1.0
BE000000922,W00000237,BP000050,Dental,Mexico,Americas,Individual,Enrolled,2022-10-23,,0.2,0.8
BE000000923,W00000238,BP000039,Wellness Program,India,APAC,Employee,Enrolled,2024-03-18,,0.0,1.0
BE000000924,W00000238,BP000038,Retirement,India,APAC,Employee,Enrolled,2025-03-14,,0.05,0.95
BE000000925,W00000238,BP000036,Life Insurance,India,APAC,Employee,Enrolled,2024-07-20,,0.0,1.0
BE000000926,W00000238,BP000034,Dental,India,APAC,Individual,Waived,2022-12-17,,0.2,0.8
BE000000927,W00000238,BP000037,Disability,India,APAC,Employee,Enrolled,2024-07-12,,0.1,0.9
BE000000928,W00000238,BP000040,Employee Assistance Program,India,APAC,Employee,Waived,2022-05-05,,0.0,1.0
BE000000929,W00000239,BP000027,Vision,Germany,EMEA,Individual,Enrolled,2024-09-21,,0.2,0.8
BE000000930,W00000239,BP000029,Disability,Germany,EMEA,Employee,Enrolled,2024-10-12,,0.1,0.9
BE000000931,W00000239,BP000032,Employee Assistance Program,Germany,EMEA,Employee,Enrolled,2024-06-14,,0.0,1.0
BE000000932,W00000239,BP000031,Wellness Program,Germany,EMEA,Employee,Enrolled,2024-07-17,,0.0,1.0
BE000000933,W00000239,BP000028,Life Insurance,Germany,EMEA,Employee,Enrolled,2023-05-08,,0.0,1.0
BE000000934,W00000240,BP000076,Life Insurance,Spain,EMEA,Employee,Enrolled,2021-08-22,,0.0,1.0
BE000000935,W00000240,BP000080,Employee Assistance Program,Spain,EMEA,Employee,Enrolled,2024-11-01,,0.0,1.0
BE000000936,W00000240,BP000079,Wellness Program,Spain,EMEA,Employee,Waived,2022-11-22,,0.0,1.0
BE000000937,W00000241,BP000028,Life Insurance,Germany,EMEA,Employee,Terminated,2025-10-02,2027-10-20,0.0,1.0
BE000000938,W00000241,BP000025,Medical,Germany,EMEA,Individual,Enrolled,2022-06-18,,0.15,0.85
BE000000939,W00000241,BP000032,Employee Assistance Program,Germany,EMEA,Employee,Enrolled,2024-12-17,,0.0,1.0
BE000000940,W00000241,BP000029,Disability,Germany,EMEA,Employee,Enrolled,2023-04-10,,0.1,0.9
BE000000941,W00000241,BP000031,Wellness Program,Germany,EMEA,Employee,Enrolled,2024-04-20,,0.0,1.0
BE000000942,W00000243,BP000026,Dental,Germany,EMEA,Individual,Waived,2023-04-19,,0.2,0.8
BE000000943,W00000243,BP000028,Life Insurance,Germany,EMEA,Employee,Enrolled,2021-12-14,,0.0,1.0
BE000000944,W00000243,BP000025,Medical,Germany,EMEA,Individual,Enrolled,2024-02-29,,0.15,0.85
BE000000945,W00000243,BP000032,Employee Assistance Program,Germany,EMEA,Employee,Enrolled,2023-05-24,,0.0,1.0
BE000000946,W00000243,BP000031,Wellness Program,Germany,EMEA,Employee,Terminated,2024-09-02,2025-02-07,0.0,1.0
BE000000947,W00000244,BP000103,Wellness Program,United States,Americas,Employee,Enrolled,2022-09-23,,0.0,1.0
BE000000948,W00000244,BP000099,Vision,United States,Americas,Individual,Waived,2023-04-14,,0.2,0.8
BE000000949,W00000244,BP000101,Disability,United States,Americas,Employee,Waived,2021-09-30,,0.1,0.9
BE000000950,W00000244,BP000097,Medical,United States,Americas,Individual,Enrolled,2024-09-09,,0.15,0.85
BE000000951,W00000246,BP000095,Wellness Program,United Kingdom,EMEA,Employee,Waived,2023-06-01,,0.0,1.0
BE000000952,W00000246,BP000089,Medical,United Kingdom,EMEA,Individual,Enrolled,2022-06-09,,0.15,0.85
BE000000953,W00000246,BP000091,Vision,United Kingdom,EMEA,Individual,Enrolled,2025-12-15,,0.2,0.8
BE000000954,W00000246,BP000096,Employee Assistance Program,United Kingdom,EMEA,Employee,Enrolled,2025-08-04,,0.0,1.0
BE000000955,W00000246,BP000092,Life Insurance,United Kingdom,EMEA,Employee,Enrolled,2022-04-04,,0.0,1.0
BE000000956,W00000246,BP000093,Disability,United Kingdom,EMEA,Employee,Enrolled,2023-03-16,,0.1,0.9
BE000000957,W00000247,BP000011,Vision,Brazil,Americas,Individual,Enrolled,2021-01-17,,0.2,0.8
BE000000958,W00000247,BP000009,Medical,Brazil,Americas,Individual,Waived,2024-09-11,,0.15,0.85
BE000000959,W00000247,BP000012,Life Insurance,Brazil,Americas,Employee,Enrolled,2022-11-23,,0.0,1.0
BE000000960,W00000248,BP000089,Medical,United Kingdom,EMEA,Individual,Enrolled,2023-05-03,,0.15,0.85
BE000000961,W00000248,BP000093,Disability,United Kingdom,EMEA,Employee,Terminated,2022-04-27,2024-06-15,0.1,0.9
BE000000962,W00000248,BP000094,Retirement,United Kingdom,EMEA,Employee,Enrolled,2022-03-28,,0.05,0.95
BE000000963,W00000248,BP000096,Employee Assistance Program,United Kingdom,EMEA,Employee,Enrolled,2021-05-09,,0.0,1.0
BE000000964,W00000249,BP000010,Dental,Brazil,Americas,Individual,Terminated,2023-04-29,2024-07-20,0.2,0.8
BE000000965,W00000249,BP000015,Wellness Program,Brazil,Americas,Employee,Enrolled,2021-12-06,,0.0,1.0
BE000000966,W00000249,BP000011,Vision,Brazil,Americas,Individual,Terminated,2023-01-25,2023-06-20,0.2,0.8
BE000000967,W00000249,BP000014,Retirement,Brazil,Americas,Employee,Enrolled,2022-06-15,,0.05,0.95
BE000000968,W00000249,BP000012,Life Insurance,Brazil,Americas,Employee,Enrolled,2022-04-23,,0.0,1.0
BE000000969,W00000250,BP000102,Retirement,United States,Americas,Employee,Enrolled,2021-11-09,,0.05,0.95
BE000000970,W00000250,BP000103,Wellness Program,United States,Americas,Employee,Waived,2022-11-12,,0.0,1.0
BE000000971,W00000250,BP000097,Medical,United States,Americas,Individual,Enrolled,2025-12-29,,0.15,0.85
BE000000972,W00000250,BP000098,Dental,United States,Americas,Individual,Terminated,2023-03-23,2025-04-03,0.2,0.8
BE000000973,W00000250,BP000104,Employee Assistance Program,United States,Americas,Employee,Terminated,2025-01-26,2025-07-30,0.0,1.0
BE000000974,W00000251,BP000007,Wellness Program,Australia,APAC,Employee,Enrolled,2025-10-06,,0.0,1.0
BE000000975,W00000251,BP000008,Employee Assistance Program,Australia,APAC,Employee,Enrolled,2025-06-09,,0.0,1.0
BE000000976,W00000251,BP000004,Life Insurance,Australia,APAC,Employee,Enrolled,2021-05-18,,0.0,1.0
BE000000977,W00000251,BP000006,Retirement,Australia,APAC,Employee,Enrolled,2023-08-18,,0.05,0.95
BE000000978,W00000251,BP000005,Disability,Australia,APAC,Employee,Enrolled,2024-12-03,,0.1,0.9
BE000000979,W00000252,BP000010,Dental,Brazil,Americas,Individual,Enrolled,2023-09-18,,0.2,0.8
BE000000980,W00000252,BP000009,Medical,Brazil,Americas,Individual,Waived,2022-05-10,,0.15,0.85
BE000000981,W00000252,BP000014,Retirement,Brazil,Americas,Employee,Enrolled,2025-10-01,,0.05,0.95
BE000000982,W00000252,BP000011,Vision,Brazil,Americas,Individual,Enrolled,2024-09-01,,0.2,0.8
BE000000983,W00000252,BP000012,Life Insurance,Brazil,Americas,Employee,Enrolled,2024-08-18,,0.0,1.0
BE000000984,W00000252,BP000015,Wellness Program,Brazil,Americas,Employee,Enrolled,2023-04-19,,0.0,1.0
BE000000985,W00000253,BP000009,Medical,Brazil,Americas,Individual,Enrolled,2025-08-21,,0.15,0.85
BE000000986,W00000253,BP000010,Dental,Brazil,Americas,Individual,Terminated,2023-10-30,2025-05-14,0.2,0.8
BE000000987,W00000253,BP000013,Disability,Brazil,Americas,Employee,Enrolled,2025-05-07,,0.1,0.9
BE000000988,W00000254,BP000061,Disability,Netherlands,EMEA,Employee,Terminated,2021-02-14,2021-12-08,0.1,0.9
BE000000989,W00000254,BP000063,Wellness Program,Netherlands,EMEA,Employee,Enrolled,2024-10-14,,0.0,1.0
BE000000990,W00000254,BP000057,Medical,Netherlands,EMEA,Individual,Enrolled,2022-05-11,,0.15,0.85
BE000000991,W00000255,BP000104,Employee Assistance Program,United States,Americas,Employee,Waived,2025-05-18,,0.0,1.0
BE000000992,W00000255,BP000103,Wellness Program,United States,Americas,Employee,Enrolled,2025-10-22,,0.0,1.0
BE000000993,W00000255,BP000099,Vision,United States,Americas,Individual,Enrolled,2023-07-04,,0.2,0.8
BE000000994,W00000255,BP000100,Life Insurance,United States,Americas,Employee,Enrolled,2021-08-29,,0.0,1.0
BE000000995,W00000257,BP000001,Medical,Australia,APAC,Individual,Enrolled,2022-07-10,,0.15,0.85
BE000000996,W00000257,BP000007,Wellness Program,Australia,APAC,Employee,Enrolled,2025-03-08,,0.0,1.0
BE000000997,W00000257,BP000006,Retirement,Australia,APAC,Employee,Enrolled,2021-09-22,,0.05,0.95
BE000000998,W00000257,BP000003,Vision,Australia,APAC,Individual,Waived,2023-05-19,,0.2,0.8
BE000000999,W00000257,BP000004,Life Insurance,Australia,APAC,Employee,Enrolled,2025-10-20,,0.0,1.0
BE000001000,W00000258,BP000038,Retirement,India,APAC,Employee,Enrolled,2025-10-05,,0.05,0.95
BE000001001,W00000258,BP000034,Dental,India,APAC,Individual,Enrolled,2025-05-16,,0.2,0.8
BE000001002,W00000258,BP000036,Life Insurance,India,APAC,Employee,Terminated,2023-07-13,2025-09-03,0.0,1.0
BE000001003,W00000258,BP000040,Employee Assistance Program,India,APAC,Employee,Enrolled,2023-05-21,,0.0,1.0
BE000001004,W00000259,BP000057,Medical,Netherlands,EMEA,Individual,Enrolled,2025-06-04,,0.15,0.85
BE000001005,W00000259,BP000061,Disability,Netherlands,EMEA,Employee,Enrolled,2022-04-13,,0.1,0.9
BE000001006,W00000259,BP000063,Wellness Program,Netherlands,EMEA,Employee,Enrolled,2022-06-22,,0.0,1.0
BE000001007,W00000259,BP000060,Life Insurance,Netherlands,EMEA,Employee,Enrolled,2023-10-25,,0.0,1.0
BE000001008,W00000259,BP000062,Retirement,Netherlands,EMEA,Employee,Enrolled,2024-01-16,,0.05,0.95
BE000001009,W00000261,BP000047,Wellness Program,Japan,APAC,Employee,Enrolled,2023-01-10,,0.0,1.0
BE000001010,W00000261,BP000045,Disability,Japan,APAC,Employee,Enrolled,2025-12-21,,0.1,0.9
BE000001011,W00000261,BP000043,Vision,Japan,APAC,Individual,Enrolled,2025-03-23,,0.2,0.8
BE000001012,W00000262,BP000100,Life Insurance,United States,Americas,Employee,Enrolled,2024-03-24,,0.0,1.0
BE000001013,W00000262,BP000104,Employee Assistance Program,United States,Americas,Employee,Enrolled,2023-05-20,,0.0,1.0
BE000001014,W00000262,BP000099,Vision,United States,Americas,Individual,Enrolled,2022-05-14,,0.2,0.8
BE000001015,W00000262,BP000101,Disability,United States,Americas,Employee,Enrolled,2025-05-11,,0.1,0.9
BE000001016,W00000262,BP000097,Medical,United States,Americas,Individual,Enrolled,2025-10-26,,0.15,0.85
BE000001017,W00000263,BP000038,Retirement,India,APAC,Employee,Enrolled,2024-11-21,,0.05,0.95
BE000001018,W00000263,BP000039,Wellness Program,India,APAC,Employee,Enrolled,2023-07-09,,0.0,1.0
BE000001019,W00000263,BP000037,Disability,India,APAC,Employee,Enrolled,2024-05-06,,0.1,0.9
BE000001020,W00000263,BP000036,Life Insurance,India,APAC,Employee,Terminated,2025-01-21,2025-05-06,0.0,1.0
BE000001021,W00000264,BP000034,Dental,India,APAC,Individual,Enrolled,2023-01-18,,0.2,0.8
BE000001022,W00000264,BP000039,Wellness Program,India,APAC,Employee,Enrolled,2023-04-01,,0.0,1.0
BE000001023,W00000264,BP000035,Vision,India,APAC,Individual,Enrolled,2022-12-16,,0.2,0.8
BE000001024,W00000264,BP000033,Medical,India,APAC,Individual,Waived,2023-04-20,,0.15,0.85
BE000001025,W00000264,BP000036,Life Insurance,India,APAC,Employee,Enrolled,2022-06-26,,0.0,1.0
BE000001026,W00000266,BP000008,Employee Assistance Program,Australia,APAC,Employee,Enrolled,2022-03-18,,0.0,1.0
BE000001027,W00000266,BP000006,Retirement,Australia,APAC,Employee,Enrolled,2025-03-08,,0.05,0.95
BE000001028,W00000266,BP000001,Medical,Australia,APAC,Individual,Enrolled,2023-04-21,,0.15,0.85
BE000001029,W00000266,BP000005,Disability,Australia,APAC,Employee,Waived,2021-11-07,,0.1,0.9
BE000001030,W00000266,BP000007,Wellness Program,Australia,APAC,Employee,Waived,2022-02-14,,0.0,1.0
BE000001031,W00000266,BP000003,Vision,Australia,APAC,Individual,Waived,2024-05-17,,0.2,0.8
BE000001032,W00000267,BP000100,Life Insurance,United States,Americas,Employee,Enrolled,2025-11-16,,0.0,1.0
BE000001033,W00000267,BP000097,Medical,United States,Americas,Individual,Enrolled,2023-09-11,,0.15,0.85
BE000001034,W00000267,BP000101,Disability,United States,Americas,Employee,Enrolled,2023-04-12,,0.1,0.9
BE000001035,W00000267,BP000102,Retirement,United States,Americas,Employee,Enrolled,2022-01-01,,0.05,0.95
BE000001036,W00000267,BP000103,Wellness Program,United States,Americas,Employee,Waived,2024-03-16,,0.0,1.0
BE000001037,W00000267,BP000098,Dental,United States,Americas,Individual,Terminated,2024-10-23,2026-06-04,0.2,0.8
BE000001038,W00000268,BP000049,Medical,Mexico,Americas,Individual,Enrolled,2021-01-31,,0.15,0.85
BE000001039,W00000268,BP000056,Employee Assistance Program,Mexico,Americas,Employee,Enrolled,2025-04-12,,0.0,1.0
BE000001040,W00000268,BP000052,Life Insurance,Mexico,Americas,Employee,Enrolled,2021-09-23,,0.0,1.0
BE000001041,W00000268,BP000053,Disability,Mexico,Americas,Employee,Enrolled,2025-12-03,,0.1,0.9
BE000001042,W00000269,BP000101,Disability,United States,Americas,Employee,Enrolled,2021-08-10,,0.1,0.9
BE000001043,W00000269,BP000103,Wellness Program,United States,Americas,Employee,Waived,2023-06-15,,0.0,1.0
BE000001044,W00000269,BP000097,Medical,United States,Americas,Individual,Enrolled,2022-02-11,,0.15,0.85
BE000001045,W00000270,BP000098,Dental,United States,Americas,Individual,Enrolled,2025-08-01,,0.2,0.8
BE000001046,W00000270,BP000100,Life Insurance,United States,Americas,Employee,Enrolled,2021-02-16,,0.0,1.0
BE000001047,W00000270,BP000102,Retirement,United States,Americas,Employee,Terminated,2025-07-21,2027-01-10,0.05,0.95
BE000001048,W00000270,BP000104,Employee Assistance Program,United States,Americas,Employee,Enrolled,2022-06-24,,0.0,1.0
BE000001049,W00000270,BP000099,Vision,United States,Americas,Individual,Enrolled,2024-08-25,,0.2,0.8
BE000001050,W00000271,BP000001,Medical,Australia,APAC,Individual,Enrolled,2025-04-10,,0.15,0.85
BE000001051,W00000271,BP000005,Disability,Australia,APAC,Employee,Enrolled,2021-06-21,,0.1,0.9
BE000001052,W00000271,BP000004,Life Insurance,Australia,APAC,Employee,Enrolled,2024-06-18,,0.0,1.0
BE000001053,W00000271,BP000006,Retirement,Australia,APAC,Employee,Enrolled,2025-04-30,,0.05,0.95
BE000001054,W00000271,BP000007,Wellness Program,Australia,APAC,Employee,Enrolled,2021-11-23,,0.0,1.0
BE000001055,W00000272,BP000071,Wellness Program,South Africa,EMEA,Employee,Terminated,2022-04-25,2023-10-19,0.0,1.0
BE000001056,W00000272,BP000069,Disability,South Africa,EMEA,Employee,Enrolled,2023-02-09,,0.1,0.9
BE000001057,W00000272,BP000067,Vision,South Africa,EMEA,Individual,Enrolled,2022-05-05,,0.2,0.8
BE000001058,W00000272,BP000068,Life Insurance,South Africa,EMEA,Employee,Waived,2025-02-23,,0.0,1.0
BE000001059,W00000273,BP000007,Wellness Program,Australia,APAC,Employee,Enrolled,2023-09-17,,0.0,1.0
BE000001060,W00000273,BP000006,Retirement,Australia,APAC,Employee,Enrolled,2022-07-23,,0.05,0.95
BE000001061,W00000273,BP000001,Medical,Australia,APAC,Individual,Enrolled,2023-08-17,,0.15,0.85
BE000001062,W00000274,BP000034,Dental,India,APAC,Individual,Waived,2024-08-18,,0.2,0.8
BE000001063,W00000274,BP000035,Vision,India,APAC,Individual,Enrolled,2021-04-14,,0.2,0.8
BE000001064,W00000274,BP000037,Disability,India,APAC,Employee,Waived,2021-06-29,,0.1,0.9
BE000001065,W00000274,BP000033,Medical,India,APAC,Individual,Enrolled,2022-02-12,,0.15,0.85
