worker_skill_id,worker_id,skill_id,proficiency_level,source,validated_flag,last_assessed_date
WS000004938,W00000921,SK00026,4,Certification,True,2025-03-18
WS000004939,W00000921,SK00007,3,Learning Completion,True,2026-02-23
WS000004940,W00000922,SK00031,4,Learning Completion,True,2026-04-21
WS000004941,W00000922,SK00006,3,Certification,True,2026-05-11
WS000004942,W00000922,SK00027,2,Self Assessment,False,2025-02-11
WS000004943,W00000922,SK00028,2,Manager Assessment,True,2025-04-11
WS000004944,W00000922,SK00033,5,Certification,False,2026-04-11
WS000004945,W00000923,SK00031,3,Certification,True,2025-11-23
WS000004946,W00000923,SK00026,2,Manager Assessment,True,2026-01-14
WS000004947,W00000923,SK00002,2,Manager Assessment,True,2025-03-22
WS000004948,W00000923,SK00018,4,Self Assessment,False,2025-11-06
WS000004949,W00000924,SK00026,2,Self Assessment,False,2025-07-08
WS000004950,W00000924,SK00018,3,Self Assessment,False,2025-08-28
WS000004951,W00000924,SK00023,4,Self Assessment,False,2025-04-28
WS000004952,W00000924,SK00011,3,Certification,True,2025-05-23
WS000004953,W00000924,SK00040,2,Learning Completion,True,2025-04-18
WS000004954,W00000924,SK00022,3,Manager Assessment,True,2026-03-26
WS000004955,W00000926,SK00034,2,Self Assessment,False,2025-02-15
WS000004956,W00000926,SK00030,2,Manager Assessment,True,2025-10-21
WS000004957,W00000926,SK00026,5,Certification,True,2026-02-03
WS000004958,W00000926,SK00007,2,Learning Completion,True,2025-08-10
WS000004959,W00000926,SK00014,5,Manager Assessment,True,2026-04-12
WS000004960,W00000926,SK00035,1,Self Assessment,False,2025-10-31
WS000004961,W00000926,SK00027,3,Manager Assessment,True,2025-10-28
WS000004962,W00000926,SK00013,2,Self Assessment,False,2026-02-09
WS000004963,W00000927,SK00010,3,Learning Completion,True,2026-05-08
WS000004964,W00000927,SK00017,2,Learning Completion,True,2025-08-23
WS000004965,W00000927,SK00006,2,Manager Assessment,True,2025-08-20
WS000004966,W00000927,SK00008,2,Self Assessment,False,2025-03-20
WS000004967,W00000927,SK00035,3,Certification,True,2025-05-27
WS000004968,W00000927,SK00021,4,Certification,False,2025-04-25
WS000004969,W00000927,SK00025,2,Certification,False,2026-01-26
WS000004970,W00000927,SK00009,2,Manager Assessment,True,2025-09-26
WS000004971,W00000928,SK00024,3,Manager Assessment,True,2025-05-06
WS000004972,W00000928,SK00006,1,Self Assessment,False,2025-04-25
WS000004973,W00000928,SK00005,3,Self Assessment,False,2026-02-13
WS000004974,W00000928,SK00009,4,Certification,True,2026-04-02
WS000004975,W00000929,SK00038,5,Manager Assessment,True,2026-05-16
WS000004976,W00000929,SK00026,2,Manager Assessment,False,2025-12-08
WS000004977,W00000929,SK00029,3,Learning Completion,True,2025-04-13
WS000004978,W00000929,SK00039,4,Learning Completion,True,2025-03-18
WS000004979,W00000929,SK00027,3,Self Assessment,False,2025-11-15
WS000004980,W00000929,SK00028,2,Self Assessment,False,2026-02-20
WS000004981,W00000929,SK00004,1,Manager Assessment,True,2026-01-09
WS000004982,W00000929,SK00040,3,Learning Completion,True,2026-02-27
WS000004983,W00000930,SK00029,3,Learning Completion,True,2025-08-03
WS000004984,W00000930,SK00026,4,Self Assessment,False,2025-02-22
WS000004985,W00000930,SK00032,5,Self Assessment,False,2025-06-18
WS000004986,W00000930,SK00028,2,Certification,True,2025-01-12
WS000004987,W00000931,SK00008,4,Learning Completion,True,2026-04-25
WS000004988,W00000931,SK00015,3,Self Assessment,False,2025-09-30
WS000004989,W00000931,SK00011,4,Self Assessment,False,2025-02-14
WS000004990,W00000931,SK00027,3,Manager Assessment,True,2026-05-01
WS000004991,W00000931,SK00013,3,Certification,True,2026-01-14
WS000004992,W00000931,SK00025,2,Self Assessment,False,2025-08-17
WS000004993,W00000931,SK00009,3,Manager Assessment,False,2025-08-27
WS000004994,W00000932,SK00031,4,Certification,True,2025-10-04
WS000004995,W00000932,SK00010,3,Manager Assessment,True,2025-11-25
WS000004996,W00000932,SK00018,4,Self Assessment,False,2025-09-16
WS000004997,W00000932,SK00014,4,Learning Completion,False,2025-04-17
WS000004998,W00000932,SK00039,5,Learning Completion,True,2026-02-18
WS000004999,W00000932,SK00011,2,Learning Completion,True,2025-08-25
WS000005000,W00000932,SK00027,2,Self Assessment,False,2025-09-20
WS000005001,W00000932,SK00021,2,Manager Assessment,True,2025-09-13
WS000005002,W00000933,SK00007,4,Learning Completion,True,2026-06-16
WS000005003,W00000933,SK00039,2,Certification,False,2025-02-15
WS000005004,W00000933,SK00016,3,Certification,True,2026-01-05
WS000005005,W00000933,SK00004,3,Learning Completion,True,2025-10-10
WS000005006,W00000933,SK00001,1,Learning Completion,False,2025-06-28
WS000005007,W00000933,SK00005,3,Certification,True,2025-07-10
WS000005008,W00000934,SK00031,3,Learning Completion,False,2026-04-07
WS000005009,W00000934,SK00018,4,Manager Assessment,True,2025-08-18
WS000005010,W00000934,SK00014,5,Certification,True,2025-07-02
WS000005011,W00000934,SK00011,3,Manager Assessment,True,2025-10-02
WS000005012,W00000934,SK00027,3,Manager Assessment,False,2025-08-22
WS000005013,W00000934,SK00022,1,Learning Completion,True,2025-09-07
WS000005014,W00000935,SK00031,1,Learning Completion,True,2025-10-23
WS000005015,W00000935,SK00018,2,Manager Assessment,False,2025-10-03
WS000005016,W00000935,SK00007,5,Manager Assessment,True,2025-10-12
WS000005017,W00000935,SK00026,4,Manager Assessment,True,2025-11-10
WS000005018,W00000935,SK00011,3,Self Assessment,False,2025-04-02
WS000005019,W00000936,SK00029,2,Self Assessment,False,2025-10-17
WS000005020,W00000936,SK00026,3,Manager Assessment,True,2025-03-06
WS000005021,W00000936,SK00028,3,Learning Completion,True,2025-05-16
WS000005022,W00000936,SK00033,2,Manager Assessment,True,2025-02-25
WS000005023,W00000937,SK00040,4,Manager Assessment,True,2025-06-27
WS000005024,W00000937,SK00018,5,Manager Assessment,True,2026-01-25
WS000005025,W00000937,SK00013,3,Certification,True,2026-03-08
WS000005026,W00000937,SK00027,4,Self Assessment,False,2025-12-20
WS000005027,W00000937,SK00021,3,Manager Assessment,True,2025-09-12
WS000005028,W00000937,SK00002,1,Manager Assessment,True,2025-07-14
WS000005029,W00000937,SK00005,1,Self Assessment,False,2025-08-23
WS000005030,W00000937,SK00025,2,Certification,True,2025-05-31
WS000005031,W00000939,SK00026,4,Manager Assessment,True,2025-08-22
WS000005032,W00000939,SK00018,2,Learning Completion,True,2025-04-13
WS000005033,W00000939,SK00029,4,Learning Completion,True,2025-09-16
WS000005034,W00000939,SK00027,3,Certification,True,2026-01-04
WS000005035,W00000939,SK00033,2,Learning Completion,True,2025-06-28
WS000005036,W00000939,SK00013,3,Self Assessment,False,2025-05-15
WS000005037,W00000940,SK00037,5,Self Assessment,False,2026-01-16
WS000005038,W00000940,SK00023,4,Self Assessment,False,2026-05-05
WS000005039,W00000940,SK00011,4,Learning Completion,True,2026-03-12
WS000005040,W00000940,SK00027,3,Learning Completion,False,2025-10-16
WS000005041,W00000940,SK00028,2,Manager Assessment,True,2026-04-25
WS000005042,W00000940,SK00033,1,Self Assessment,False,2026-04-12
WS000005043,W00000940,SK00036,3,Manager Assessment,True,2025-02-06
WS000005044,W00000940,SK00002,4,Certification,True,2025-05-18
WS000005045,W00000941,SK00034,3,Learning Completion,True,2025-09-20
WS000005046,W00000941,SK00010,3,Self Assessment,False,2025-04-18
WS000005047,W00000941,SK00006,4,Self Assessment,False,2025-01-21
WS000005048,W00000941,SK00007,4,Learning Completion,True,2025-02-20
WS000005049,W00000941,SK00026,2,Manager Assessment,True,2025-03-24
WS000005050,W00000941,SK00040,5,Manager Assessment,True,2026-06-19
WS000005051,W00000941,SK00025,5,Manager Assessment,True,2026-04-02
WS000005052,W00000941,SK00008,3,Manager Assessment,True,2026-03-03
WS000005053,W00000942,SK00024,3,Self Assessment,False,2025-09-23
WS000005054,W00000942,SK00026,4,Self Assessment,False,2025-07-03
WS000005055,W00000942,SK00007,4,Manager Assessment,False,2026-01-10
WS000005056,W00000942,SK00027,3,Self Assessment,False,2026-03-20
WS000005057,W00000942,SK00028,2,Self Assessment,False,2025-10-10
WS000005058,W00000942,SK00033,4,Manager Assessment,True,2026-02-21
WS000005059,W00000942,SK00002,4,Self Assessment,False,2025-08-21
WS000005060,W00000943,SK00017,4,Manager Assessment,True,2025-06-19
WS000005061,W00000943,SK00026,4,Learning Completion,True,2025-02-02
WS000005062,W00000943,SK00018,2,Learning Completion,False,2025-09-02
WS000005063,W00000943,SK00027,4,Self Assessment,False,2026-05-16
WS000005064,W00000943,SK00028,2,Self Assessment,False,2026-01-19
WS000005065,W00000943,SK00036,2,Learning Completion,False,2025-03-13
WS000005066,W00000943,SK00012,4,Self Assessment,False,2025-09-11
WS000005067,W00000944,SK00031,2,Self Assessment,False,2025-03-26
WS000005068,W00000944,SK00026,1,Manager Assessment,True,2026-03-24
WS000005069,W00000944,SK00018,3,Self Assessment,False,2025-12-06
WS000005070,W00000944,SK00021,4,Manager Assessment,True,2024-12-31
WS000005071,W00000944,SK00011,3,Certification,True,2026-01-11
WS000005072,W00000944,SK00004,4,Manager Assessment,True,2026-04-14
WS000005073,W00000944,SK00013,3,Self Assessment,False,2026-04-30
WS000005074,W00000944,SK00025,2,Manager Assessment,True,2025-05-29
WS000005075,W00000945,SK00029,2,Self Assessment,False,2026-06-03
WS000005076,W00000945,SK00023,3,Certification,True,2025-09-06
WS000005077,W00000945,SK00014,3,Manager Assessment,True,2025-06-02
WS000005078,W00000945,SK00027,3,Manager Assessment,True,2025-03-30
WS000005079,W00000946,SK00026,4,Self Assessment,False,2025-06-25
WS000005080,W00000946,SK00018,4,Certification,True,2026-02-04
WS000005081,W00000946,SK00029,2,Self Assessment,False,2025-02-10
WS000005082,W00000946,SK00023,4,Self Assessment,False,2026-05-14
WS000005083,W00000946,SK00028,2,Learning Completion,True,2026-01-17
WS000005084,W00000946,SK00033,4,Self Assessment,False,2025-09-01
WS000005085,W00000946,SK00020,4,Learning Completion,True,2025-05-20
WS000005086,W00000947,SK00030,3,Self Assessment,False,2025-01-24
WS000005087,W00000947,SK00031,2,Manager Assessment,False,2026-05-05
WS000005088,W00000947,SK00017,3,Self Assessment,False,2025-11-10
WS000005089,W00000947,SK00018,3,Self Assessment,False,2025-10-31
WS000005090,W00000947,SK00026,2,Manager Assessment,True,2025-07-30
WS000005091,W00000947,SK00016,2,Certification,True,2025-02-27
WS000005092,W00000947,SK00002,3,Certification,True,2025-10-10
WS000005093,W00000947,SK00025,4,Certification,True,2025-12-30
WS000005094,W00000948,SK00034,4,Learning Completion,True,2026-02-24
WS000005095,W00000948,SK00024,1,Self Assessment,False,2025-01-12
WS000005096,W00000948,SK00006,1,Learning Completion,True,2025-03-20
WS000005097,W00000948,SK00007,4,Manager Assessment,True,2026-01-04
WS000005098,W00000948,SK00012,1,Learning Completion,True,2026-05-27
WS000005099,W00000948,SK00016,4,Self Assessment,False,2025-11-16
WS000005100,W00000948,SK00028,1,Learning Completion,True,2025-11-20
WS000005101,W00000948,SK00022,4,Self Assessment,False,2026-04-02
WS000005102,W00000949,SK00031,3,Learning Completion,True,2026-02-21
WS000005103,W00000949,SK00007,3,Self Assessment,False,2025-10-13
WS000005104,W00000949,SK00029,4,Certification,True,2026-01-26
WS000005105,W00000949,SK00028,2,Self Assessment,False,2025-01-15
WS000005106,W00000949,SK00005,4,Certification,True,2025-12-16
WS000005107,W00000949,SK00008,3,Learning Completion,True,2025-03-09
WS000005108,W00000950,SK00026,3,Certification,False,2025-01-16
WS000005109,W00000950,SK00027,4,Manager Assessment,True,2026-03-07
WS000005110,W00000950,SK00028,2,Manager Assessment,True,2025-12-28
WS000005111,W00000950,SK00033,4,Manager Assessment,True,2026-01-19
WS000005112,W00000950,SK00037,3,Manager Assessment,True,2025-09-05
WS000005113,W00000950,SK00022,3,Manager Assessment,True,2026-04-08
WS000005114,W00000951,SK00006,2,Self Assessment,False,2025-01-16
WS000005115,W00000951,SK00007,4,Learning Completion,True,2025-08-18
WS000005116,W00000951,SK00008,3,Certification,True,2025-12-30
WS000005117,W00000951,SK00021,3,Learning Completion,True,2026-02-19
WS000005118,W00000951,SK00020,5,Self Assessment,False,2026-05-22
WS000005119,W00000951,SK00001,1,Self Assessment,False,2025-04-01
WS000005120,W00000951,SK00013,5,Learning Completion,True,2025-07-10
WS000005121,W00000951,SK00009,3,Manager Assessment,True,2025-09-29
WS000005122,W00000952,SK00026,2,Self Assessment,False,2025-02-27
WS000005123,W00000952,SK00032,3,Learning Completion,True,2025-03-17
WS000005124,W00000952,SK00023,5,Learning Completion,True,2026-01-18
WS000005125,W00000952,SK00011,4,Manager Assessment,True,2025-04-22
WS000005126,W00000952,SK00027,3,Self Assessment,False,2025-06-30
WS000005127,W00000952,SK00033,2,Manager Assessment,False,2025-08-12
WS000005128,W00000952,SK00008,4,Manager Assessment,True,2025-02-10
WS000005129,W00000953,SK00010,4,Manager Assessment,False,2025-06-25
WS000005130,W00000953,SK00005,2,Manager Assessment,True,2026-01-12
WS000005131,W00000953,SK00025,4,Self Assessment,False,2025-09-03
WS000005132,W00000953,SK00013,4,Learning Completion,True,2025-04-13
WS000005133,W00000954,SK00026,2,Learning Completion,True,2025-07-19
WS000005134,W00000954,SK00006,2,Manager Assessment,True,2026-01-05
WS000005135,W00000954,SK00011,1,Manager Assessment,True,2025-08-15
WS000005136,W00000954,SK00019,1,Manager Assessment,True,2025-01-09
WS000005137,W00000954,SK00022,3,Self Assessment,False,2025-04-11
WS000005138,W00000955,SK00029,3,Manager Assessment,True,2026-03-17
WS000005139,W00000955,SK00026,4,Manager Assessment,True,2025-11-05
WS000005140,W00000955,SK00027,3,Manager Assessment,False,2025-04-09
WS000005141,W00000955,SK00028,5,Manager Assessment,False,2025-09-29
WS000005142,W00000956,SK00006,2,Self Assessment,False,2026-01-25
WS000005143,W00000956,SK00018,3,Learning Completion,True,2025-01-16
WS000005144,W00000956,SK00007,4,Manager Assessment,True,2026-06-22
WS000005145,W00000956,SK00027,2,Self Assessment,False,2025-09-12
WS000005146,W00000956,SK00002,4,Manager Assessment,True,2025-05-23
WS000005147,W00000956,SK00040,3,Self Assessment,False,2025-05-07
WS000005148,W00000957,SK00010,3,Learning Completion,True,2025-05-28
WS000005149,W00000957,SK00007,2,Manager Assessment,True,2025-03-28
WS000005150,W00000957,SK00005,1,Certification,True,2025-05-21
WS000005151,W00000957,SK00025,3,Certification,False,2025-12-25
WS000005152,W00000957,SK00008,4,Self Assessment,False,2026-04-10
WS000005153,W00000958,SK00024,2,Learning Completion,True,2026-05-19
WS000005154,W00000958,SK00026,2,Certification,True,2026-04-18
WS000005155,W00000958,SK00027,2,Learning Completion,True,2025-10-28
WS000005156,W00000958,SK00028,4,Manager Assessment,True,2025-12-04
WS000005157,W00000958,SK00033,3,Certification,False,2025-01-22
WS000005158,W00000959,SK00010,5,Manager Assessment,True,2025-01-12
WS000005159,W00000959,SK00006,3,Self Assessment,False,2025-11-02
WS000005160,W00000959,SK00021,2,Learning Completion,False,2026-02-11
WS000005161,W00000959,SK00005,3,Certification,True,2025-01-22
WS000005162,W00000959,SK00008,1,Manager Assessment,True,2026-05-31
WS000005163,W00000960,SK00024,2,Self Assessment,False,2026-06-10
WS000005164,W00000960,SK00006,3,Self Assessment,False,2026-06-05
WS000005165,W00000960,SK00007,4,Self Assessment,False,2025-12-20
WS000005166,W00000960,SK00023,5,Self Assessment,False,2025-08-30
WS000005167,W00000960,SK00022,3,Manager Assessment,False,2026-03-01
WS000005168,W00000960,SK00008,4,Self Assessment,False,2025-05-20
WS000005169,W00000961,SK00031,2,Learning Completion,True,2025-03-21
WS000005170,W00000961,SK00018,3,Certification,True,2025-01-16
WS000005171,W00000961,SK00013,2,Manager Assessment,True,2025-09-18
WS000005172,W00000961,SK00036,3,Learning Completion,True,2025-11-25
WS000005173,W00000961,SK00001,3,Certification,False,2025-10-22
WS000005174,W00000961,SK00005,3,Manager Assessment,True,2025-09-21
WS000005175,W00000961,SK00025,3,Self Assessment,False,2025-02-16
WS000005176,W00000961,SK00009,2,Learning Completion,True,2025-09-01
WS000005177,W00000962,SK00010,3,Certification,True,2025-09-17
WS000005178,W00000962,SK00015,4,Learning Completion,True,2026-02-26
WS000005179,W00000962,SK00009,2,Learning Completion,True,2025-05-31
WS000005180,W00000962,SK00021,2,Self Assessment,False,2025-07-08
WS000005181,W00000962,SK00037,2,Learning Completion,False,2024-12-31
WS000005182,W00000962,SK00005,2,Certification,True,2025-09-07
WS000005183,W00000962,SK00022,1,Self Assessment,False,2026-06-05
WS000005184,W00000962,SK00008,3,Self Assessment,False,2025-10-31
WS000005185,W00000963,SK00026,5,Manager Assessment,True,2025-11-28
WS000005186,W00000963,SK00018,3,Learning Completion,True,2025-08-23
WS000005187,W00000963,SK00008,2,Self Assessment,False,2026-05-03
WS000005188,W00000963,SK00021,3,Manager Assessment,True,2025-12-02
WS000005189,W00000963,SK00036,2,Self Assessment,False,2026-05-29
WS000005190,W00000963,SK00005,3,Certification,True,2026-04-12
WS000005191,W00000963,SK00009,1,Learning Completion,True,2025-10-24
WS000005192,W00000964,SK00017,2,Manager Assessment,True,2025-11-20
WS000005193,W00000964,SK00026,3,Manager Assessment,True,2025-11-13
WS000005194,W00000964,SK00032,3,Learning Completion,True,2026-03-12
WS000005195,W00000964,SK00029,4,Manager Assessment,False,2025-02-19
WS000005196,W00000964,SK00027,2,Self Assessment,False,2026-05-30
WS000005197,W00000964,SK00028,1,Learning Completion,True,2025-07-14
WS000005198,W00000964,SK00040,1,Learning Completion,True,2026-04-30
WS000005199,W00000964,SK00008,2,Certification,False,2025-05-27
WS000005200,W00000965,SK00010,3,Manager Assessment,True,2026-06-15
WS000005201,W00000965,SK00006,3,Certification,True,2025-03-24
WS000005202,W00000965,SK00007,4,Learning Completion,False,2025-10-07
WS000005203,W00000965,SK00039,2,Manager Assessment,False,2025-01-04
WS000005204,W00000965,SK00008,4,Manager Assessment,False,2026-03-24
WS000005205,W00000966,SK00031,2,Learning Completion,True,2025-01-15
WS000005206,W00000966,SK00018,3,Manager Assessment,False,2025-02-09
WS000005207,W00000966,SK00007,3,Self Assessment,False,2025-09-29
WS000005208,W00000966,SK00032,4,Learning Completion,True,2025-05-20
WS000005209,W00000966,SK00011,1,Self Assessment,False,2025-12-05
WS000005210,W00000968,SK00034,3,Learning Completion,True,2025-06-05
WS000005211,W00000968,SK00010,3,Learning Completion,True,2025-03-27
WS000005212,W00000968,SK00026,5,Learning Completion,False,2025-08-09
WS000005213,W00000968,SK00018,4,Self Assessment,False,2026-05-23
WS000005214,W00000968,SK00027,4,Self Assessment,False,2025-05-21
WS000005215,W00000969,SK00039,3,Self Assessment,False,2026-06-07
WS000005216,W00000969,SK00006,4,Manager Assessment,True,2025-01-21
WS000005217,W00000969,SK00014,4,Learning Completion,True,2025-04-11
WS000005218,W00000969,SK00008,1,Self Assessment,False,2026-05-08
WS000005219,W00000970,SK00006,3,Manager Assessment,True,2025-10-08
WS000005220,W00000970,SK00007,2,Self Assessment,False,2025-09-06
WS000005221,W00000970,SK00039,3,Self Assessment,False,2026-05-01
WS000005222,W00000970,SK00011,3,Manager Assessment,True,2025-11-21
WS000005223,W00000970,SK00020,1,Self Assessment,False,2025-01-18
WS000005224,W00000970,SK00005,2,Self Assessment,False,2025-09-25
WS000005225,W00000971,SK00026,3,Manager Assessment,True,2025-05-23
WS000005226,W00000971,SK00007,4,Certification,True,2025-02-23
WS000005227,W00000971,SK00029,5,Self Assessment,False,2025-09-02
WS000005228,W00000971,SK00027,2,Manager Assessment,True,2026-04-18
WS000005229,W00000971,SK00028,5,Self Assessment,False,2025-02-16
WS000005230,W00000972,SK00015,2,Self Assessment,False,2025-03-13
WS000005231,W00000972,SK00007,3,Learning Completion,True,2026-05-09
WS000005232,W00000972,SK00019,3,Manager Assessment,True,2026-05-26
WS000005233,W00000972,SK00009,2,Manager Assessment,True,2025-10-02
WS000005234,W00000973,SK00024,2,Certification,False,2026-01-09
WS000005235,W00000973,SK00030,3,Learning Completion,True,2025-12-17
WS000005236,W00000973,SK00040,3,Self Assessment,False,2026-05-13
WS000005237,W00000973,SK00014,3,Self Assessment,False,2026-02-21
WS000005238,W00000973,SK00007,2,Self Assessment,False,2025-09-24
WS000005239,W00000973,SK00005,2,Self Assessment,False,2025-07-16
WS000005240,W00000973,SK00008,2,Self Assessment,False,2025-11-04
WS000005241,W00000974,SK00038,3,Certification,True,2025-09-07
WS000005242,W00000974,SK00017,2,Learning Completion,True,2025-11-22
WS000005243,W00000974,SK00026,5,Self Assessment,False,2026-06-13
WS000005244,W00000974,SK00007,3,Certification,True,2026-02-15
WS000005245,W00000974,SK00032,3,Manager Assessment,True,2026-01-31
WS000005246,W00000974,SK00029,1,Manager Assessment,True,2025-01-30
WS000005247,W00000974,SK00005,1,Certification,True,2025-02-04
WS000005248,W00000975,SK00034,3,Manager Assessment,True,2025-06-07
WS000005249,W00000975,SK00010,4,Manager Assessment,True,2025-08-29
WS000005250,W00000975,SK00007,4,Certification,False,2026-03-09
WS000005251,W00000975,SK00039,3,Self Assessment,False,2025-12-26
WS000005252,W00000975,SK00028,4,Learning Completion,True,2025-09-01
WS000005253,W00000975,SK00005,3,Self Assessment,False,2025-12-29
WS000005254,W00000975,SK00012,3,Certification,True,2025-02-27
WS000005255,W00000976,SK00010,3,Certification,True,2025-07-12
WS000005256,W00000976,SK00006,3,Manager Assessment,False,2025-06-16
WS000005257,W00000976,SK00018,2,Self Assessment,False,2025-08-19
WS000005258,W00000976,SK00014,4,Self Assessment,False,2025-08-17
WS000005259,W00000976,SK00007,4,Manager Assessment,True,2026-02-26
WS000005260,W00000976,SK00023,4,Self Assessment,False,2025-03-04
WS000005261,W00000976,SK00015,2,Learning Completion,False,2025-07-18
WS000005262,W00000977,SK00026,3,Certification,True,2025-06-05
WS000005263,W00000977,SK00018,1,Self Assessment,False,2025-06-26
WS000005264,W00000977,SK00011,3,Learning Completion,False,2026-02-28
WS000005265,W00000977,SK00027,4,Manager Assessment,True,2025-09-26
WS000005266,W00000978,SK00038,2,Manager Assessment,True,2025-07-18
WS000005267,W00000978,SK00029,2,Certification,True,2025-06-18
WS000005268,W00000978,SK00026,2,Manager Assessment,True,2025-04-19
WS000005269,W00000978,SK00007,4,Self Assessment,False,2025-05-29
WS000005270,W00000979,SK00006,4,Learning Completion,True,2025-11-19
WS000005271,W00000979,SK00007,5,Manager Assessment,True,2025-04-08
WS000005272,W00000979,SK00018,4,Certification,True,2025-12-15
WS000005273,W00000979,SK00008,3,Manager Assessment,True,2026-06-06
WS000005274,W00000979,SK00025,4,Learning Completion,True,2025-07-29
WS000005275,W00000979,SK00009,3,Self Assessment,False,2025-04-11
WS000005276,W00000981,SK00024,2,Self Assessment,False,2025-01-27
WS000005277,W00000981,SK00017,2,Learning Completion,True,2025-07-21
WS000005278,W00000981,SK00018,2,Manager Assessment,True,2025-04-08
WS000005279,W00000981,SK00007,3,Manager Assessment,True,2026-02-01
WS000005280,W00000981,SK00032,1,Manager Assessment,True,2026-02-07
WS000005281,W00000981,SK00006,3,Learning Completion,True,2025-01-09
WS000005282,W00000981,SK00035,3,Learning Completion,True,2025-04-20
WS000005283,W00000981,SK00036,2,Learning Completion,True,2025-05-26
WS000005284,W00000982,SK00032,2,Manager Assessment,True,2026-06-11
WS000005285,W00000982,SK00007,1,Self Assessment,False,2025-11-01
WS000005286,W00000982,SK00027,3,Manager Assessment,True,2025-02-13
WS000005287,W00000982,SK00036,4,Manager Assessment,True,2025-10-30
WS000005288,W00000982,SK00003,4,Certification,True,2026-03-14
WS000005289,W00000982,SK00002,2,Self Assessment,False,2025-03-25
WS000005290,W00000982,SK00005,2,Self Assessment,False,2025-08-23
WS000005291,W00000982,SK00012,1,Self Assessment,False,2025-09-12
WS000005292,W00000983,SK00026,1,Self Assessment,False,2025-03-10
WS000005293,W00000983,SK00008,3,Certification,True,2025-07-10
WS000005294,W00000983,SK00029,3,Self Assessment,False,2026-02-03
WS000005295,W00000983,SK00039,1,Self Assessment,False,2025-10-09
WS000005296,W00000983,SK00015,5,Manager Assessment,False,2025-03-08
WS000005297,W00000983,SK00020,3,Self Assessment,False,2026-02-10
WS000005298,W00000983,SK00022,4,Certification,True,2025-06-23
WS000005299,W00000983,SK00009,1,Self Assessment,False,2025-06-26
WS000005300,W00000984,SK00030,2,Self Assessment,False,2025-01-09
WS000005301,W00000984,SK00026,4,Manager Assessment,True,2025-07-21
WS000005302,W00000984,SK00011,3,Certification,True,2026-05-29
WS000005303,W00000984,SK00027,2,Learning Completion,True,2025-03-24
WS000005304,W00000985,SK00006,3,Learning Completion,True,2025-09-15
WS000005305,W00000985,SK00007,2,Self Assessment,False,2025-12-18
WS000005306,W00000985,SK00021,4,Manager Assessment,True,2025-11-06
WS000005307,W00000985,SK00008,4,Manager Assessment,True,2025-09-06
WS000005308,W00000986,SK00038,5,Self Assessment,False,2025-12-12
WS000005309,W00000986,SK00031,4,Learning Completion,True,2026-05-18
WS000005310,W00000986,SK00026,1,Learning Completion,True,2025-01-26
WS000005311,W00000986,SK00028,3,Manager Assessment,True,2025-02-26
WS000005312,W00000986,SK00037,2,Learning Completion,True,2026-01-25
WS000005313,W00000987,SK00029,3,Certification,True,2025-07-31
WS000005314,W00000987,SK00015,3,Manager Assessment,True,2026-04-08
WS000005315,W00000987,SK00027,3,Certification,True,2026-03-21
WS000005316,W00000987,SK00033,1,Learning Completion,True,2025-11-12
WS000005317,W00000988,SK00010,3,Self Assessment,False,2025-08-29
WS000005318,W00000988,SK00006,2,Manager Assessment,True,2026-03-05
WS000005319,W00000988,SK00007,4,Certification,True,2026-05-25
WS000005320,W00000988,SK00015,2,Learning Completion,False,2025-04-28
WS000005321,W00000988,SK00009,2,Certification,True,2025-02-12
WS000005322,W00000988,SK00008,4,Self Assessment,False,2026-03-24
WS000005323,W00000989,SK00025,2,Learning Completion,True,2026-01-02
WS000005324,W00000989,SK00026,4,Learning Completion,True,2026-05-02
WS000005325,W00000989,SK00033,2,Self Assessment,False,2025-04-19
WS000005326,W00000989,SK00002,5,Manager Assessment,True,2026-02-04
WS000005327,W00000989,SK00022,3,Manager Assessment,True,2025-12-24
WS000005328,W00000990,SK00024,2,Self Assessment,False,2025-01-24
WS000005329,W00000990,SK00006,3,Certification,True,2025-09-20
WS000005330,W00000990,SK00014,3,Learning Completion,False,2026-03-01
WS000005331,W00000990,SK00008,3,Manager Assessment,True,2025-07-04
WS000005332,W00000990,SK00019,5,Learning Completion,True,2026-02-20
WS000005333,W00000990,SK00037,3,Manager Assessment,False,2026-05-01
WS000005334,W00000990,SK00009,4,Manager Assessment,True,2026-03-26
WS000005335,W00000991,SK00031,3,Self Assessment,False,2025-07-06
WS000005336,W00000991,SK00010,4,Learning Completion,False,2025-03-11
WS000005337,W00000991,SK00026,1,Certification,False,2025-08-31
WS000005338,W00000991,SK00011,2,Learning Completion,True,2026-03-04
WS000005339,W00000991,SK00027,3,Manager Assessment,True,2025-06-19
WS000005340,W00000991,SK00037,2,Manager Assessment,True,2025-09-03
WS000005341,W00000991,SK00022,2,Manager Assessment,True,2025-08-22
WS000005342,W00000992,SK00037,2,Learning Completion,True,2025-01-01
WS000005343,W00000992,SK00029,3,Self Assessment,False,2025-05-12
WS000005344,W00000992,SK00027,3,Manager Assessment,False,2025-11-25
WS000005345,W00000992,SK00033,3,Certification,True,2026-05-31
WS000005346,W00000992,SK00002,3,Manager Assessment,True,2025-02-01
WS000005347,W00000992,SK00025,4,Certification,True,2025-12-09
WS000005348,W00000994,SK00033,3,Manager Assessment,True,2025-05-25
WS000005349,W00000994,SK00017,1,Self Assessment,False,2025-09-09
