offer_id,application_id,candidate_id,job_requisition_id,offer_date,offer_status,response_date,expected_start_date,decline_reason,offered_currency,offered_base_pay_amount,offered_base_pay_frequency,sign_on_bonus_amount,bonus_target_percentage,compensation_grade_id,market_position_ratio,salary_band_min,salary_band_mid,salary_band_max,gen_ai_skill_match,gen_ai_premium_applied,gen_ai_premium_amount,avg_interview_score,avg_gen_ai_assessment_score,final_recommendation,completed_interview_count
OFF000000300,APP000002015,CAN00004293,JR00002398,2025-10-07,Accepted,2025-10-10,2025-10-26,,AUD,234000,Annual,12000,0.18,CG000069,1.167,130000,195000,265000,Critical,True,6800,85.0,92.33,Hire,3
OFF000000301,APP000002019,CAN00024713,JR00001204,2023-04-07,Declined,2023-04-15,,Accepted Another Offer,AUD,37200,Annual,0,0.0,CG000046,1.186,22000,29000,36000,High,True,2800,93.0,86.5,Hire,4
OFF000000302,APP000002021,CAN00018104,JR00001902,2022-07-21,Accepted,2022-08-03,2022-09-21,,EUR,169000,Annual,6000,0.12,CG000473,1.132,93000,145000,195000,High,True,4900,73.5,83.0,Neutral,2
OFF000000303,APP000002030,CAN00008762,JR00001083,2024-08-08,Accepted,2024-08-29,2024-10-02,,AED,57300,Annual,0,0.03,CG001442,1.101,39000,52000,65000,Low,False,0,65.0,55.0,Neutral,0
OFF000000304,APP000002032,CAN00012338,JR00001714,2022-09-22,Accepted,2022-09-27,2022-11-22,,USD,863000,Annual,25000,0.4,CG001637,1.093,315000,790000,1260000,Low,False,0,65.0,55.0,Neutral,0
OFF000000305,APP000002049,CAN00012962,JR00002201,2024-03-07,Accepted,2024-03-14,2024-05-17,,USD,376000,Annual,25000,0.25,CG001636,1.058,195000,355000,520000,,False,0,77.33,40.0,Hire,3
OFF000000306,APP000002059,CAN00010094,JR00000748,2022-01-25,Accepted,2022-01-27,2022-02-19,,AUD,292000,Annual,18000,0.18,CG000024,1.2,145000,225000,300000,High,True,21600,100.0,82.0,Hire,4
OFF000000307,APP000002062,CAN00018571,JR00001775,2021-07-01,Accepted,2021-07-21,2021-08-09,,EUR,258000,Annual,6000,0.18,CG000537,1.199,130000,205000,275000,High,True,12300,99.33,84.0,Strong Hire,3
OFF000000308,APP000002064,CAN00019956,JR00001148,2023-08-30,Accepted,2023-09-15,2023-09-25,,INR,34500,Annual,0,0.05,CG000606,1.149,21000,30000,39000,Low,False,0,99.0,47.0,Strong Hire,4
OFF000000309,APP000002072,CAN00016825,JR00000265,2024-12-08,Accepted,2024-12-23,2025-02-17,,MXN,40900,Annual,2500,0.05,CG000849,1.135,25000,36000,47000,Medium,False,0,96.25,76.0,Strong Hire,4
OFF000000310,APP000002074,CAN00016609,JR00001075,2024-04-20,Accepted,2024-04-23,2024-06-27,,MXN,326000,Annual,25000,0.4,CG000890,1.104,115000,295000,470000,,False,0,81.5,46.75,Hire,4
OFF000000311,APP000002079,CAN00018721,JR00000947,2022-05-29,Pending,,,,INR,33800,Annual,2500,0.05,CG000552,1.126,21000,30000,39000,,False,0,90.0,53.5,Strong Hire,4
OFF000000312,APP000002101,CAN00001703,JR00001837,2023-07-05,Accepted,2023-07-26,2023-09-25,,AUD,26800,Annual,2500,0.0,CG000001,1.03,20000,26000,33000,,False,0,48.0,31.0,Do Not Hire,1
OFF000000313,APP000002108,CAN00005938,JR00000949,2024-11-14,Accepted,2024-11-25,2025-02-06,,EUR,300000,Annual,40000,0.25,CG000952,1.018,160000,295000,425000,Medium,False,0,55.0,62.0,Do Not Hire,1
OFF000000314,APP000002109,CAN00000929,JR00001358,2026-01-31,Declined,2026-02-10,,Location Constraint,INR,58800,Annual,0,0.12,CG000671,1.07,36000,55000,75000,,False,0,69.0,49.0,Neutral,2
OFF000000315,APP000002111,CAN00012466,JR00001396,2025-04-22,Accepted,2025-04-29,2025-05-13,,EUR,66900,Annual,0,0.03,CG000461,1.134,44000,59000,74000,Low,False,0,95.5,46.0,Strong Hire,4
OFF000000316,APP000002113,CAN00017867,JR00001058,2024-05-10,Accepted,2024-05-27,2024-06-11,,MXN,69700,Annual,10000,0.12,CG000824,1.056,43000,66000,89000,Low,False,0,65.0,55.0,Neutral,0
OFF000000317,APP000002114,CAN00024707,JR00000327,2023-11-28,Accepted,2023-12-04,2024-01-16,,EUR,166000,Annual,15000,0.12,CG000482,1.143,93000,145000,195000,,False,0,94.75,55.25,Strong Hire,4
OFF000000318,APP000002130,CAN00020379,JR00001075,2024-06-09,Accepted,2024-06-30,2024-08-30,,MXN,324000,Annual,100000,0.4,CG000890,1.1,115000,295000,470000,Low,False,0,77.0,38.0,Hire,1
OFF000000319,APP000002139,CAN00012985,JR00001462,2022-01-25,Accepted,2022-02-12,2022-04-17,,CAD,1313000,Annual,50000,0.5,CG000324,1.142,460000,1150000,1835000,Low,False,0,95.5,47.75,Strong Hire,4
OFF000000320,APP000002142,CAN00013368,JR00001714,2022-10-22,Accepted,2022-11-04,2022-12-12,,USD,992000,Annual,60000,0.4,CG001637,1.195,315000,790000,1260000,High,True,47200,96.33,80.0,Hire,3
OFF000000321,APP000002155,CAN00002719,JR00000462,2022-01-04,Accepted,2022-01-17,2022-02-22,,JPY,26900,Annual,0,0.0,CG000721,1.074,19000,25000,31000,Medium,False,0,73.33,77.67,Neutral,3
OFF000000322,APP000002186,CAN00001508,JR00001804,2021-05-29,Accepted,2021-06-09,2021-08-15,,GBP,158000,Annual,5000,0.12,CG001580,1.016,100000,155000,210000,Low,False,0,46.0,70.0,Do Not Hire,1
OFF000000323,APP000002192,CAN00017897,JR00001611,2025-12-23,Accepted,2026-01-10,2026-02-04,,AUD,371000,Annual,12000,0.25,CG000007,1.198,165000,295000,430000,High,True,17700,98.67,85.67,Strong Hire,3
OFF000000324,APP000002197,CAN00006076,JR00001281,2026-02-10,Accepted,2026-03-01,2026-04-22,,MXN,145000,Annual,15000,0.25,CG000880,1.072,73000,135000,195000,Medium,False,0,70.5,63.75,Neutral,4
OFF000000325,APP000002220,CAN00000481,JR00001607,2021-09-11,Accepted,2021-09-28,2021-09-25,,EUR,61000,Annual,0,0.03,CG001037,1.051,43000,58000,72000,Medium,False,0,65.0,55.0,Neutral,0
OFF000000326,APP000002227,CAN00005952,JR00001104,2026-01-11,Accepted,2026-01-25,2026-03-08,,EUR,325000,Annual,40000,0.25,CG001078,1.103,160000,295000,425000,Medium,False,0,65.0,55.0,Neutral,0
OFF000000327,APP000002231,CAN00000212,JR00002184,2025-11-29,Accepted,2025-12-08,2026-01-04,,EUR,531000,Annual,25000,0.4,CG001295,1.106,190000,480000,765000,Medium,False,0,82.0,69.0,Hire,1
OFF000000328,APP000002242,CAN00007326,JR00000828,2021-04-07,Accepted,2021-04-17,2021-06-19,,USD,401000,Annual,25000,0.25,CG001690,1.146,195000,350000,510000,Low,False,0,100.0,63.33,Strong Hire,3
OFF000000329,APP000002246,CAN00021040,JR00001518,2024-04-03,Accepted,2024-04-10,2024-04-21,,EUR,57700,Annual,2500,0.05,CG001299,1.03,39000,56000,72000,,False,0,49.0,33.0,Do Not Hire,1
OFF000000330,APP000002247,CAN00016085,JR00001799,2023-08-12,Accepted,2023-08-19,2023-09-25,,EUR,169000,Annual,0,0.12,CG000419,1.109,95000,145000,195000,High,True,8000,65.0,55.0,Neutral,0
OFF000000331,APP000002258,CAN00003360,JR00002497,2021-05-04,Pending,,,,JPY,941000,Annual,25000,0.5,CG000792,1.094,345000,860000,1380000,Medium,False,0,91.0,69.75,Hire,4
OFF000000332,APP000002259,CAN00013438,JR00001050,2023-11-02,Accepted,2023-11-20,2024-01-19,,CAD,215000,Annual,15000,0.18,CG000276,1.074,130000,200000,265000,,False,0,65.0,55.0,Neutral,0
OFF000000333,APP000002260,CAN00022768,JR00001961,2025-06-16,Accepted,2025-06-24,2025-07-01,,GBP,1391000,Annual,75000,0.5,CG001539,1.131,495000,1230000,1970000,,False,0,92.0,40.67,Hire,3
OFF000000334,APP000002265,CAN00015884,JR00001840,2021-06-24,Accepted,2021-07-11,2021-07-17,,AUD,103000,Annual,5000,0.05,CG000120,1.149,63000,90000,115000,Medium,False,0,99.33,70.33,Hire,3
OFF000000335,APP000002272,CAN00002254,JR00002184,2026-01-18,Accepted,2026-01-20,2026-04-15,,EUR,521000,Annual,75000,0.4,CG001295,1.086,190000,480000,765000,Low,False,0,76.67,57.33,Hire,3
OFF000000336,APP000002273,CAN00019891,JR00000031,2024-02-07,Accepted,2024-02-23,2024-04-21,,EUR,89000,Annual,2500,0.05,CG000966,1.035,60000,86000,110000,,False,0,52.0,31.0,Do Not Hire,1
OFF000000337,APP000002277,CAN00013309,JR00000403,2021-08-05,Declined,2021-08-08,,Compensation Expectations,INR,23900,Annual,0,0.03,CG000650,1.138,16000,21000,26000,Medium,False,0,93.25,70.25,Hire,4
OFF000000338,APP000002299,CAN00020508,JR00000603,2024-07-10,Accepted,2024-07-25,2024-10-06,,ZAR,11400,Annual,0,0.0,CG001189,1.139,8000,10000,13000,Low,False,0,98.0,52.5,Strong Hire,2
OFF000000339,APP000002301,CAN00022689,JR00001119,2021-09-18,Accepted,2021-09-30,2021-12-17,,INR,60900,Annual,0,0.12,CG000581,1.107,36000,55000,75000,Medium,False,0,80.5,68.25,Hire,4
OFF000000340,APP000002308,CAN00019255,JR00001553,2025-04-19,Pending,,,,EUR,1228000,Annual,90000,0.5,CG001062,1.194,395000,980000,1570000,High,True,58500,97.0,86.33,Hire,3
OFF000000341,APP000002310,CAN00019735,JR00002032,2025-07-06,Accepted,2025-07-11,2025-08-31,,CAD,1060000,Annual,50000,0.5,CG000387,1.082,395000,980000,1570000,Low,False,0,73.67,64.0,Neutral,3
OFF000000342,APP000002317,CAN00004473,JR00000395,2025-11-12,Declined,2025-11-17,,Role Fit,MXN,99500,Annual,0,0.18,CG000888,1.105,59000,90000,120000,Low,False,0,95.33,48.0,Strong Hire,3
OFF000000343,APP000002318,CAN00010858,JR00002476,2021-10-01,Accepted,2021-10-07,2021-11-22,,EUR,214000,Annual,0,0.18,CG001005,1.044,130000,205000,275000,,False,0,57.0,25.0,Do Not Hire,1
OFF000000344,APP000002319,CAN00011276,JR00001151,2021-09-06,Accepted,2021-09-19,2021-10-07,,INR,90100,Annual,10000,0.18,CG000636,1.141,52000,79000,105000,Medium,False,0,99.67,78.0,Strong Hire,3
OFF000000345,APP000002322,CAN00005046,JR00000203,2024-07-29,Accepted,2024-08-11,2024-09-03,,MXN,411000,Annual,90000,0.4,CG000836,1.154,135000,330000,530000,High,True,30500,81.5,84.0,Hire,4
OFF000000346,APP000002344,CAN00009568,JR00000518,2021-08-10,Accepted,2021-08-14,2021-09-15,,AUD,65400,Annual,2500,0.03,CG000029,1.147,42000,57000,71000,Medium,False,0,99.0,78.5,Hire,2
OFF000000347,APP000002354,CAN00013528,JR00001672,2023-12-30,Accepted,2024-01-16,2024-02-18,,EUR,126000,Annual,18000,0.12,CG001346,1.145,70000,105000,145000,High,True,6000,65.0,55.0,Neutral,0
OFF000000348,APP000002357,CAN00003645,JR00001799,2025-06-15,Withdrawn,2025-06-30,,,EUR,153000,Annual,0,0.12,CG000419,1.054,95000,145000,195000,Low,False,0,62.0,48.75,Neutral,4
OFF000000349,APP000002367,CAN00001022,JR00000642,2025-02-14,Accepted,2025-02-25,2025-03-01,,AUD,124000,Annual,0,0.08,CG000103,1.195,70000,99000,130000,High,True,5900,96.33,80.67,Strong Hire,3
OFF000000350,APP000002371,CAN00015310,JR00001447,2025-08-02,Accepted,2025-08-07,2025-10-02,,USD,45100,Annual,6000,0.0,CG001666,1.193,26000,35000,44000,Critical,True,3300,96.5,89.75,Hire,4
OFF000000351,APP000002381,CAN00020115,JR00002266,2023-07-31,Accepted,2023-08-03,2023-08-24,,EUR,80500,Annual,0,0.05,CG001020,1.059,53000,76000,99000,,False,0,59.0,64.0,Do Not Hire,1
OFF000000352,APP000002383,CAN00000505,JR00001977,2022-11-05,Accepted,2022-11-12,2023-01-05,,USD,455000,Annual,10000,0.25,CG001744,1.109,225000,410000,595000,,False,0,79.5,52.5,Hire,2
OFF000000353,APP000002384,CAN00004281,JR00000976,2025-12-06,Accepted,2025-12-10,2026-01-10,,AUD,60100,Annual,0,0.03,CG000128,1.055,42000,57000,71000,,False,0,59.0,44.0,Do Not Hire,1
OFF000000354,APP000002387,CAN00006160,JR00000619,2024-03-03,Accepted,2024-03-12,2024-05-10,,EUR,1125000,Annual,100000,0.5,CG001062,1.148,395000,980000,1570000,Medium,False,0,98.25,74.5,Hire,4
OFF000000355,APP000002390,CAN00006611,JR00002354,2026-01-05,Accepted,2026-01-11,2026-03-21,,MXN,73100,Annual,0,0.12,CG000824,1.108,43000,66000,89000,Low,False,0,81.5,47.5,Hire,2
OFF000000356,APP000002398,CAN00012241,JR00000121,2022-03-18,Declined,2022-04-03,,Accepted Another Offer,AED,53600,Annual,0,0.03,CG001442,1.031,39000,52000,65000,Medium,False,0,65.0,55.0,Neutral,0
OFF000000357,APP000002401,CAN00015871,JR00000959,2025-11-14,Accepted,2025-11-19,2026-02-06,,INR,12000,Annual,2500,0.0,CG000559,1.091,8000,11000,14000,Low,False,0,78.0,56.0,Hire,2
OFF000000358,APP000002407,CAN00004746,JR00002028,2025-05-10,Accepted,2025-05-19,2025-07-17,,AUD,33200,Annual,2500,0.0,CG000046,1.144,22000,29000,36000,Medium,False,0,100.0,82.0,Strong Hire,2
OFF000000359,APP000002424,CAN00016016,JR00000683,2022-06-16,Accepted,2022-07-04,2022-08-25,,INR,479000,Annual,120000,0.5,CG000585,1.127,160000,405000,645000,High,True,22800,71.5,85.0,Neutral,2
OFF000000360,APP000002427,CAN00002927,JR00002147,2023-08-05,Accepted,2023-08-26,2023-10-18,,AUD,29100,Annual,5000,0.0,CG000037,1.118,20000,26000,33000,Medium,False,0,98.33,76.0,Hire,3
OFF000000361,APP000002432,CAN00002119,JR00001357,2024-10-11,Accepted,2024-10-14,2024-11-14,,EUR,132000,Annual,0,0.08,CG000967,1.149,80000,115000,150000,Medium,False,0,99.0,72.67,Strong Hire,3
OFF000000362,APP000002435,CAN00009577,JR00000462,2021-12-16,Declined,2022-01-03,,Role Fit,JPY,26600,Annual,0,0.0,CG000721,1.062,19000,25000,31000,,False,0,65.0,55.0,Neutral,0
OFF000000363,APP000002437,CAN00000694,JR00002242,2025-06-13,Declined,2025-06-24,,Compensation Expectations,EUR,69300,Annual,0,0.03,CG000956,1.179,42000,56000,70000,High,True,3300,94.0,84.0,Hire,3
OFF000000364,APP000002441,CAN00007645,JR00001815,2021-06-25,Accepted,2021-07-10,2021-09-13,,MXN,138000,Annual,15000,0.25,CG000916,1.065,71000,130000,185000,Low,False,0,66.0,52.67,Hire,3
OFF000000365,APP000002452,CAN00010091,JR00002289,2022-01-30,Accepted,2022-02-15,2022-04-25,,CAD,155000,Annual,10000,0.12,CG000374,1.146,88000,135000,180000,,False,0,97.67,47.33,Strong Hire,3
OFF000000366,APP000002453,CAN00003695,JR00000137,2022-04-12,Accepted,2022-04-24,2022-06-07,,EUR,341000,Annual,40000,0.25,CG000421,1.138,165000,300000,435000,Low,False,0,96.25,46.75,Hire,4
OFF000000367,APP000002455,CAN00001597,JR00001953,2024-07-20,Accepted,2024-08-04,2024-09-01,,JPY,192000,Annual,10000,0.18,CG000681,1.099,115000,175000,235000,Low,False,0,65.0,55.0,Neutral,0
OFF000000368,APP000002457,CAN00008744,JR00002165,2022-10-11,Accepted,2022-10-23,2022-11-23,,USD,252000,Annual,10000,0.18,CG001626,1.049,155000,240000,325000,Medium,False,0,65.0,55.0,Neutral,0
OFF000000369,APP000002459,CAN00002808,JR00000460,2025-11-18,Withdrawn,2025-12-02,,,INR,436000,Annual,0,0.5,CG000585,1.078,160000,405000,645000,Medium,False,0,72.0,65.0,Neutral,1
OFF000000370,APP000002460,CAN00008467,JR00001663,2025-05-27,Accepted,2025-06-08,2025-08-20,,INR,34400,Annual,2500,0.05,CG000615,1.147,21000,30000,39000,Low,False,0,100.0,42.0,Strong Hire,1
OFF000000371,APP000002474,CAN00021668,JR00002497,2021-07-01,Accepted,2021-07-06,2021-09-11,,JPY,970000,Annual,50000,0.5,CG000792,1.128,345000,860000,1380000,,False,0,92.25,45.5,Strong Hire,4
OFF000000372,APP000002475,CAN00004662,JR00001075,2024-04-18,Accepted,2024-05-06,2024-06-10,,MXN,351000,Annual,120000,0.4,CG000890,1.156,115000,295000,470000,Critical,True,10200,93.0,85.0,Hire,1
OFF000000373,APP000002480,CAN00022330,JR00002480,2021-12-23,Accepted,2021-12-31,2022-03-15,,INR,37700,Annual,0,0.05,CG000660,1.078,24000,35000,45000,Medium,False,0,65.0,55.0,Neutral,0
OFF000000374,APP000002489,CAN00014132,JR00001210,2026-01-13,Accepted,2026-01-24,2026-04-05,,USD,302000,Annual,10000,0.18,CG001671,1.12,175000,270000,360000,Medium,False,0,99.67,74.33,Hire,3
OFF000000375,APP000002496,CAN00000994,JR00002076,2023-04-15,Accepted,2023-04-26,2023-07-05,,INR,12500,Annual,0,0.0,CG000559,1.137,8000,11000,14000,Medium,False,0,93.33,76.0,Hire,3
OFF000000376,APP000002498,CAN00004335,JR00000859,2022-04-21,Accepted,2022-04-23,2022-07-16,,INR,471000,Annual,25000,0.5,CG000594,1.048,180000,450000,715000,Low,False,0,62.0,58.0,Neutral,3
OFF000000377,APP000002499,CAN00013918,JR00002011,2022-08-17,Accepted,2022-08-21,2022-10-20,,USD,130000,Annual,0,0.05,CG001668,1.145,73000,105000,135000,High,True,9600,80.33,91.0,Hire,3
OFF000000378,APP000002503,CAN00008955,JR00000567,2021-09-11,Accepted,2021-09-30,2021-09-30,,EUR,97600,Annual,2500,0.05,CG000966,1.135,60000,86000,110000,Medium,False,0,95.67,68.0,Strong Hire,3
OFF000000379,APP000002504,CAN00003687,JR00000451,2022-02-23,Accepted,2022-03-10,2022-03-28,,EUR,230000,Annual,5000,0.18,CG000960,1.15,130000,200000,265000,Medium,False,0,100.0,73.0,Hire,3
OFF000000380,APP000002519,CAN00024661,JR00000147,2022-09-20,Accepted,2022-10-09,2022-11-08,,AUD,81400,Annual,2500,0.05,CG000075,1.058,54000,77000,100000,Medium,False,0,58.0,81.0,Do Not Hire,1
OFF000000381,APP000002522,CAN00006075,JR00001841,2021-07-16,Accepted,2021-07-29,2021-09-18,,AUD,701000,Annual,75000,0.4,CG000080,1.096,255000,640000,1025000,,False,0,89.75,56.75,Hire,4
OFF000000382,APP000002523,CAN00007741,JR00000966,2023-06-19,Accepted,2023-06-22,2023-08-23,,AUD,120000,Annual,0,0.08,CG000130,1.14,73000,105000,135000,Medium,False,0,96.25,71.25,Hire,4
OFF000000383,APP000002524,CAN00022420,JR00000876,2021-10-31,Declined,2021-11-06,,Personal Reasons,ZAR,537000,Annual,0,0.5,CG001134,1.096,195000,490000,785000,Low,False,0,78.0,51.25,Hire,4
OFF000000384,APP000002532,CAN00011308,JR00002055,2023-02-06,Declined,2023-02-16,,Accepted Another Offer,EUR,111000,Annual,0,0.08,CG001012,1.107,71000,100000,130000,Medium,False,0,80.0,72.0,Hire,1
OFF000000385,APP000002533,CAN00019025,JR00000683,2023-01-31,Accepted,2023-02-04,2023-03-22,,INR,450000,Annual,100000,0.5,CG000585,1.11,160000,405000,645000,Low,False,0,97.25,48.5,Hire,4
OFF000000386,APP000002540,CAN00005913,JR00000887,2022-08-05,Pending,,,,USD,106000,Annual,0,0.05,CG001731,1.123,63000,90000,115000,High,True,5100,68.5,83.0,Neutral,4
OFF000000387,APP000002543,CAN00020134,JR00002201,2023-11-15,Accepted,2023-11-21,2024-02-11,,USD,403000,Annual,15000,0.25,CG001636,1.136,195000,355000,520000,Low,False,0,96.0,60.0,Hire,1
OFF000000388,APP000002558,CAN00010669,JR00001521,2021-04-15,Accepted,2021-05-03,2021-06-11,,INR,61400,Annual,10000,0.12,CG000608,1.137,35000,54000,73000,,False,0,97.0,62.0,Strong Hire,1
OFF000000389,APP000002561,CAN00014643,JR00002111,2021-10-16,Accepted,2021-10-29,2021-11-16,,EUR,255000,Annual,6000,0.18,CG001041,1.152,130000,205000,275000,High,True,18900,84.33,85.67,Hire,3
OFF000000390,APP000002579,CAN00021326,JR00001146,2023-06-23,Accepted,2023-07-14,2023-09-09,,AUD,118000,Annual,0,0.08,CG000022,1.025,81000,115000,150000,Low,False,0,53.0,68.0,Do Not Hire,1
OFF000000391,APP000002582,CAN00005422,JR00001104,2026-02-09,Declined,2026-02-17,,Compensation Expectations,EUR,317000,Annual,0,0.25,CG001078,1.074,160000,295000,425000,Medium,False,0,70.0,76.0,Neutral,4
OFF000000392,APP000002584,CAN00018311,JR00001347,2022-02-06,Accepted,2022-02-14,2022-03-13,,EUR,825000,Annual,30000,0.4,CG000503,1.123,270000,680000,1090000,High,True,61100,67.5,84.5,Do Not Hire,4
OFF000000393,APP000002593,CAN00007783,JR00001842,2023-11-17,Accepted,2023-11-19,2023-12-18,,INR,37700,Annual,0,0.05,CG000579,1.197,21000,30000,39000,High,True,1800,97.5,86.0,Strong Hire,4
OFF000000394,APP000002599,CAN00002147,JR00001889,2021-07-13,Accepted,2021-07-25,2021-08-12,,INR,300000,Annual,25000,0.4,CG000566,1.072,110000,280000,450000,Low,False,0,68.67,54.67,Neutral,3
OFF000000395,APP000002627,CAN00005231,JR00000027,2024-10-11,Accepted,2024-10-17,2024-12-25,,EUR,1143000,Annual,75000,0.5,CG000522,1.137,400000,1005000,1610000,Medium,False,0,96.0,75.67,Strong Hire,3
OFF000000396,APP000002638,CAN00014794,JR00002150,2024-08-02,Accepted,2024-08-17,2024-09-06,,INR,320000,Annual,30000,0.4,CG000638,1.14,105000,260000,415000,High,True,23700,75.0,90.0,Hire,2
OFF000000397,APP000002641,CAN00020985,JR00000901,2025-05-29,Withdrawn,2025-06-13,,,EUR,107000,Annual,0,0.08,CG001012,1.07,71000,100000,130000,Medium,False,0,65.0,55.0,Neutral,0
OFF000000398,APP000002642,CAN00008284,JR00000603,2023-11-04,Accepted,2023-11-19,2023-12-10,,ZAR,11500,Annual,0,0.0,CG001189,1.146,8000,10000,13000,Low,False,0,97.0,46.0,Strong Hire,1
OFF000000399,APP000002644,CAN00010791,JR00001986,2023-12-02,Accepted,2023-12-18,2024-01-27,,USD,118000,Annual,0,0.05,CG001740,1.069,76000,110000,140000,Low,False,0,65.0,55.0,Neutral,0
OFF000000400,APP000002646,CAN00019266,JR00001880,2025-08-25,Withdrawn,2025-09-03,,,INR,22500,Annual,0,0.03,CG000632,1.025,17000,22000,28000,Medium,False,0,62.0,73.5,Do Not Hire,4
OFF000000401,APP000002654,CAN00022237,JR00001204,2023-04-16,Accepted,2023-05-07,2023-05-07,,AUD,32000,Annual,0,0.0,CG000046,1.104,22000,29000,36000,Low,False,0,81.33,43.33,Hire,3
OFF000000402,APP000002663,CAN00023305,JR00000474,2023-10-07,Accepted,2023-10-10,2023-12-18,,GBP,34500,Annual,2500,0.0,CG001531,1.112,23000,31000,38000,,False,0,86.5,49.25,Strong Hire,4
OFF000000403,APP000002670,CAN00006276,JR00001452,2025-08-18,Accepted,2025-09-03,2025-10-07,,EUR,120000,Annual,2500,0.08,CG000535,1.143,74000,105000,140000,,False,0,97.25,48.25,Strong Hire,4
OFF000000404,APP000002682,CAN00021374,JR00001982,2025-10-20,Accepted,2025-11-01,2025-12-07,,INR,59600,Annual,0,0.08,CG000661,1.156,33000,46000,60000,High,True,6400,84.0,82.0,Hire,3
OFF000000405,APP000002685,CAN00024363,JR00002215,2022-04-08,Accepted,2022-04-15,2022-06-24,,EUR,1198000,Annual,30000,0.5,CG001062,1.164,395000,980000,1570000,High,True,57100,95.5,84.0,Strong Hire,2
OFF000000406,APP000002709,CAN00011428,JR00000383,2023-10-21,Accepted,2023-10-26,2023-11-10,,INR,64100,Annual,12000,0.12,CG000644,1.153,34000,53000,71000,High,True,3100,65.0,55.0,Neutral,0
OFF000000407,APP000002713,CAN00005466,JR00000813,2022-02-03,Accepted,2022-02-16,2022-04-24,,INR,33000,Annual,0,0.05,CG000606,1.1,21000,30000,39000,,False,0,75.67,43.0,Neutral,3
OFF000000408,APP000002714,CAN00008237,JR00000078,2025-12-26,Accepted,2026-01-11,2026-03-15,,INR,44200,Annual,0,0.08,CG000598,1.079,29000,41000,54000,Medium,False,0,71.25,71.75,Hire,4
OFF000000409,APP000002716,CAN00020465,JR00001109,2025-12-10,Accepted,2025-12-19,2025-12-31,,USD,137000,Annual,0,0.08,CG001678,1.051,91000,130000,170000,Low,False,0,65.0,55.0,Neutral,0
OFF000000410,APP000002723,CAN00021345,JR00000632,2025-01-11,Accepted,2025-01-18,2025-02-11,,GBP,376000,Annual,30000,0.25,CG001519,1.136,175000,315000,455000,High,True,17900,76.0,83.33,Hire,3
OFF000000411,APP000002728,CAN00016876,JR00002024,2025-11-30,Pending,,,,EUR,31200,Annual,0,0.0,CG001054,1.19,18000,25000,31000,High,True,1500,92.0,91.0,Strong Hire,1
OFF000000412,APP000002745,CAN00021995,JR00001190,2026-01-17,Accepted,2026-02-07,2026-02-09,,EUR,65300,Annual,0,0.03,CG000479,1.131,42000,56000,70000,Critical,True,1900,75.0,91.33,Neutral,3
OFF000000413,APP000002762,CAN00014176,JR00000770,2024-05-09,Accepted,2024-05-24,2024-06-08,,EUR,92900,Annual,0,0.05,CG000498,1.133,57000,82000,105000,Medium,False,0,93.25,81.5,Hire,4
OFF000000414,APP000002771,CAN00023822,JR00001164,2026-01-15,Accepted,2026-02-05,2026-02-10,,INR,269000,Annual,50000,0.4,CG000620,1.097,99000,245000,395000,Medium,False,0,77.33,73.67,Hire,3
OFF000000415,APP000002772,CAN00006462,JR00000823,2021-11-10,Accepted,2021-11-14,2022-02-02,,INR,60800,Annual,0,0.12,CG000653,1.146,34000,53000,71000,Medium,False,0,97.0,78.67,Hire,3
OFF000000416,APP000002788,CAN00001405,JR00000681,2021-10-10,Accepted,2021-10-30,2021-12-18,,AUD,871000,Annual,30000,0.4,CG000026,1.112,290000,725000,1160000,Critical,True,64500,64.5,94.25,Neutral,4
OFF000000417,APP000002791,CAN00008588,JR00000258,2025-06-24,Accepted,2025-06-29,2025-09-02,,EUR,109000,Annual,5000,0.08,CG001057,1.112,69000,98000,130000,,False,0,83.25,51.0,Strong Hire,4
OFF000000418,APP000002797,CAN00017921,JR00001224,2022-06-06,Accepted,2022-06-10,2022-07-04,,USD,129000,Annual,2500,0.08,CG001723,1.078,84000,120000,155000,Medium,False,0,74.33,73.33,Hire,3
OFF000000419,APP000002801,CAN00004387,JR00000460,2025-04-26,Accepted,2025-05-01,2025-06-25,,INR,428000,Annual,50000,0.5,CG000585,1.058,160000,405000,645000,Medium,False,0,58.0,65.0,Do Not Hire,1
OFF000000420,APP000002814,CAN00003435,JR00001920,2025-01-06,Accepted,2025-01-16,2025-03-13,,EUR,84500,Annual,2500,0.05,CG000444,1.07,56000,79000,105000,Low,False,0,71.0,64.0,Neutral,2
OFF000000421,APP000002815,CAN00011992,JR00001226,2022-03-04,Declined,2022-03-06,,Accepted Another Offer,EUR,303000,Annual,0,0.25,CG001060,1.083,155000,280000,405000,Low,False,0,74.33,52.0,Hire,3
OFF000000422,APP000002821,CAN00003301,JR00002452,2025-07-31,Accepted,2025-08-19,2025-09-18,,MXN,481000,Annual,100000,0.5,CG000927,1.058,180000,455000,730000,,False,0,65.0,55.0,Neutral,0
OFF000000423,APP000002823,CAN00007311,JR00001587,2025-06-03,Declined,2025-06-12,,Personal Reasons,AUD,81900,Annual,0,0.05,CG000102,1.092,52000,75000,97000,,False,0,74.67,38.0,Hire,3
OFF000000424,APP000002824,CAN00002116,JR00000042,2022-07-09,Accepted,2022-07-13,2022-09-06,,BRL,83500,Annual,0,0.12,CG000149,1.144,47000,73000,98000,Low,False,0,96.0,53.5,Strong Hire,4
