talent_review_id,worker_id,performance_review_id,review_year,performance_category,potential_category,nine_box_position,promotion_readiness,succession_candidate,ready_now_successor,critical_role,retention_risk,flight_risk,promotion_count_to_date,promotion_velocity,recent_manager_changes,compa_ratio,gen_ai_impact_level,gen_ai_role_category,gen_ai_premium_applied,completed_learning_count,gen_ai_learning_count,certifications_earned,learning_hours_completed,completed_pdp_count,active_pdp_count,ai_focused_pdp_count
TR00000892,W00000255,PR00000958,2023,High,Exceptional,Top Talent,Ready Now,True,True,True,High,High,0,None,1,0.959,High,AI Builder,False,3,2,0,16.32,1,1,0
TR00000893,W00000255,PR00000959,2024,High,High,Top Talent,Ready Now,True,True,True,High,High,1,Moderate,1,0.959,High,AI Builder,False,5,2,1,39.16,1,2,0
TR00000894,W00000255,PR00000960,2025,High,Medium,High Professional,Ready in 1 Year,True,False,True,Medium,Medium,2,Fast,2,0.959,High,AI Builder,False,6,2,1,46.76,1,3,0
TR00000895,W00000256,PR00000961,2022,Solid,High,Emerging Talent,Ready in 2 Years,False,False,False,Medium,Realized Attrition,0,None,0,0.827,Medium,AI-Augmented Professional,False,1,0,0,3.72,0,1,0
TR00000896,W00000256,PR00000962,2023,Solid,Medium,Core Contributor,Ready in 3+ Years,False,False,False,Low,Realized Attrition,0,None,0,0.827,Medium,AI-Augmented Professional,False,2,1,0,7.36,0,1,0
TR00000897,W00000256,PR00000963,2024,High,High,Top Talent,Ready in 2 Years,True,False,True,Medium,Realized Attrition,0,None,0,0.827,Medium,AI-Augmented Professional,False,3,1,0,21.46,0,1,0
TR00000898,W00000256,PR00000964,2025,Solid,Low,Solid Contributor,Ready in 1 Year,False,False,False,Low,Realized Attrition,0,None,0,0.827,Medium,AI-Augmented Professional,False,4,2,0,27.04,1,1,0
TR00000899,W00000257,PR00000965,2021,Exceptional,High,Top Talent,Ready Now,True,True,True,Medium,Medium,0,None,0,1.043,Medium,AI-Augmented Professional,False,0,0,0,0.0,1,0,0
TR00000900,W00000257,PR00000966,2022,Exceptional,Medium,High Professional,Ready in 1 Year,True,False,False,Low,Low,0,None,0,1.043,Medium,AI-Augmented Professional,False,1,0,0,7.76,2,0,0
TR00000901,W00000257,PR00000967,2023,Exceptional,Exceptional,Top Talent,Ready Now,True,True,True,Medium,Medium,0,None,0,1.043,Medium,AI-Augmented Professional,False,1,0,0,7.76,3,0,0
TR00000902,W00000257,PR00000969,2025,Low,Medium,Performance Risk,Ready in 2 Years,False,False,False,Low,Low,2,Moderate,0,1.043,Medium,AI-Augmented Professional,False,2,0,0,11.6,3,0,0
TR00000903,W00000258,PR00000970,2021,High,Medium,High Professional,Ready in 3+ Years,False,False,False,Medium,Medium,1,Slow,0,0.862,Medium,AI-Augmented Professional,False,1,0,0,4.55,0,0,0
TR00000904,W00000258,PR00000971,2022,High,High,Top Talent,Ready in 1 Year,True,False,True,Medium,High,1,Slow,0,0.862,Medium,AI-Augmented Professional,False,3,0,0,10.43,0,1,0
TR00000905,W00000258,PR00000972,2023,Exceptional,High,Top Talent,Ready in 2 Years,True,False,True,Medium,High,1,Slow,0,0.862,Medium,AI-Augmented Professional,False,4,0,0,13.25,0,2,0
TR00000906,W00000258,PR00000973,2024,Solid,Medium,Core Contributor,Ready in 2 Years,False,False,False,Low,Low,2,Slow,0,0.862,Medium,AI-Augmented Professional,False,4,0,0,13.25,0,3,1
TR00000907,W00000259,PR00000975,2021,Exceptional,Medium,High Professional,Ready in 1 Year,True,False,False,Low,Low,1,Fast,0,1.077,Medium,AI-Augmented Professional,True,3,0,0,13.24,1,0,0
TR00000908,W00000259,PR00000976,2022,High,High,Top Talent,Ready in 2 Years,True,False,True,Medium,Medium,1,Moderate,0,1.077,Medium,AI-Augmented Professional,True,3,0,0,13.24,1,1,0
TR00000909,W00000259,PR00000977,2023,Solid,Low,Solid Contributor,Ready in 1 Year,False,False,False,Low,Low,1,Moderate,0,1.077,Medium,AI-Augmented Professional,True,4,0,0,16.06,1,2,0
TR00000910,W00000259,PR00000978,2024,Solid,Medium,Core Contributor,Ready in 2 Years,False,False,False,Low,Low,2,Moderate,1,1.077,Medium,AI-Augmented Professional,True,5,0,0,21.88,1,2,0
TR00000911,W00000259,PR00000979,2025,Solid,Exceptional,Emerging Talent,Ready in 2 Years,False,False,False,Low,Low,2,Moderate,3,1.077,Medium,AI-Augmented Professional,True,6,0,0,24.85,1,2,0
TR00000912,W00000260,PR00000980,2024,Solid,Medium,Core Contributor,Ready in 3+ Years,False,False,True,Low,Realized Attrition,1,Fast,0,1.328,Medium,AI Governance,True,0,0,0,0.0,0,1,0
TR00000913,W00000260,PR00000981,2025,Exceptional,Medium,High Professional,Ready in 2 Years,False,False,True,Low,Realized Attrition,1,Fast,1,1.328,Medium,AI Governance,True,1,0,0,9.3,0,1,0
TR00000914,W00000261,PR00000982,2023,Solid,Low,Solid Contributor,Ready in 2 Years,False,False,True,Low,Low,1,Fast,0,0.858,Medium,AI Governance,False,4,1,0,11.56,0,1,0
TR00000915,W00000261,PR00000983,2024,Exceptional,Exceptional,Top Talent,Ready Now,True,True,True,Medium,High,1,Fast,0,0.858,Medium,AI Governance,False,5,1,0,14.44,1,1,0
TR00000916,W00000261,PR00000984,2025,High,High,Top Talent,Ready in 2 Years,True,False,True,Medium,High,2,Fast,0,0.858,Medium,AI Governance,False,6,1,0,18.36,1,1,0
TR00000917,W00000262,PR00000985,2021,Low,High,Inconsistent Potential,Ready in 3+ Years,False,False,True,Medium,High,0,None,0,0.8,High,AI Risk / Compliance,False,0,0,0,0.0,1,0,0
TR00000918,W00000262,PR00000986,2022,High,High,Top Talent,Ready in 2 Years,True,False,True,High,High,0,None,0,0.8,High,AI Risk / Compliance,False,3,2,1,24.2,1,1,0
TR00000919,W00000262,PR00000987,2023,Solid,Medium,Core Contributor,Ready in 3+ Years,False,False,True,Medium,High,0,None,0,0.8,High,AI Risk / Compliance,False,5,2,2,36.2,1,2,1
TR00000920,W00000262,PR00000988,2024,Low,High,Inconsistent Potential,Ready in 3+ Years,False,False,True,Medium,High,1,Slow,1,0.8,High,AI Risk / Compliance,False,8,3,3,64.58,2,2,1
TR00000921,W00000262,PR00000989,2025,Solid,Medium,Core Contributor,Ready in 2 Years,False,False,True,Medium,High,1,Slow,1,0.8,High,AI Risk / Compliance,False,11,3,3,89.54,2,2,1
TR00000922,W00000263,PR00000990,2021,High,Medium,High Professional,Ready in 3+ Years,False,False,True,Medium,High,0,None,0,0.85,High,AI Risk / Compliance,False,2,2,1,21.18,0,1,0
TR00000923,W00000263,PR00000991,2022,High,Low,Expert Contributor,Ready in 2 Years,False,False,True,Medium,High,1,Slow,0,0.85,High,AI Risk / Compliance,False,3,2,2,31.98,0,1,0
TR00000924,W00000263,PR00000992,2023,High,Medium,High Professional,Ready in 3+ Years,False,False,True,Medium,High,1,Slow,1,0.85,High,AI Risk / Compliance,False,3,2,2,31.98,0,1,0
TR00000925,W00000263,PR00000993,2024,Solid,Medium,Core Contributor,Ready in 2 Years,False,False,True,Medium,High,1,Slow,1,0.85,High,AI Risk / Compliance,False,5,4,2,41.14,0,2,0
TR00000926,W00000263,PR00000994,2025,Solid,Medium,Core Contributor,Ready in 3+ Years,False,False,True,Medium,High,1,Slow,0,0.85,High,AI Risk / Compliance,False,6,4,2,43.84,0,2,0
TR00000927,W00000264,PR00000995,2022,Solid,Medium,Core Contributor,Ready in 3+ Years,False,False,True,Medium,High,0,None,1,0.85,High,AI Risk / Compliance,False,2,0,0,7.33,0,1,1
TR00000928,W00000264,PR00000996,2023,Solid,Medium,Core Contributor,Ready in 2 Years,False,False,True,Medium,High,0,None,2,0.85,High,AI Risk / Compliance,False,3,1,0,13.33,0,2,1
TR00000929,W00000264,PR00000997,2024,High,Medium,High Professional,Ready in 3+ Years,False,False,True,Medium,High,0,None,1,0.85,High,AI Risk / Compliance,False,4,1,0,18.13,1,2,2
TR00000930,W00000264,PR00000998,2025,Solid,Exceptional,Emerging Talent,Ready in 2 Years,False,False,True,Medium,High,0,None,0,0.85,High,AI Risk / Compliance,False,5,2,0,24.01,1,3,3
TR00000931,W00000266,PR00000999,2021,Solid,Medium,Core Contributor,Ready in 1 Year,False,False,False,Low,Low,0,None,0,0.869,Medium,AI-Augmented Professional,False,2,0,1,37.0,1,0,0
TR00000932,W00000266,PR00001000,2022,Exceptional,Exceptional,Top Talent,Ready in 1 Year,True,False,True,Medium,High,0,None,0,0.869,Medium,AI-Augmented Professional,False,3,0,1,38.92,2,0,0
TR00000933,W00000266,PR00001001,2023,High,Exceptional,Top Talent,Ready Now,True,True,True,High,High,0,None,2,0.869,Medium,AI-Augmented Professional,False,4,0,1,46.6,2,0,0
TR00000934,W00000266,PR00001002,2024,Solid,Low,Solid Contributor,Ready in 1 Year,False,False,False,Low,Low,0,None,3,0.869,Medium,AI-Augmented Professional,False,4,0,1,46.6,2,0,0
TR00000935,W00000266,PR00001003,2025,Solid,High,Emerging Talent,Ready in 2 Years,False,False,False,Medium,High,0,None,1,0.869,Medium,AI-Augmented Professional,False,4,0,1,46.6,3,0,1
TR00000936,W00000267,PR00001004,2021,High,Medium,High Professional,Ready in 3+ Years,False,False,False,Low,Low,0,None,0,0.903,Medium,AI-Augmented Professional,False,0,0,0,0.0,0,0,0
TR00000937,W00000267,PR00001005,2022,High,High,Top Talent,Ready in 1 Year,True,False,True,Medium,Medium,1,Slow,0,0.903,Medium,AI-Augmented Professional,False,2,0,0,6.73,0,1,0
TR00000938,W00000267,PR00001006,2023,Solid,Medium,Core Contributor,Ready in 3+ Years,False,False,False,Low,Low,1,Slow,0,0.903,Medium,AI-Augmented Professional,False,3,0,0,10.73,0,1,0
TR00000939,W00000267,PR00001007,2024,Solid,High,Emerging Talent,Ready in 1 Year,True,False,False,Low,Low,1,Slow,0,0.903,Medium,AI-Augmented Professional,False,3,0,0,10.73,0,1,0
TR00000940,W00000267,PR00001008,2025,Solid,Medium,Core Contributor,Ready in 3+ Years,False,False,False,Low,Low,1,Slow,0,0.903,Medium,AI-Augmented Professional,False,3,0,0,10.73,0,2,0
TR00000941,W00000268,PR00001009,2021,Solid,High,Emerging Talent,Ready Now,True,True,False,Low,Low,1,Slow,1,0.997,Medium,AI-Augmented Professional,False,0,0,0,0.0,0,0,0
TR00000942,W00000268,PR00001010,2022,High,Low,Expert Contributor,Ready in 2 Years,False,False,False,Low,Low,1,Slow,1,0.997,Medium,AI-Augmented Professional,False,0,0,0,0.0,0,1,0
TR00000943,W00000268,PR00001011,2023,Solid,High,Emerging Talent,Ready Now,True,True,False,Low,Low,1,Slow,0,0.997,Medium,AI-Augmented Professional,False,1,0,0,1.98,0,1,0
TR00000944,W00000268,PR00001012,2024,Exceptional,Low,Expert Contributor,Ready in 3+ Years,False,False,False,Low,Low,2,Slow,1,0.997,Medium,AI-Augmented Professional,False,1,0,0,1.98,0,1,1
TR00000945,W00000268,PR00001013,2025,High,High,Top Talent,Ready Now,True,True,True,Medium,Medium,3,Slow,1,0.997,Medium,AI-Augmented Professional,False,3,1,0,14.01,1,1,1
TR00000946,W00000269,PR00001014,2021,Exceptional,Medium,High Professional,Ready in 3+ Years,False,False,False,Low,Low,0,None,1,0.928,Medium,AI-Augmented Professional,False,1,0,0,4.75,1,0,0
TR00000947,W00000269,PR00001015,2022,Exceptional,Medium,High Professional,Ready in 1 Year,True,False,False,Low,Low,0,None,1,0.928,Medium,AI-Augmented Professional,False,3,0,0,26.97,1,0,0
TR00000948,W00000269,PR00001016,2023,High,Low,Expert Contributor,Ready in 1 Year,False,False,False,Low,Low,0,None,0,0.928,Medium,AI-Augmented Professional,False,3,0,0,26.97,1,1,0
TR00000949,W00000269,PR00001017,2024,High,Medium,High Professional,Ready in 1 Year,True,False,False,Low,Low,0,None,1,0.928,Medium,AI-Augmented Professional,False,5,1,0,35.55,1,2,0
TR00000950,W00000269,PR00001018,2025,High,Exceptional,Top Talent,Ready in 1 Year,True,False,True,Medium,Medium,1,Slow,2,0.928,Medium,AI-Augmented Professional,False,7,2,0,44.75,1,3,0
TR00000951,W00000270,PR00001019,2021,High,High,Top Talent,Ready in 1 Year,True,False,True,Medium,High,0,None,1,0.864,Medium,AI-Augmented Professional,False,0,0,0,0.0,0,1,0
TR00000952,W00000270,PR00001020,2022,Solid,High,Emerging Talent,Ready in 2 Years,False,False,False,Medium,High,1,Slow,1,0.864,Medium,AI-Augmented Professional,False,1,0,0,19.6,0,1,0
TR00000953,W00000270,PR00001021,2023,Solid,High,Emerging Talent,Ready in 2 Years,False,False,False,Medium,High,2,Slow,0,0.864,Medium,AI-Augmented Professional,False,2,1,0,25.42,1,1,0
TR00000954,W00000270,PR00001022,2024,Exceptional,Medium,High Professional,Ready in 1 Year,True,False,False,Medium,Medium,2,Slow,0,0.864,Medium,AI-Augmented Professional,False,2,1,0,25.42,1,2,0
TR00000955,W00000270,PR00001023,2025,Solid,Medium,Core Contributor,Ready in 2 Years,False,False,False,Low,Low,2,Slow,0,0.864,Medium,AI-Augmented Professional,False,3,1,0,30.27,2,2,0
TR00000956,W00000271,PR00001024,2023,High,High,Top Talent,Ready in 2 Years,True,False,True,High,High,0,None,0,0.93,High,AI Governance,True,1,0,0,2.88,0,1,1
TR00000957,W00000271,PR00001025,2024,Solid,Medium,Core Contributor,Ready in 2 Years,False,False,True,Low,Low,1,Fast,0,0.93,High,AI Governance,True,2,1,0,8.58,1,1,1
TR00000958,W00000271,PR00001026,2025,Exceptional,Exceptional,Top Talent,Ready in 2 Years,True,False,True,High,High,1,Moderate,0,0.93,High,AI Governance,True,3,1,0,13.98,1,2,1
TR00000959,W00000272,PR00001027,2025,Solid,Medium,Core Contributor,Ready in 3+ Years,False,False,False,Low,Low,0,None,3,1.033,Medium,AI-Augmented Professional,True,4,3,0,17.7,1,0,1
TR00000960,W00000273,PR00001028,2022,Solid,Medium,Core Contributor,Ready in 3+ Years,False,False,False,Low,Low,0,None,0,0.884,Medium,AI-Augmented Professional,True,0,0,0,0.0,0,1,1
TR00000961,W00000273,PR00001029,2023,Solid,High,Emerging Talent,Ready in 3+ Years,False,False,False,Medium,High,0,None,0,0.884,Medium,AI-Augmented Professional,True,2,2,0,13.2,1,1,2
TR00000962,W00000273,PR00001031,2025,Solid,Low,Solid Contributor,Ready in 3+ Years,False,False,False,Low,Low,0,None,0,0.884,Medium,AI-Augmented Professional,True,5,3,0,27.12,1,1,2
TR00000963,W00000274,PR00001032,2022,High,Medium,High Professional,Ready in 2 Years,False,False,True,Medium,Medium,1,Fast,1,0.943,Critical,AI Builder,True,1,0,0,4.8,0,0,0
TR00000964,W00000274,PR00001033,2023,Solid,High,Emerging Talent,Ready in 3+ Years,False,False,True,Medium,High,1,Fast,1,0.943,Critical,AI Builder,True,2,0,1,23.8,0,1,0
TR00000965,W00000274,PR00001034,2024,High,High,Top Talent,Ready in 1 Year,True,False,True,High,High,2,Fast,0,0.943,Critical,AI Builder,True,4,2,1,34.6,1,1,0
TR00000966,W00000274,PR00001035,2025,Solid,Low,Solid Contributor,Ready in 3+ Years,False,False,True,Low,Low,2,Fast,0,0.943,Critical,AI Builder,True,6,2,1,43.0,2,1,0
TR00000967,W00000275,PR00001036,2021,High,Exceptional,Top Talent,Ready in 1 Year,True,False,True,Medium,Medium,1,Slow,1,1.161,Medium,AI Governance,False,0,0,0,0.0,0,0,0
TR00000968,W00000275,PR00001037,2022,High,Low,Expert Contributor,Ready in 2 Years,False,False,True,Low,Low,3,Moderate,1,1.161,Medium,AI Governance,False,1,1,1,9.0,1,0,0
TR00000969,W00000275,PR00001038,2023,High,High,Top Talent,Ready in 1 Year,True,False,True,Medium,Medium,3,Moderate,0,1.161,Medium,AI Governance,False,2,1,1,16.28,2,0,0
TR00000970,W00000275,PR00001039,2024,Solid,High,Emerging Talent,Ready in 3+ Years,False,False,True,Low,Low,3,Moderate,0,1.161,Medium,AI Governance,False,2,1,1,16.28,2,1,0
TR00000971,W00000275,PR00001040,2025,High,Exceptional,Top Talent,Ready in 1 Year,True,False,True,Medium,Medium,3,Moderate,0,1.161,Medium,AI Governance,False,4,1,2,28.34,2,2,0
TR00000972,W00000276,PR00001041,2021,Solid,Medium,Core Contributor,Ready in 2 Years,False,False,False,Low,Low,0,None,0,0.981,Medium,AI-Augmented Professional,False,0,0,0,0.0,1,0,0
TR00000973,W00000276,PR00001042,2022,Solid,High,Emerging Talent,Ready in 3+ Years,False,False,False,Low,Low,0,None,0,0.981,Medium,AI-Augmented Professional,False,1,0,0,4.8,1,0,0
TR00000974,W00000276,PR00001043,2023,High,Medium,High Professional,Ready in 1 Year,True,False,False,Low,Low,0,None,0,0.981,Medium,AI-Augmented Professional,False,2,1,0,8.6,1,0,0
TR00000975,W00000276,PR00001044,2024,Solid,Medium,Core Contributor,Ready in 3+ Years,False,False,False,Low,Low,0,None,1,0.981,Medium,AI-Augmented Professional,False,3,1,0,13.25,1,0,0
TR00000976,W00000276,PR00001045,2025,Low,Medium,Performance Risk,Ready in 3+ Years,False,False,False,Low,Low,0,None,1,0.981,Medium,AI-Augmented Professional,False,4,2,1,22.95,2,0,0
TR00000977,W00000277,PR00001046,2021,Solid,Medium,Core Contributor,Ready in 2 Years,False,False,False,Low,Low,0,None,0,1.155,Medium,AI-Augmented Professional,True,1,0,1,19.2,0,0,0
TR00000978,W00000277,PR00001047,2022,Solid,High,Emerging Talent,Ready in 3+ Years,False,False,False,Low,Low,0,None,0,1.155,Medium,AI-Augmented Professional,True,2,0,1,21.08,0,1,0
TR00000979,W00000277,PR00001048,2023,Solid,Medium,Core Contributor,Ready in 3+ Years,False,False,False,Low,Low,0,None,0,1.155,Medium,AI-Augmented Professional,True,4,0,2,33.61,0,1,0
TR00000980,W00000277,PR00001049,2024,Solid,High,Emerging Talent,Ready in 3+ Years,False,False,False,Low,Low,0,None,0,1.155,Medium,AI-Augmented Professional,True,4,0,2,33.61,1,1,0
TR00000981,W00000277,PR00001050,2025,Solid,Medium,Core Contributor,Ready in 3+ Years,False,False,False,Low,Low,0,None,1,1.155,Medium,AI-Augmented Professional,True,6,1,2,42.93,1,1,0
TR00000982,W00000278,PR00001051,2024,Exceptional,Exceptional,Top Talent,Ready in 2 Years,True,False,True,High,High,0,None,0,0.864,High,AI Governance,False,1,1,0,3.96,1,0,0
TR00000983,W00000278,PR00001052,2025,High,High,Top Talent,Ready in 2 Years,True,False,True,High,High,1,Fast,0,0.864,High,AI Governance,False,5,1,0,22.92,1,1,0
TR00000984,W00000279,PR00001053,2021,High,Medium,High Professional,Ready in 2 Years,False,False,False,Low,Low,0,None,0,1.001,Medium,AI-Augmented Professional,True,2,0,0,6.49,1,0,0
TR00000985,W00000279,PR00001054,2022,High,Exceptional,Top Talent,Ready in 1 Year,True,False,True,Medium,Medium,0,None,1,1.001,Medium,AI-Augmented Professional,True,4,1,0,17.45,1,1,0
TR00000986,W00000279,PR00001055,2023,High,Medium,High Professional,Ready in 3+ Years,False,False,False,Low,Low,2,Fast,2,1.001,Medium,AI-Augmented Professional,True,4,1,0,17.45,1,1,0
TR00000987,W00000279,PR00001056,2024,High,Exceptional,Top Talent,Ready in 1 Year,True,False,True,Medium,Medium,2,Fast,1,1.001,Medium,AI-Augmented Professional,True,5,1,0,35.85,1,2,0
TR00000988,W00000279,PR00001057,2025,Solid,Medium,Core Contributor,Ready in 3+ Years,False,False,False,Low,Low,2,Moderate,0,1.001,Medium,AI-Augmented Professional,True,6,1,0,37.65,1,2,0
TR00000989,W00000280,PR00001058,2025,Solid,Medium,Core Contributor,Ready in 1 Year,False,False,False,Low,Low,2,Fast,0,1.009,Medium,AI-Augmented Professional,True,2,0,0,5.67,1,0,0
TR00000990,W00000281,PR00001059,2023,High,Medium,High Professional,Ready in 2 Years,False,False,True,Low,Realized Attrition,1,Fast,0,0.945,Medium,AI Governance,False,1,0,0,5.76,1,0,0
TR00000991,W00000281,PR00001060,2024,High,Exceptional,Top Talent,Ready Now,True,True,True,Medium,Realized Attrition,1,Moderate,0,0.945,Medium,AI Governance,False,2,0,0,9.36,1,1,0
TR00000992,W00000282,PR00001061,2022,Exceptional,Low,Expert Contributor,Ready in 2 Years,False,False,False,Low,Low,0,None,0,0.968,Medium,AI-Augmented Professional,False,1,0,0,3.0,0,0,0
TR00000993,W00000282,PR00001063,2024,Exceptional,Exceptional,Top Talent,Ready in 1 Year,True,False,True,Medium,Medium,1,Moderate,2,0.968,Medium,AI-Augmented Professional,False,2,0,0,7.65,1,0,0
TR00000994,W00000282,PR00001064,2025,High,High,Top Talent,Ready in 2 Years,True,False,True,Medium,Medium,2,Fast,2,0.968,Medium,AI-Augmented Professional,False,4,0,0,17.31,2,0,0
TR00000995,W00000283,PR00001065,2021,Solid,Medium,Core Contributor,Ready in 3+ Years,False,False,False,Low,Low,1,Slow,0,0.976,Medium,AI-Augmented Professional,False,0,0,0,0.0,0,0,0
TR00000996,W00000283,PR00001066,2022,Exceptional,Medium,High Professional,Ready in 2 Years,False,False,False,Low,Low,2,Slow,0,0.976,Medium,AI-Augmented Professional,False,0,0,0,0.0,0,1,0
TR00000997,W00000283,PR00001067,2023,Solid,Exceptional,Emerging Talent,Ready Now,True,True,False,Low,Low,2,Slow,1,0.976,Medium,AI-Augmented Professional,False,2,2,0,11.4,0,1,0
TR00000998,W00000283,PR00001068,2024,Solid,Medium,Core Contributor,Ready in 3+ Years,False,False,False,Low,Low,2,Slow,1,0.976,Medium,AI-Augmented Professional,False,2,2,0,11.4,0,2,0
TR00000999,W00000283,PR00001069,2025,High,Medium,High Professional,Ready in 2 Years,False,False,False,Low,Low,2,Slow,0,0.976,Medium,AI-Augmented Professional,False,4,3,0,35.6,0,2,0
TR00001000,W00000284,PR00001070,2023,Solid,Medium,Core Contributor,Ready in 2 Years,False,False,True,Low,Low,0,None,0,0.99,High,AI Risk / Compliance,True,2,1,0,10.5,0,0,0
TR00001001,W00000284,PR00001071,2024,Solid,Exceptional,Emerging Talent,Ready in 3+ Years,False,False,True,Medium,High,0,None,0,0.99,High,AI Risk / Compliance,True,3,1,0,13.35,0,0,0
TR00001002,W00000284,PR00001072,2025,Low,Low,Performance Risk,Ready in 3+ Years,False,False,True,Low,Low,0,None,1,0.99,High,AI Risk / Compliance,True,3,1,0,13.35,0,1,0
TR00001003,W00000286,PR00001073,2021,Solid,High,Emerging Talent,Ready in 1 Year,True,False,True,Medium,High,0,None,0,0.85,High,AI Builder,False,3,2,1,16.02,0,0,0
TR00001004,W00000286,PR00001074,2022,Low,Medium,Performance Risk,Ready in 3+ Years,False,False,True,Medium,High,0,None,0,0.85,High,AI Builder,False,4,2,2,29.52,0,0,0
TR00001005,W00000286,PR00001075,2023,Solid,Low,Solid Contributor,Ready in 3+ Years,False,False,True,Medium,High,0,None,0,0.85,High,AI Builder,False,5,3,2,41.28,0,1,0
TR00001006,W00000286,PR00001076,2024,Solid,High,Emerging Talent,Ready in 2 Years,False,False,True,Medium,High,0,None,1,0.85,High,AI Builder,False,5,3,2,41.28,1,1,1
TR00001007,W00000287,PR00001079,2022,Solid,Medium,Core Contributor,Ready in 2 Years,False,False,False,Low,Low,0,None,0,0.862,Medium,AI-Augmented Professional,False,0,0,0,0.0,1,0,0
TR00001008,W00000287,PR00001080,2023,Solid,Medium,Core Contributor,Ready in 1 Year,False,False,False,Low,Low,0,None,0,0.862,Medium,AI-Augmented Professional,False,2,0,0,22.32,2,0,0
TR00001009,W00000287,PR00001081,2024,Solid,Medium,Core Contributor,Ready Now,False,False,False,Low,Low,0,None,0,0.862,Medium,AI-Augmented Professional,False,3,0,0,29.92,2,0,0
TR00001010,W00000287,PR00001082,2025,Solid,Medium,Core Contributor,Ready in 1 Year,False,False,False,Low,Low,0,None,0,0.862,Medium,AI-Augmented Professional,False,4,0,0,35.56,3,0,0
TR00001011,W00000288,PR00001083,2021,Solid,Medium,Core Contributor,Ready in 3+ Years,False,False,False,Low,Low,1,Moderate,0,0.75,Medium,AI-Augmented Professional,False,0,0,0,0.0,0,0,0
TR00001012,W00000288,PR00001084,2022,Exceptional,Medium,High Professional,Ready in 2 Years,False,False,False,Medium,Medium,1,Moderate,2,0.75,Medium,AI-Augmented Professional,False,2,1,1,13.74,1,0,0
TR00001013,W00000288,PR00001085,2023,Solid,Exceptional,Emerging Talent,Ready in 3+ Years,False,False,False,Medium,High,1,Moderate,3,0.75,Medium,AI-Augmented Professional,False,3,1,1,17.54,1,1,1
TR00001014,W00000288,PR00001086,2024,High,High,Top Talent,Ready Now,True,True,True,Medium,High,1,Slow,1,0.75,Medium,AI-Augmented Professional,False,4,2,1,22.94,1,2,1
TR00001015,W00000288,PR00001087,2025,Exceptional,Low,Expert Contributor,Ready in 3+ Years,False,False,False,Medium,Medium,3,Moderate,0,0.75,Medium,AI-Augmented Professional,False,5,2,1,25.64,1,2,1
TR00001016,W00000289,PR00001088,2021,High,High,Top Talent,Ready in 2 Years,True,False,True,High,High,0,None,0,0.963,High,AI Governance,True,0,0,0,0.0,1,0,0
TR00001017,W00000289,PR00001089,2022,Solid,Medium,Core Contributor,Ready in 1 Year,False,False,True,Low,Low,0,None,0,0.963,High,AI Governance,True,3,1,0,13.38,1,1,0
TR00001018,W00000289,PR00001090,2023,Low,Low,Performance Risk,Ready in 2 Years,False,False,True,Low,Low,0,None,0,0.963,High,AI Governance,True,4,2,0,21.38,2,1,0
TR00001019,W00000289,PR00001092,2025,Solid,Medium,Core Contributor,Ready Now,False,False,True,Low,Low,0,None,0,0.963,High,AI Governance,True,5,2,1,35.03,2,2,0
TR00001020,W00000290,PR00001093,2021,High,Medium,High Professional,Ready in 3+ Years,False,False,False,Low,Low,0,None,0,1.165,Medium,AI-Augmented Professional,False,1,0,0,4.6,1,0,0
TR00001021,W00000290,PR00001094,2022,Exceptional,High,Top Talent,Ready Now,True,True,True,Medium,Medium,1,Slow,0,1.165,Medium,AI-Augmented Professional,False,2,0,0,12.52,1,1,0
TR00001022,W00000290,PR00001095,2023,Solid,Medium,Core Contributor,Ready in 2 Years,False,False,False,Low,Low,1,Slow,0,1.165,Medium,AI-Augmented Professional,False,2,0,0,12.52,1,2,1
TR00001023,W00000290,PR00001096,2024,High,Exceptional,Top Talent,Ready in 1 Year,True,False,True,Medium,Medium,1,Slow,1,1.165,Medium,AI-Augmented Professional,False,4,1,0,21.12,1,3,1
TR00001024,W00000290,PR00001097,2025,Solid,Low,Solid Contributor,Ready Now,False,False,False,Low,Low,2,Moderate,1,1.165,Medium,AI-Augmented Professional,False,5,1,0,28.64,1,3,1
TR00001025,W00000291,PR00001098,2021,High,Medium,High Professional,Ready in 3+ Years,False,False,True,Medium,Medium,0,None,0,0.981,Critical,AI Builder,True,2,1,0,10.51,1,0,0
TR00001026,W00000291,PR00001099,2022,High,Medium,High Professional,Ready in 3+ Years,False,False,True,Medium,Medium,1,Fast,1,0.981,Critical,AI Builder,True,5,3,0,27.61,2,0,0
TR00001027,W00000291,PR00001100,2023,Low,Low,Performance Risk,Ready in 3+ Years,False,False,True,Low,Low,1,Moderate,1,0.981,Critical,AI Builder,True,8,4,1,49.05,3,0,0
TR00001028,W00000291,PR00001101,2024,High,High,Top Talent,Ready in 1 Year,True,False,True,High,High,2,Fast,0,0.981,Critical,AI Builder,True,9,4,1,56.57,4,0,0
TR00001029,W00000291,PR00001102,2025,Solid,Exceptional,Emerging Talent,Ready in 3+ Years,False,False,True,Medium,High,2,Moderate,0,0.981,Critical,AI Builder,True,12,5,1,76.32,5,0,0
TR00001030,W00000292,PR00001103,2021,Solid,High,Emerging Talent,Ready in 1 Year,True,False,False,Low,Low,0,None,0,0.992,Medium,AI-Augmented Professional,True,1,0,0,4.65,0,0,0
