cost_center_id,cost_center_name,company_id,business_unit,function,is_active
CC000399,Consulting Strategy EMEA,C003,Consulting,Strategy,True
CC000400,Consulting Strategy EMEA,C032,Consulting,Strategy,True
CC000401,Deals M&A APAC,C017,Deals,M&A,True
CC000402,Consulting Data and Analytics Americas,C007,Consulting,Data and Analytics,True
CC000403,Consulting Technology Consulting APAC,C021,Consulting,Technology Consulting,True
CC000404,Audit External Audit APAC,C034,Audit,External Audit,True
CC000405,Consulting Data and Analytics Americas,C009,Consulting,Data and Analytics,True
CC000406,Deals M&A Americas,C002,Deals,M&A,True
CC000407,Consulting Technology Consulting APAC,C034,Consulting,Technology Consulting,True
CC000408,Consulting Technology Consulting EMEA,C014,Consulting,Technology Consulting,True
CC000409,Consulting Strategy APAC,C017,Consulting,Strategy,True
CC000410,Risk Advisory Regulatory Risk EMEA,C018,Risk Advisory,Regulatory Risk,True
CC000411,Consulting Data and Analytics APAC,C035,Consulting,Data and Analytics,True
CC000412,Tax Indirect Tax EMEA,C005,Tax,Indirect Tax,True
CC000413,Consulting Strategy Americas,C012,Consulting,Strategy,True
CC000414,Internal Services Legal EMEA,C015,Internal Services,Legal,True
CC000415,Consulting Strategy Americas,C037,Consulting,Strategy,False
CC000416,Consulting Operations Americas,C009,Consulting,Operations,True
CC000417,Consulting Data and Analytics APAC,C030,Consulting,Data and Analytics,True
CC000418,Audit External Audit APAC,C038,Audit,External Audit,True
CC000419,Risk Advisory Cyber Risk APAC,C038,Risk Advisory,Cyber Risk,True
CC000420,Consulting Data and Analytics APAC,C017,Consulting,Data and Analytics,True
CC000421,Consulting Human Capital Americas,C007,Consulting,Human Capital,True
CC000422,Tax Transfer Pricing APAC,C017,Tax,Transfer Pricing,True
CC000423,Audit Assurance EMEA,C033,Audit,Assurance,True
CC000424,Consulting Operations APAC,C004,Consulting,Operations,True
CC000425,Tax Indirect Tax EMEA,C020,Tax,Indirect Tax,True
CC000426,Deals Transaction Services APAC,C025,Deals,Transaction Services,True
CC000427,Tax Transfer Pricing Americas,C022,Tax,Transfer Pricing,True
CC000428,Tax Indirect Tax APAC,C024,Tax,Indirect Tax,True
CC000429,Tax Corporate Tax Americas,C039,Tax,Corporate Tax,True
CC000430,Audit Controls APAC,C017,Audit,Controls,True
CC000431,Audit Controls Americas,C009,Audit,Controls,True
CC000432,Internal Services IT APAC,C021,Internal Services,IT,True
CC000433,Tax Indirect Tax APAC,C026,Tax,Indirect Tax,True
CC000434,Audit External Audit Americas,C007,Audit,External Audit,True
CC000435,Audit External Audit APAC,C030,Audit,External Audit,False
CC000436,Tax Indirect Tax EMEA,C028,Tax,Indirect Tax,False
CC000437,Consulting Operations EMEA,C003,Consulting,Operations,True
CC000438,Tax Transfer Pricing APAC,C008,Tax,Transfer Pricing,True
CC000439,Consulting Human Capital Americas,C039,Consulting,Human Capital,True
CC000440,Tax Transfer Pricing APAC,C004,Tax,Transfer Pricing,False
CC000441,Audit External Audit Americas,C001,Audit,External Audit,True
CC000442,Audit Controls EMEA,C028,Audit,Controls,True
CC000443,Consulting Operations EMEA,C005,Consulting,Operations,True
CC000444,Risk Advisory Cyber Risk Americas,C036,Risk Advisory,Cyber Risk,True
CC000445,Consulting Human Capital Americas,C039,Consulting,Human Capital,True
CC000446,Risk Advisory Internal Audit EMEA,C003,Risk Advisory,Internal Audit,True
CC000447,Consulting Strategy EMEA,C020,Consulting,Strategy,True
CC000448,Audit External Audit Americas,C002,Audit,External Audit,True
CC000449,Risk Advisory Cyber Risk EMEA,C032,Risk Advisory,Cyber Risk,True
CC000450,Tax Transfer Pricing Americas,C039,Tax,Transfer Pricing,True
CC000451,Audit External Audit Americas,C006,Audit,External Audit,True
CC000452,Audit Controls Americas,C002,Audit,Controls,True
CC000453,Consulting Human Capital EMEA,C031,Consulting,Human Capital,True
CC000454,Tax Corporate Tax EMEA,C040,Tax,Corporate Tax,True
CC000455,Risk Advisory Regulatory Risk Americas,C007,Risk Advisory,Regulatory Risk,False
CC000456,Internal Services Legal EMEA,C040,Internal Services,Legal,True
CC000457,Internal Services Finance APAC,C017,Internal Services,Finance,True
CC000458,Consulting Human Capital EMEA,C010,Consulting,Human Capital,True
CC000459,Deals M&A Americas,C012,Deals,M&A,True
CC000460,Consulting Technology Consulting EMEA,C013,Consulting,Technology Consulting,True
CC000461,Audit Assurance APAC,C030,Audit,Assurance,True
CC000462,Risk Advisory Cyber Risk Americas,C001,Risk Advisory,Cyber Risk,True
CC000463,Tax Indirect Tax Americas,C007,Tax,Indirect Tax,True
CC000464,Audit Assurance APAC,C021,Audit,Assurance,True
CC000465,Consulting Human Capital Americas,C002,Consulting,Human Capital,True
CC000466,Consulting Strategy APAC,C029,Consulting,Strategy,True
CC000467,Consulting Operations APAC,C008,Consulting,Operations,True
CC000468,Audit Controls EMEA,C032,Audit,Controls,True
CC000469,Tax Corporate Tax EMEA,C005,Tax,Corporate Tax,True
CC000470,Consulting Technology Consulting APAC,C025,Consulting,Technology Consulting,True
CC000471,Internal Services HR Americas,C006,Internal Services,HR,True
CC000472,Internal Services Finance Americas,C007,Internal Services,Finance,True
CC000473,Consulting Operations APAC,C017,Consulting,Operations,True
CC000474,Consulting Technology Consulting Americas,C001,Consulting,Technology Consulting,True
CC000475,Risk Advisory Internal Audit Americas,C007,Risk Advisory,Internal Audit,True
CC000476,Risk Advisory Cyber Risk EMEA,C028,Risk Advisory,Cyber Risk,True
CC000477,Audit External Audit EMEA,C028,Audit,External Audit,True
CC000478,Consulting Data and Analytics APAC,C038,Consulting,Data and Analytics,True
CC000479,Consulting Operations APAC,C021,Consulting,Operations,True
CC000480,Audit Assurance APAC,C034,Audit,Assurance,True
CC000481,Deals Valuation EMEA,C028,Deals,Valuation,True
CC000482,Audit External Audit APAC,C035,Audit,External Audit,True
CC000483,Tax Indirect Tax Americas,C036,Tax,Indirect Tax,True
CC000484,Audit Assurance Americas,C022,Audit,Assurance,True
CC000485,Risk Advisory Cyber Risk EMEA,C014,Risk Advisory,Cyber Risk,True
CC000486,Audit External Audit Americas,C022,Audit,External Audit,True
CC000487,Audit Controls Americas,C036,Audit,Controls,True
CC000488,Audit External Audit EMEA,C018,Audit,External Audit,True
CC000489,Risk Advisory Cyber Risk APAC,C038,Risk Advisory,Cyber Risk,True
CC000490,Internal Services HR EMEA,C014,Internal Services,HR,True
CC000491,Audit External Audit APAC,C008,Audit,External Audit,True
CC000492,Consulting Human Capital APAC,C026,Consulting,Human Capital,True
CC000493,Audit Controls APAC,C034,Audit,Controls,True
CC000494,Tax Transfer Pricing APAC,C021,Tax,Transfer Pricing,True
CC000495,Risk Advisory Cyber Risk EMEA,C010,Risk Advisory,Cyber Risk,True
CC000496,Audit External Audit APAC,C034,Audit,External Audit,True
CC000497,Consulting Human Capital EMEA,C031,Consulting,Human Capital,True
CC000498,Consulting Operations Americas,C039,Consulting,Operations,True
CC000499,Consulting Operations APAC,C008,Consulting,Operations,True
CC000500,Risk Advisory Cyber Risk EMEA,C015,Risk Advisory,Cyber Risk,True
CC000501,Consulting Technology Consulting EMEA,C014,Consulting,Technology Consulting,True
CC000502,Consulting Strategy APAC,C034,Consulting,Strategy,True
CC000503,Risk Advisory Internal Audit Americas,C022,Risk Advisory,Internal Audit,True
CC000504,Audit Controls Americas,C012,Audit,Controls,True
CC000505,Risk Advisory Regulatory Risk Americas,C006,Risk Advisory,Regulatory Risk,True
CC000506,Internal Services IT Americas,C037,Internal Services,IT,True
CC000507,Consulting Operations EMEA,C014,Consulting,Operations,True
CC000508,Audit External Audit Americas,C037,Audit,External Audit,True
CC000509,Audit External Audit APAC,C021,Audit,External Audit,True
CC000510,Consulting Strategy EMEA,C011,Consulting,Strategy,True
CC000511,Tax Transfer Pricing Americas,C019,Tax,Transfer Pricing,True
CC000512,Consulting Human Capital EMEA,C014,Consulting,Human Capital,True
CC000513,Audit External Audit Americas,C039,Audit,External Audit,True
CC000514,Tax Transfer Pricing Americas,C036,Tax,Transfer Pricing,True
CC000515,Consulting Human Capital APAC,C029,Consulting,Human Capital,True
CC000516,Tax Indirect Tax Americas,C009,Tax,Indirect Tax,True
CC000517,Consulting Operations APAC,C023,Consulting,Operations,True
CC000518,Audit Controls APAC,C021,Audit,Controls,False
CC000519,Tax Corporate Tax APAC,C004,Tax,Corporate Tax,True
CC000520,Risk Advisory Cyber Risk EMEA,C028,Risk Advisory,Cyber Risk,True
CC000521,Consulting Human Capital EMEA,C031,Consulting,Human Capital,True
CC000522,Tax Transfer Pricing Americas,C012,Tax,Transfer Pricing,True
CC000523,Consulting Operations EMEA,C033,Consulting,Operations,True
CC000524,Risk Advisory Regulatory Risk Americas,C039,Risk Advisory,Regulatory Risk,True
CC000525,Consulting Data and Analytics APAC,C026,Consulting,Data and Analytics,True
CC000526,Consulting Technology Consulting EMEA,C011,Consulting,Technology Consulting,True
CC000527,Consulting Strategy EMEA,C013,Consulting,Strategy,True
CC000528,Tax Transfer Pricing EMEA,C018,Tax,Transfer Pricing,True
CC000529,Tax Transfer Pricing EMEA,C028,Tax,Transfer Pricing,True
CC000530,Internal Services Finance Americas,C006,Internal Services,Finance,True
CC000531,Audit External Audit EMEA,C018,Audit,External Audit,True
CC000532,Consulting Human Capital Americas,C002,Consulting,Human Capital,True
CC000533,Deals M&A EMEA,C014,Deals,M&A,True
CC000534,Risk Advisory Cyber Risk EMEA,C011,Risk Advisory,Cyber Risk,True
CC000535,Consulting Operations EMEA,C014,Consulting,Operations,True
CC000536,Tax Indirect Tax APAC,C017,Tax,Indirect Tax,True
CC000537,Tax Corporate Tax Americas,C039,Tax,Corporate Tax,True
CC000538,Risk Advisory Internal Audit Americas,C022,Risk Advisory,Internal Audit,True
CC000539,Tax Corporate Tax EMEA,C020,Tax,Corporate Tax,True
CC000540,Audit Controls Americas,C027,Audit,Controls,True
CC000541,Tax Transfer Pricing APAC,C026,Tax,Transfer Pricing,True
CC000542,Consulting Operations EMEA,C020,Consulting,Operations,True
CC000543,Tax Indirect Tax APAC,C017,Tax,Indirect Tax,True
CC000544,Internal Services Finance APAC,C021,Internal Services,Finance,True
CC000545,Tax Transfer Pricing APAC,C030,Tax,Transfer Pricing,True
CC000546,Audit Assurance EMEA,C010,Audit,Assurance,True
CC000547,Internal Services HR APAC,C024,Internal Services,HR,True
CC000548,Tax Transfer Pricing Americas,C036,Tax,Transfer Pricing,True
CC000549,Audit Controls Americas,C001,Audit,Controls,True
CC000550,Tax Transfer Pricing APAC,C017,Tax,Transfer Pricing,True
CC000551,Audit Assurance EMEA,C033,Audit,Assurance,True
CC000552,Consulting Data and Analytics APAC,C024,Consulting,Data and Analytics,True
CC000553,Internal Services Finance APAC,C008,Internal Services,Finance,True
CC000554,Tax Indirect Tax Americas,C002,Tax,Indirect Tax,True
CC000555,Audit External Audit EMEA,C015,Audit,External Audit,True
CC000556,Tax Indirect Tax EMEA,C014,Tax,Indirect Tax,True
CC000557,Tax Indirect Tax EMEA,C015,Tax,Indirect Tax,True
CC000558,Risk Advisory Regulatory Risk APAC,C024,Risk Advisory,Regulatory Risk,True
CC000559,Tax Indirect Tax EMEA,C028,Tax,Indirect Tax,True
CC000560,Risk Advisory Cyber Risk EMEA,C040,Risk Advisory,Cyber Risk,True
CC000561,Tax Transfer Pricing Americas,C001,Tax,Transfer Pricing,True
CC000562,Tax Indirect Tax EMEA,C020,Tax,Indirect Tax,True
CC000563,Deals Transaction Services APAC,C021,Deals,Transaction Services,True
CC000564,Audit Controls APAC,C021,Audit,Controls,True
CC000565,Consulting Human Capital EMEA,C028,Consulting,Human Capital,True
CC000566,Tax Transfer Pricing EMEA,C033,Tax,Transfer Pricing,True
CC000567,Deals Valuation EMEA,C031,Deals,Valuation,True
CC000568,Risk Advisory Cyber Risk Americas,C007,Risk Advisory,Cyber Risk,True
CC000569,Consulting Human Capital APAC,C004,Consulting,Human Capital,True
CC000570,Audit Controls APAC,C016,Audit,Controls,True
CC000571,Consulting Operations EMEA,C014,Consulting,Operations,True
CC000572,Consulting Human Capital EMEA,C003,Consulting,Human Capital,True
CC000573,Tax Corporate Tax EMEA,C032,Tax,Corporate Tax,True
CC000574,Consulting Human Capital EMEA,C040,Consulting,Human Capital,True
CC000575,Risk Advisory Internal Audit Americas,C036,Risk Advisory,Internal Audit,True
CC000576,Internal Services Finance EMEA,C005,Internal Services,Finance,True
CC000577,Consulting Strategy EMEA,C033,Consulting,Strategy,True
CC000578,Internal Services IT Americas,C036,Internal Services,IT,True
CC000579,Audit Assurance Americas,C019,Audit,Assurance,True
CC000580,Audit External Audit Americas,C036,Audit,External Audit,True
CC000581,Consulting Operations APAC,C021,Consulting,Operations,True
CC000582,Risk Advisory Regulatory Risk Americas,C002,Risk Advisory,Regulatory Risk,True
CC000583,Internal Services Finance EMEA,C032,Internal Services,Finance,True
CC000584,Consulting Technology Consulting EMEA,C015,Consulting,Technology Consulting,True
CC000585,Tax Corporate Tax Americas,C002,Tax,Corporate Tax,True
CC000586,Audit Assurance EMEA,C010,Audit,Assurance,True
CC000587,Audit External Audit EMEA,C018,Audit,External Audit,True
CC000588,Deals Valuation APAC,C038,Deals,Valuation,True
CC000589,Tax Transfer Pricing APAC,C035,Tax,Transfer Pricing,True
CC000590,Consulting Data and Analytics APAC,C034,Consulting,Data and Analytics,True
CC000591,Internal Services Marketing EMEA,C018,Internal Services,Marketing,True
CC000592,Consulting Technology Consulting APAC,C034,Consulting,Technology Consulting,True
CC000593,Consulting Technology Consulting APAC,C029,Consulting,Technology Consulting,True
CC000594,Audit Assurance EMEA,C031,Audit,Assurance,True
CC000595,Consulting Data and Analytics Americas,C007,Consulting,Data and Analytics,True
CC000596,Audit External Audit EMEA,C005,Audit,External Audit,True
CC000597,Consulting Technology Consulting Americas,C002,Consulting,Technology Consulting,True
CC000598,Audit Controls Americas,C022,Audit,Controls,True
CC000599,Risk Advisory Regulatory Risk APAC,C030,Risk Advisory,Regulatory Risk,True
CC000600,Consulting Strategy APAC,C021,Consulting,Strategy,True
CC000601,Deals Transaction Services EMEA,C015,Deals,Transaction Services,True
CC000602,Tax Corporate Tax EMEA,C031,Tax,Corporate Tax,True
CC000603,Consulting Technology Consulting Americas,C007,Consulting,Technology Consulting,True
CC000604,Audit Assurance APAC,C038,Audit,Assurance,True
CC000605,Risk Advisory Internal Audit Americas,C012,Risk Advisory,Internal Audit,True
CC000606,Audit External Audit EMEA,C014,Audit,External Audit,True
CC000607,Consulting Strategy APAC,C025,Consulting,Strategy,True
CC000608,Consulting Human Capital Americas,C009,Consulting,Human Capital,True
CC000609,Internal Services IT APAC,C004,Internal Services,IT,True
CC000610,Audit External Audit APAC,C035,Audit,External Audit,True
CC000611,Consulting Human Capital EMEA,C005,Consulting,Human Capital,True
CC000612,Risk Advisory Cyber Risk APAC,C035,Risk Advisory,Cyber Risk,True
CC000613,Audit Assurance Americas,C022,Audit,Assurance,True
CC000614,Tax Indirect Tax EMEA,C015,Tax,Indirect Tax,True
CC000615,Internal Services Finance EMEA,C032,Internal Services,Finance,True
CC000616,Audit Controls EMEA,C010,Audit,Controls,True
CC000617,Tax Transfer Pricing APAC,C029,Tax,Transfer Pricing,True
CC000618,Audit Controls APAC,C034,Audit,Controls,True
CC000619,Consulting Technology Consulting APAC,C026,Consulting,Technology Consulting,True
CC000620,Risk Advisory Internal Audit Americas,C002,Risk Advisory,Internal Audit,True
CC000621,Risk Advisory Cyber Risk EMEA,C003,Risk Advisory,Cyber Risk,True
CC000622,Consulting Technology Consulting APAC,C026,Consulting,Technology Consulting,True
CC000623,Consulting Operations APAC,C021,Consulting,Operations,True
CC000624,Consulting Strategy APAC,C030,Consulting,Strategy,True
CC000625,Audit Assurance EMEA,C003,Audit,Assurance,True
CC000626,Audit Controls Americas,C027,Audit,Controls,True
CC000627,Tax Indirect Tax Americas,C007,Tax,Indirect Tax,True
CC000628,Deals Valuation EMEA,C032,Deals,Valuation,True
CC000629,Deals Valuation Americas,C037,Deals,Valuation,True
CC000630,Consulting Technology Consulting APAC,C021,Consulting,Technology Consulting,True
CC000631,Internal Services Legal APAC,C004,Internal Services,Legal,True
CC000632,Consulting Operations Americas,C019,Consulting,Operations,True
CC000633,Risk Advisory Cyber Risk EMEA,C018,Risk Advisory,Cyber Risk,True
CC000634,Consulting Operations EMEA,C005,Consulting,Operations,True
CC000635,Deals M&A EMEA,C014,Deals,M&A,True
CC000636,Risk Advisory Regulatory Risk APAC,C008,Risk Advisory,Regulatory Risk,True
CC000637,Risk Advisory Cyber Risk APAC,C024,Risk Advisory,Cyber Risk,True
CC000638,Risk Advisory Internal Audit EMEA,C015,Risk Advisory,Internal Audit,True
CC000639,Deals Valuation APAC,C025,Deals,Valuation,True
CC000640,Tax Corporate Tax Americas,C007,Tax,Corporate Tax,True
CC000641,Consulting Technology Consulting APAC,C030,Consulting,Technology Consulting,True
CC000642,Consulting Human Capital EMEA,C015,Consulting,Human Capital,True
CC000643,Audit Controls APAC,C023,Audit,Controls,True
CC000644,Tax Transfer Pricing Americas,C039,Tax,Transfer Pricing,True
CC000645,Consulting Data and Analytics EMEA,C005,Consulting,Data and Analytics,True
CC000646,Consulting Operations Americas,C009,Consulting,Operations,True
CC000647,Internal Services IT APAC,C024,Internal Services,IT,True
CC000648,Consulting Strategy EMEA,C014,Consulting,Strategy,True
CC000649,Tax Indirect Tax APAC,C023,Tax,Indirect Tax,True
CC000650,Internal Services IT APAC,C029,Internal Services,IT,True
CC000651,Risk Advisory Internal Audit EMEA,C013,Risk Advisory,Internal Audit,True
CC000652,Consulting Technology Consulting EMEA,C031,Consulting,Technology Consulting,True
CC000653,Risk Advisory Regulatory Risk Americas,C039,Risk Advisory,Regulatory Risk,True
CC000654,Deals Transaction Services APAC,C024,Deals,Transaction Services,True
CC000655,Audit External Audit EMEA,C018,Audit,External Audit,True
CC000656,Consulting Human Capital EMEA,C018,Consulting,Human Capital,True
CC000657,Consulting Operations APAC,C016,Consulting,Operations,True
CC000658,Consulting Technology Consulting Americas,C039,Consulting,Technology Consulting,True
CC000659,Internal Services Finance APAC,C016,Internal Services,Finance,True
CC000660,Tax Transfer Pricing Americas,C037,Tax,Transfer Pricing,True
CC000661,Audit Assurance APAC,C034,Audit,Assurance,True
CC000662,Audit Assurance Americas,C027,Audit,Assurance,True
CC000663,Consulting Technology Consulting APAC,C030,Consulting,Technology Consulting,True
CC000664,Consulting Technology Consulting EMEA,C003,Consulting,Technology Consulting,True
CC000665,Deals M&A EMEA,C014,Deals,M&A,True
CC000666,Consulting Operations EMEA,C040,Consulting,Operations,True
CC000667,Risk Advisory Internal Audit APAC,C008,Risk Advisory,Internal Audit,True
CC000668,Audit External Audit Americas,C006,Audit,External Audit,False
CC000669,Risk Advisory Internal Audit EMEA,C033,Risk Advisory,Internal Audit,False
CC000670,Tax Transfer Pricing EMEA,C010,Tax,Transfer Pricing,True
CC000671,Tax Indirect Tax APAC,C017,Tax,Indirect Tax,True
CC000672,Risk Advisory Internal Audit Americas,C009,Risk Advisory,Internal Audit,True
CC000673,Tax Transfer Pricing EMEA,C003,Tax,Transfer Pricing,True
CC000674,Internal Services HR APAC,C025,Internal Services,HR,True
CC000675,Audit Assurance EMEA,C013,Audit,Assurance,True
CC000676,Tax Indirect Tax APAC,C038,Tax,Indirect Tax,True
CC000677,Tax Transfer Pricing EMEA,C040,Tax,Transfer Pricing,True
CC000678,Consulting Technology Consulting EMEA,C031,Consulting,Technology Consulting,True
CC000679,Risk Advisory Internal Audit Americas,C002,Risk Advisory,Internal Audit,True
CC000680,Deals Transaction Services APAC,C004,Deals,Transaction Services,True
CC000681,Consulting Technology Consulting APAC,C017,Consulting,Technology Consulting,True
CC000682,Tax Corporate Tax Americas,C001,Tax,Corporate Tax,True
CC000683,Risk Advisory Regulatory Risk EMEA,C020,Risk Advisory,Regulatory Risk,False
CC000684,Consulting Technology Consulting Americas,C009,Consulting,Technology Consulting,True
CC000685,Tax Indirect Tax EMEA,C013,Tax,Indirect Tax,True
CC000686,Consulting Human Capital Americas,C001,Consulting,Human Capital,True
CC000687,Consulting Operations APAC,C021,Consulting,Operations,True
CC000688,Audit Controls Americas,C012,Audit,Controls,True
CC000689,Audit External Audit EMEA,C032,Audit,External Audit,True
CC000690,Risk Advisory Internal Audit APAC,C038,Risk Advisory,Internal Audit,True
CC000691,Internal Services Legal APAC,C029,Internal Services,Legal,True
CC000692,Tax Transfer Pricing Americas,C039,Tax,Transfer Pricing,True
CC000693,Audit External Audit APAC,C035,Audit,External Audit,True
CC000694,Consulting Strategy APAC,C034,Consulting,Strategy,True
CC000695,Consulting Strategy EMEA,C020,Consulting,Strategy,True
CC000696,Audit Controls EMEA,C033,Audit,Controls,True
CC000697,Internal Services Marketing EMEA,C011,Internal Services,Marketing,True
CC000698,Consulting Technology Consulting Americas,C012,Consulting,Technology Consulting,True
CC000699,Audit External Audit Americas,C009,Audit,External Audit,True
CC000700,Audit Assurance EMEA,C014,Audit,Assurance,True
CC000701,Risk Advisory Cyber Risk Americas,C002,Risk Advisory,Cyber Risk,True
CC000702,Audit Controls Americas,C009,Audit,Controls,True
CC000703,Audit External Audit APAC,C023,Audit,External Audit,True
CC000704,Consulting Data and Analytics Americas,C037,Consulting,Data and Analytics,True
CC000705,Deals Valuation Americas,C027,Deals,Valuation,True
CC000706,Deals M&A APAC,C030,Deals,M&A,True
CC000707,Audit External Audit APAC,C030,Audit,External Audit,True
CC000708,Audit External Audit EMEA,C020,Audit,External Audit,True
CC000709,Tax Transfer Pricing EMEA,C013,Tax,Transfer Pricing,True
CC000710,Risk Advisory Cyber Risk Americas,C009,Risk Advisory,Cyber Risk,True
CC000711,Consulting Data and Analytics Americas,C039,Consulting,Data and Analytics,True
CC000712,Consulting Strategy APAC,C021,Consulting,Strategy,True
CC000713,Tax Corporate Tax EMEA,C010,Tax,Corporate Tax,True
CC000714,Tax Corporate Tax EMEA,C015,Tax,Corporate Tax,True
CC000715,Audit Assurance APAC,C035,Audit,Assurance,True
CC000716,Audit Controls EMEA,C020,Audit,Controls,True
CC000717,Consulting Technology Consulting EMEA,C032,Consulting,Technology Consulting,True
CC000718,Audit Assurance APAC,C024,Audit,Assurance,True
CC000719,Risk Advisory Regulatory Risk EMEA,C032,Risk Advisory,Regulatory Risk,True
CC000720,Consulting Technology Consulting EMEA,C003,Consulting,Technology Consulting,True
CC000721,Consulting Operations Americas,C006,Consulting,Operations,True
CC000722,Audit External Audit APAC,C038,Audit,External Audit,True
CC000723,Internal Services IT APAC,C030,Internal Services,IT,True
CC000724,Consulting Technology Consulting EMEA,C013,Consulting,Technology Consulting,True
CC000725,Consulting Operations EMEA,C020,Consulting,Operations,True
CC000726,Audit External Audit APAC,C016,Audit,External Audit,True
CC000727,Internal Services Legal EMEA,C031,Internal Services,Legal,True
CC000728,Consulting Data and Analytics EMEA,C010,Consulting,Data and Analytics,True
CC000729,Consulting Strategy APAC,C029,Consulting,Strategy,True
CC000730,Deals Valuation Americas,C002,Deals,Valuation,True
CC000731,Consulting Human Capital EMEA,C028,Consulting,Human Capital,True
CC000732,Audit External Audit EMEA,C033,Audit,External Audit,True
CC000733,Tax Transfer Pricing EMEA,C031,Tax,Transfer Pricing,True
CC000734,Audit Controls Americas,C039,Audit,Controls,True
CC000735,Audit Controls EMEA,C013,Audit,Controls,True
CC000736,Tax Corporate Tax APAC,C025,Tax,Corporate Tax,True
CC000737,Consulting Data and Analytics Americas,C022,Consulting,Data and Analytics,True
CC000738,Audit Assurance EMEA,C028,Audit,Assurance,True
CC000739,Audit Controls EMEA,C020,Audit,Controls,True
CC000740,Tax Indirect Tax APAC,C035,Tax,Indirect Tax,True
CC000741,Deals M&A EMEA,C010,Deals,M&A,True
CC000742,Deals M&A EMEA,C020,Deals,M&A,True
CC000743,Consulting Operations APAC,C025,Consulting,Operations,True
CC000744,Consulting Technology Consulting APAC,C035,Consulting,Technology Consulting,True
CC000745,Tax Indirect Tax EMEA,C033,Tax,Indirect Tax,True
CC000746,Consulting Data and Analytics EMEA,C020,Consulting,Data and Analytics,True
CC000747,Tax Indirect Tax Americas,C002,Tax,Indirect Tax,True
CC000748,Consulting Data and Analytics APAC,C021,Consulting,Data and Analytics,True
CC000749,Deals Valuation EMEA,C018,Deals,Valuation,True
CC000750,Tax Corporate Tax EMEA,C013,Tax,Corporate Tax,True
CC000751,Audit Assurance APAC,C034,Audit,Assurance,True
CC000752,Audit External Audit APAC,C034,Audit,External Audit,True
CC000753,Tax Transfer Pricing APAC,C004,Tax,Transfer Pricing,True
CC000754,Audit Assurance EMEA,C003,Audit,Assurance,True
CC000755,Consulting Technology Consulting APAC,C025,Consulting,Technology Consulting,True
CC000756,Tax Indirect Tax APAC,C024,Tax,Indirect Tax,True
CC000757,Audit Controls Americas,C019,Audit,Controls,True
CC000758,Consulting Data and Analytics EMEA,C020,Consulting,Data and Analytics,True
CC000759,Consulting Strategy Americas,C009,Consulting,Strategy,True
CC000760,Risk Advisory Internal Audit EMEA,C013,Risk Advisory,Internal Audit,True
CC000761,Consulting Human Capital Americas,C009,Consulting,Human Capital,True
CC000762,Audit External Audit APAC,C016,Audit,External Audit,True
CC000763,Consulting Data and Analytics EMEA,C032,Consulting,Data and Analytics,True
CC000764,Risk Advisory Cyber Risk EMEA,C011,Risk Advisory,Cyber Risk,True
CC000765,Audit Controls EMEA,C014,Audit,Controls,True
CC000766,Deals Transaction Services EMEA,C040,Deals,Transaction Services,True
CC000767,Consulting Strategy Americas,C037,Consulting,Strategy,True
CC000768,Consulting Operations APAC,C038,Consulting,Operations,True
CC000769,Audit Controls APAC,C021,Audit,Controls,True
CC000770,Consulting Human Capital APAC,C008,Consulting,Human Capital,True
CC000771,Tax Corporate Tax APAC,C021,Tax,Corporate Tax,True
CC000772,Audit External Audit Americas,C019,Audit,External Audit,True
CC000773,Deals M&A Americas,C027,Deals,M&A,True
CC000774,Risk Advisory Regulatory Risk APAC,C023,Risk Advisory,Regulatory Risk,True
CC000775,Tax Corporate Tax EMEA,C010,Tax,Corporate Tax,True
CC000776,Audit Assurance EMEA,C011,Audit,Assurance,True
CC000777,Audit External Audit EMEA,C031,Audit,External Audit,True
CC000778,Audit Controls EMEA,C020,Audit,Controls,True
CC000779,Consulting Human Capital APAC,C024,Consulting,Human Capital,True
CC000780,Audit Controls EMEA,C020,Audit,Controls,True
CC000781,Risk Advisory Internal Audit EMEA,C031,Risk Advisory,Internal Audit,True
CC000782,Audit Controls APAC,C034,Audit,Controls,True
CC000783,Consulting Technology Consulting EMEA,C018,Consulting,Technology Consulting,True
CC000784,Audit Assurance APAC,C023,Audit,Assurance,True
CC000785,Internal Services HR EMEA,C018,Internal Services,HR,False
CC000786,Risk Advisory Cyber Risk APAC,C030,Risk Advisory,Cyber Risk,True
CC000787,Audit Controls APAC,C016,Audit,Controls,True
CC000788,Tax Transfer Pricing APAC,C029,Tax,Transfer Pricing,True
CC000789,Consulting Human Capital EMEA,C005,Consulting,Human Capital,True
CC000790,Deals Valuation EMEA,C031,Deals,Valuation,True
CC000791,Consulting Strategy Americas,C012,Consulting,Strategy,True
CC000792,Tax Transfer Pricing EMEA,C040,Tax,Transfer Pricing,True
CC000793,Audit External Audit APAC,C023,Audit,External Audit,True
CC000794,Consulting Human Capital EMEA,C018,Consulting,Human Capital,True
CC000795,Tax Indirect Tax Americas,C027,Tax,Indirect Tax,True
CC000796,Risk Advisory Internal Audit Americas,C001,Risk Advisory,Internal Audit,True
CC000797,Deals Valuation Americas,C019,Deals,Valuation,True
CC000798,Audit External Audit APAC,C016,Audit,External Audit,True
CC000799,Risk Advisory Regulatory Risk Americas,C009,Risk Advisory,Regulatory Risk,True
CC000800,Consulting Human Capital EMEA,C040,Consulting,Human Capital,True
