absence_request_id,worker_id,absence_plan_id,absence_type,request_date,absence_start_date,absence_end_date,duration_days,approval_status,is_paid_leave
AR000002739,W00004164,AP00030,Bereavement Leave,2024-01-06,2024-02-15,2024-02-16,2,Approved,True
AR000002740,W00002936,AP00063,Personal Leave,2021-08-21,2021-09-19,2021-09-22,4,Approved,True
AR000002741,W00003373,AP00026,Vacation,2025-05-29,2025-07-20,2025-07-26,7,Approved,True
AR000002742,W00000623,AP00045,Bereavement Leave,2022-04-29,2022-06-14,2022-06-17,4,Approved,True
AR000002743,W00002234,AP00008,Personal Leave,2022-02-24,2022-03-10,2022-03-10,1,Approved,True
AR000002744,W00001235,AP00054,Parental Leave,2021-06-23,2021-08-09,2021-09-30,53,Approved,True
AR000002745,W00002424,AP00023,Personal Leave,2023-03-15,2023-04-22,2023-04-26,5,Approved,True
AR000002746,W00002814,AP00031,Vacation,2023-02-05,2023-02-11,2023-02-23,13,Approved,True
AR000002747,W00003719,AP00020,Bereavement Leave,2022-02-12,2022-02-23,2022-02-24,2,Approved,True
AR000002748,W00001411,AP00003,Personal Leave,2024-06-29,2024-07-13,2024-07-14,2,Approved,True
AR000002749,W00000826,AP00027,Sick Leave,2023-06-21,2023-07-26,2023-07-26,1,Cancelled,True
AR000002750,W00000470,AP00021,Vacation,2023-07-17,2023-09-08,2023-09-19,12,Approved,True
AR000002751,W00003376,AP00040,Bereavement Leave,2021-12-12,2021-12-16,2021-12-16,1,Approved,True
AR000002752,W00000661,AP00048,Personal Leave,2021-09-20,2021-10-05,2021-10-08,4,Approved,True
AR000002753,W00004897,AP00056,Vacation,2023-08-07,2023-09-21,2023-10-01,11,Pending,True
AR000002754,W00002654,AP00010,Bereavement Leave,2024-07-17,2024-07-22,2024-07-25,4,Approved,True
AR000002755,W00003916,AP00002,Sick Leave,2024-12-14,2025-01-03,2025-01-06,4,Approved,True
AR000002756,W00001505,AP00047,Sick Leave,2022-03-29,2022-04-27,2022-05-01,5,Approved,True
AR000002757,W00002298,AP00046,Vacation,2021-12-17,2022-01-04,2022-01-13,10,Approved,True
AR000002758,W00004917,AP00043,Personal Leave,2022-09-28,2022-10-26,2022-10-29,4,Approved,True
AR000002759,W00000718,AP00029,Parental Leave,2025-08-11,2025-08-23,2025-12-09,109,Approved,True
AR000002760,W00004855,AP00030,Bereavement Leave,2024-09-18,2024-09-21,2024-09-21,1,Approved,True
AR000002761,W00004144,AP00060,Bereavement Leave,2025-10-19,2025-11-21,2025-11-22,2,Approved,True
AR000002762,W00001104,AP00053,Personal Leave,2023-05-17,2023-05-21,2023-05-22,2,Pending,True
AR000002763,W00001272,AP00033,Personal Leave,2025-10-24,2025-12-07,2025-12-07,1,Pending,True
AR000002764,W00003773,AP00046,Vacation,2024-11-05,2024-12-18,2024-12-25,8,Denied,True
AR000002765,W00000878,AP00039,Parental Leave,2024-04-25,2024-06-06,2024-09-23,110,Approved,True
AR000002766,W00002309,AP00056,Vacation,2020-12-29,2021-02-24,2021-03-06,11,Approved,True
AR000002767,W00004574,AP00025,Bereavement Leave,2025-03-15,2025-03-26,2025-03-28,3,Approved,True
AR000002768,W00001012,AP00065,Bereavement Leave,2024-01-08,2024-02-20,2024-02-24,5,Approved,True
AR000002769,W00003088,AP00029,Parental Leave,2022-10-04,2022-11-29,2023-02-18,82,Approved,True
AR000002770,W00003555,AP00013,Personal Leave,2023-03-05,2023-04-30,2023-05-01,2,Approved,True
AR000002771,W00003786,AP00005,Bereavement Leave,2024-01-23,2024-02-28,2024-02-28,1,Pending,True
AR000002772,W00002700,AP00016,Vacation,2025-08-24,2025-08-25,2025-09-02,9,Approved,True
AR000002773,W00002668,AP00046,Vacation,2022-11-08,2022-12-30,2023-01-06,8,Approved,True
AR000002774,W00000438,AP00033,Personal Leave,2024-12-29,2024-12-31,2025-01-04,5,Approved,True
AR000002775,W00003625,AP00060,Bereavement Leave,2021-07-09,2021-08-25,2021-08-29,5,Approved,True
AR000002776,W00001567,AP00046,Vacation,2024-11-15,2024-12-29,2025-01-04,7,Approved,True
AR000002777,W00004592,AP00023,Personal Leave,2025-04-02,2025-05-26,2025-05-28,3,Approved,True
AR000002778,W00003307,AP00004,Parental Leave,2025-02-28,2025-04-04,2025-05-25,52,Pending,True
AR000002779,W00003060,AP00030,Bereavement Leave,2023-02-09,2023-04-06,2023-04-06,1,Approved,True
AR000002780,W00002168,AP00054,Parental Leave,2021-11-04,2021-11-13,2022-02-27,107,Approved,True
AR000002781,W00004383,AP00045,Bereavement Leave,2021-10-13,2021-10-21,2021-10-25,5,Approved,True
AR000002782,W00001923,AP00019,Parental Leave,2025-03-18,2025-04-30,2025-07-02,64,Approved,True
AR000002783,W00000287,AP00053,Personal Leave,2022-10-03,2022-11-21,2022-11-23,3,Approved,True
AR000002784,W00003175,AP00009,Parental Leave,2023-01-30,2023-03-06,2023-06-30,117,Cancelled,True
AR000002785,W00000325,AP00041,Vacation,2021-01-13,2021-01-18,2021-01-20,3,Approved,True
AR000002786,W00001921,AP00061,Vacation,2024-02-24,2024-02-27,2024-03-11,14,Approved,True
AR000002787,W00003778,AP00005,Bereavement Leave,2022-05-08,2022-05-09,2022-05-10,2,Approved,True
AR000002788,W00000737,AP00011,Vacation,2023-06-16,2023-07-20,2023-07-24,5,Approved,True
AR000002789,W00001918,AP00020,Bereavement Leave,2021-12-29,2022-01-12,2022-01-16,5,Approved,True
AR000002790,W00002394,AP00058,Personal Leave,2022-12-22,2023-01-13,2023-01-13,1,Approved,True
AR000002791,W00001829,AP00043,Personal Leave,2024-08-05,2024-08-26,2024-08-30,5,Pending,True
AR000002792,W00001108,AP00052,Sick Leave,2022-07-19,2022-08-18,2022-08-19,2,Approved,True
AR000002793,W00003365,AP00003,Personal Leave,2021-12-27,2022-02-15,2022-02-16,2,Approved,True
AR000002794,W00002340,AP00034,Parental Leave,2020-12-03,2021-01-21,2021-04-27,97,Approved,True
AR000002795,W00002309,AP00002,Sick Leave,2025-10-02,2025-10-13,2025-10-17,5,Approved,True
AR000002796,W00002689,AP00054,Parental Leave,2023-08-08,2023-09-16,2023-11-10,56,Pending,True
AR000002797,W00000447,AP00061,Vacation,2023-01-10,2023-01-26,2023-02-07,13,Approved,True
AR000002798,W00002860,AP00003,Personal Leave,2024-08-20,2024-08-25,2024-08-28,4,Approved,True
AR000002799,W00003045,AP00060,Bereavement Leave,2025-09-29,2025-11-21,2025-11-22,2,Approved,True
AR000002800,W00003697,AP00007,Sick Leave,2021-01-21,2021-02-08,2021-02-08,1,Approved,True
AR000002801,W00000329,AP00023,Personal Leave,2025-09-03,2025-09-16,2025-09-20,5,Approved,True
AR000002802,W00002424,AP00050,Bereavement Leave,2022-07-26,2022-09-10,2022-09-14,5,Approved,True
AR000002803,W00000616,AP00039,Parental Leave,2024-12-12,2024-12-15,2025-03-22,98,Approved,True
AR000002804,W00003839,AP00037,Sick Leave,2022-03-01,2022-03-07,2022-03-07,1,Approved,True
AR000002805,W00000366,AP00056,Vacation,2025-04-10,2025-05-11,2025-05-18,8,Approved,True
AR000002806,W00004002,AP00031,Vacation,2021-08-14,2021-09-22,2021-09-26,5,Approved,True
AR000002807,W00003780,AP00008,Personal Leave,2024-01-03,2024-01-15,2024-01-16,2,Approved,True
AR000002808,W00004061,AP00046,Vacation,2024-08-02,2024-08-31,2024-09-01,2,Approved,True
AR000002809,W00001485,AP00012,Sick Leave,2024-03-07,2024-04-12,2024-04-15,4,Approved,True
AR000002810,W00001445,AP00013,Personal Leave,2021-07-20,2021-07-21,2021-07-21,1,Approved,True
AR000002811,W00000972,AP00054,Parental Leave,2021-03-20,2021-04-06,2021-07-09,95,Approved,True
AR000002812,W00003677,AP00007,Sick Leave,2024-12-22,2025-01-22,2025-01-23,2,Approved,True
AR000002813,W00003949,AP00065,Bereavement Leave,2021-08-21,2021-08-31,2021-08-31,1,Approved,True
AR000002814,W00000188,AP00018,Personal Leave,2023-04-30,2023-06-11,2023-06-11,1,Approved,True
AR000002815,W00003034,AP00062,Sick Leave,2021-01-30,2021-02-16,2021-02-18,3,Approved,True
AR000002816,W00001263,AP00026,Vacation,2023-11-17,2023-11-23,2023-12-02,10,Approved,True
AR000002817,W00004780,AP00007,Sick Leave,2023-06-17,2023-06-22,2023-06-23,2,Approved,True
AR000002818,W00001536,AP00008,Personal Leave,2023-03-07,2023-04-11,2023-04-15,5,Cancelled,True
AR000002819,W00002235,AP00024,Parental Leave,2022-08-04,2022-08-09,2022-10-19,72,Approved,True
AR000002820,W00003048,AP00013,Personal Leave,2024-04-18,2024-06-15,2024-06-16,2,Approved,True
AR000002821,W00003622,AP00053,Personal Leave,2023-11-27,2023-11-28,2023-12-01,4,Approved,True
AR000002822,W00001204,AP00031,Vacation,2023-11-17,2023-12-24,2024-01-01,9,Approved,True
AR000002823,W00000420,AP00041,Vacation,2022-09-28,2022-11-14,2022-11-27,14,Denied,True
AR000002824,W00004639,AP00019,Parental Leave,2022-02-10,2022-04-07,2022-06-12,67,Approved,True
AR000002825,W00001949,AP00046,Vacation,2025-02-12,2025-04-10,2025-04-23,14,Approved,True
AR000002826,W00001035,AP00021,Vacation,2025-06-29,2025-07-13,2025-07-19,7,Approved,True
AR000002827,W00000699,AP00039,Parental Leave,2024-07-12,2024-07-31,2024-10-19,81,Approved,True
AR000002828,W00001528,AP00015,Bereavement Leave,2023-02-18,2023-03-03,2023-03-06,4,Approved,True
AR000002829,W00001450,AP00043,Personal Leave,2021-02-24,2021-03-01,2021-03-05,5,Approved,True
AR000002830,W00003722,AP00020,Bereavement Leave,2024-10-16,2024-11-26,2024-11-30,5,Cancelled,True
AR000002831,W00004402,AP00053,Personal Leave,2025-01-27,2025-02-01,2025-02-03,3,Approved,True
AR000002832,W00002568,AP00036,Vacation,2024-10-07,2024-11-28,2024-12-03,6,Approved,True
AR000002833,W00002701,AP00013,Personal Leave,2025-09-29,2025-11-01,2025-11-01,1,Approved,True
AR000002834,W00000324,AP00015,Bereavement Leave,2022-04-11,2022-05-01,2022-05-03,3,Approved,True
AR000002835,W00003513,AP00040,Bereavement Leave,2021-06-13,2021-07-04,2021-07-07,4,Approved,True
AR000002836,W00003706,AP00017,Sick Leave,2023-11-04,2023-12-16,2023-12-17,2,Approved,True
AR000002837,W00004201,AP00046,Vacation,2021-12-25,2022-01-22,2022-01-29,8,Approved,True
AR000002838,W00004383,AP00017,Sick Leave,2021-01-17,2021-02-08,2021-02-11,4,Approved,True
AR000002839,W00000970,AP00035,Bereavement Leave,2022-11-24,2022-12-25,2022-12-29,5,Approved,True
AR000002840,W00002345,AP00015,Bereavement Leave,2024-10-04,2024-10-18,2024-10-18,1,Approved,True
AR000002841,W00000731,AP00043,Personal Leave,2025-03-28,2025-05-22,2025-05-23,2,Approved,True
AR000002842,W00001775,AP00048,Personal Leave,2021-06-17,2021-06-27,2021-06-30,4,Approved,True
AR000002843,W00001846,AP00006,Vacation,2025-09-24,2025-11-20,2025-11-23,4,Approved,True
AR000002844,W00001609,AP00064,Parental Leave,2025-09-27,2025-10-23,2025-12-02,41,Approved,True
AR000002845,W00002356,AP00021,Vacation,2022-11-18,2022-12-07,2022-12-18,12,Pending,True
AR000002846,W00004484,AP00019,Parental Leave,2022-12-21,2023-02-13,2023-04-10,57,Approved,True
AR000002847,W00000731,AP00009,Parental Leave,2024-11-21,2025-01-08,2025-02-15,39,Approved,True
AR000002848,W00003777,AP00041,Vacation,2025-06-04,2025-07-17,2025-07-23,7,Approved,True
AR000002849,W00000803,AP00043,Personal Leave,2025-04-09,2025-05-26,2025-05-26,1,Pending,True
AR000002850,W00000325,AP00063,Personal Leave,2024-12-20,2025-02-17,2025-02-19,3,Approved,True
AR000002851,W00003227,AP00041,Vacation,2022-08-20,2022-09-22,2022-09-27,6,Approved,True
AR000002852,W00003689,AP00047,Sick Leave,2024-02-14,2024-04-09,2024-04-09,1,Approved,True
AR000002853,W00002058,AP00009,Parental Leave,2022-06-23,2022-07-28,2022-10-10,75,Approved,True
AR000002854,W00004358,AP00052,Sick Leave,2023-05-16,2023-06-10,2023-06-11,2,Pending,True
AR000002855,W00000212,AP00047,Sick Leave,2023-09-18,2023-10-05,2023-10-09,5,Approved,True
AR000002856,W00000522,AP00031,Vacation,2020-12-09,2021-01-17,2021-01-18,2,Approved,True
AR000002857,W00002565,AP00058,Personal Leave,2024-08-31,2024-09-09,2024-09-13,5,Approved,True
AR000002858,W00000040,AP00003,Personal Leave,2023-02-14,2023-03-26,2023-03-28,3,Approved,True
AR000002859,W00003587,AP00017,Sick Leave,2021-04-13,2021-05-18,2021-05-22,5,Approved,True
AR000002860,W00004443,AP00024,Parental Leave,2023-02-12,2023-04-13,2023-07-04,83,Approved,True
AR000002861,W00003933,AP00031,Vacation,2023-12-17,2024-02-05,2024-02-17,13,Approved,True
AR000002862,W00001111,AP00036,Vacation,2021-08-07,2021-08-09,2021-08-11,3,Cancelled,True
AR000002863,W00001428,AP00032,Sick Leave,2022-08-04,2022-09-09,2022-09-13,5,Approved,True
AR000002864,W00002600,AP00065,Bereavement Leave,2022-07-29,2022-09-07,2022-09-10,4,Approved,True
AR000002865,W00003712,AP00063,Personal Leave,2024-10-01,2024-11-18,2024-11-21,4,Approved,True
AR000002866,W00001774,AP00042,Sick Leave,2021-11-26,2022-01-09,2022-01-13,5,Approved,True
AR000002867,W00003816,AP00005,Bereavement Leave,2022-07-14,2022-08-22,2022-08-24,3,Approved,True
AR000002868,W00004500,AP00001,Vacation,2025-05-31,2025-06-24,2025-07-08,15,Approved,True
AR000002869,W00003397,AP00011,Vacation,2025-04-16,2025-04-24,2025-05-06,13,Approved,True
AR000002870,W00001137,AP00003,Personal Leave,2022-09-20,2022-10-12,2022-10-12,1,Approved,True
AR000002871,W00000220,AP00005,Bereavement Leave,2025-03-20,2025-05-07,2025-05-11,5,Cancelled,True
AR000002872,W00001439,AP00005,Bereavement Leave,2025-08-05,2025-09-28,2025-09-30,3,Approved,True
AR000002873,W00003639,AP00026,Vacation,2021-06-05,2021-08-01,2021-08-08,8,Approved,True
AR000002874,W00004819,AP00063,Personal Leave,2025-09-04,2025-10-25,2025-10-28,4,Approved,True
AR000002875,W00001915,AP00053,Personal Leave,2021-10-10,2021-11-24,2021-11-27,4,Approved,True
AR000002876,W00004649,AP00004,Parental Leave,2025-07-26,2025-08-15,2025-10-07,54,Approved,True
AR000002877,W00000376,AP00014,Parental Leave,2024-06-22,2024-08-16,2024-10-22,68,Approved,True
AR000002878,W00002399,AP00019,Parental Leave,2025-01-25,2025-03-18,2025-05-19,63,Approved,True
AR000002879,W00000362,AP00023,Personal Leave,2022-02-20,2022-04-06,2022-04-06,1,Approved,True
AR000002880,W00000427,AP00062,Sick Leave,2025-11-03,2025-11-08,2025-11-12,5,Approved,True
AR000002881,W00000616,AP00010,Bereavement Leave,2024-03-07,2024-04-19,2024-04-20,2,Denied,True
AR000002882,W00000827,AP00056,Vacation,2023-08-12,2023-09-19,2023-10-03,15,Pending,True
AR000002883,W00002931,AP00058,Personal Leave,2022-07-05,2022-07-19,2022-07-19,1,Approved,True
AR000002884,W00003180,AP00049,Parental Leave,2021-06-30,2021-07-17,2021-09-11,57,Approved,True
AR000002885,W00004532,AP00018,Personal Leave,2023-06-05,2023-07-08,2023-07-11,4,Approved,True
AR000002886,W00004403,AP00028,Personal Leave,2022-10-02,2022-10-04,2022-10-06,3,Approved,True
AR000002887,W00004766,AP00033,Personal Leave,2022-01-30,2022-03-02,2022-03-04,3,Approved,True
AR000002888,W00001381,AP00014,Parental Leave,2022-07-23,2022-07-27,2022-11-06,103,Approved,True
AR000002889,W00003569,AP00065,Bereavement Leave,2025-01-13,2025-03-08,2025-03-12,5,Approved,True
AR000002890,W00003006,AP00001,Vacation,2021-09-17,2021-10-29,2021-11-02,5,Approved,True
AR000002891,W00001856,AP00045,Bereavement Leave,2021-01-07,2021-02-27,2021-02-27,1,Approved,True
AR000002892,W00004543,AP00036,Vacation,2023-06-23,2023-07-03,2023-07-07,5,Approved,True
AR000002893,W00003443,AP00001,Vacation,2025-09-17,2025-10-24,2025-11-04,12,Approved,True
AR000002894,W00003951,AP00047,Sick Leave,2025-08-04,2025-09-12,2025-09-14,3,Approved,True
AR000002895,W00004828,AP00060,Bereavement Leave,2023-04-28,2023-06-01,2023-06-05,5,Approved,True
AR000002896,W00002446,AP00046,Vacation,2022-02-27,2022-04-16,2022-04-18,3,Approved,True
AR000002897,W00000609,AP00035,Bereavement Leave,2023-01-14,2023-02-26,2023-02-27,2,Approved,True
AR000002898,W00002381,AP00039,Parental Leave,2024-12-14,2025-01-09,2025-02-19,42,Approved,True
AR000002899,W00004722,AP00048,Personal Leave,2024-05-06,2024-05-12,2024-05-14,3,Approved,True
AR000002900,W00001699,AP00020,Bereavement Leave,2025-05-04,2025-05-26,2025-05-30,5,Approved,True
AR000002901,W00002003,AP00042,Sick Leave,2024-07-04,2024-07-15,2024-07-18,4,Approved,True
AR000002902,W00001296,AP00003,Personal Leave,2023-05-30,2023-07-08,2023-07-09,2,Approved,True
AR000002903,W00004832,AP00047,Sick Leave,2023-07-19,2023-08-09,2023-08-10,2,Approved,True
AR000002904,W00004205,AP00007,Sick Leave,2025-03-06,2025-04-26,2025-04-29,4,Approved,True
AR000002905,W00004556,AP00050,Bereavement Leave,2023-10-12,2023-11-24,2023-11-25,2,Approved,True
AR000002906,W00002632,AP00050,Bereavement Leave,2022-09-11,2022-10-21,2022-10-21,1,Approved,True
AR000002907,W00002186,AP00042,Sick Leave,2021-04-19,2021-06-11,2021-06-12,2,Denied,True
AR000002908,W00001427,AP00011,Vacation,2022-09-29,2022-10-25,2022-11-01,8,Approved,True
AR000002909,W00000141,AP00016,Vacation,2022-06-17,2022-06-22,2022-06-25,4,Approved,True
AR000002910,W00003967,AP00062,Sick Leave,2021-03-05,2021-05-04,2021-05-06,3,Approved,True
AR000002911,W00004458,AP00020,Bereavement Leave,2025-08-12,2025-09-06,2025-09-08,3,Approved,True
AR000002912,W00002291,AP00033,Personal Leave,2021-03-14,2021-04-14,2021-04-16,3,Approved,True
AR000002913,W00000449,AP00042,Sick Leave,2021-01-11,2021-02-13,2021-02-14,2,Approved,True
AR000002914,W00000777,AP00054,Parental Leave,2023-07-24,2023-08-03,2023-11-26,116,Approved,True
AR000002915,W00000988,AP00040,Bereavement Leave,2023-02-28,2023-03-18,2023-03-21,4,Approved,True
AR000002916,W00001248,AP00046,Vacation,2021-10-08,2021-11-16,2021-11-26,11,Approved,True
AR000002917,W00004069,AP00046,Vacation,2023-12-27,2024-01-08,2024-01-16,9,Approved,True
AR000002918,W00001226,AP00039,Parental Leave,2023-12-14,2024-01-28,2024-05-07,101,Approved,True
AR000002919,W00004480,AP00004,Parental Leave,2024-01-06,2024-01-18,2024-03-16,59,Pending,True
AR000002920,W00002346,AP00034,Parental Leave,2023-03-06,2023-05-03,2023-07-19,78,Approved,True
AR000002921,W00002445,AP00042,Sick Leave,2024-01-15,2024-01-18,2024-01-22,5,Approved,True
AR000002922,W00000181,AP00030,Bereavement Leave,2025-09-22,2025-10-27,2025-10-27,1,Denied,True
AR000002923,W00003567,AP00036,Vacation,2024-11-26,2024-12-23,2025-01-01,10,Approved,True
AR000002924,W00003246,AP00059,Parental Leave,2023-08-04,2023-08-10,2023-10-31,83,Approved,True
AR000002925,W00002649,AP00007,Sick Leave,2024-09-05,2024-10-12,2024-10-16,5,Approved,True
AR000002926,W00002607,AP00038,Personal Leave,2022-12-12,2022-12-13,2022-12-17,5,Approved,True
AR000002927,W00002741,AP00062,Sick Leave,2022-07-26,2022-09-13,2022-09-17,5,Approved,True
AR000002928,W00002372,AP00057,Sick Leave,2021-12-21,2021-12-29,2021-12-30,2,Approved,True
AR000002929,W00002735,AP00019,Parental Leave,2023-08-19,2023-09-04,2023-10-27,54,Approved,True
AR000002930,W00000078,AP00017,Sick Leave,2023-07-16,2023-08-02,2023-08-03,2,Approved,True
AR000002931,W00000660,AP00001,Vacation,2024-08-27,2024-08-30,2024-09-09,11,Approved,True
AR000002932,W00004940,AP00027,Sick Leave,2023-05-26,2023-07-01,2023-07-01,1,Approved,True
AR000002933,W00002351,AP00063,Personal Leave,2024-09-22,2024-11-04,2024-11-04,1,Approved,True
AR000002934,W00003149,AP00022,Sick Leave,2021-06-04,2021-06-07,2021-06-09,3,Denied,True
AR000002935,W00003721,AP00051,Vacation,2022-10-06,2022-10-21,2022-10-23,3,Pending,True
AR000002936,W00001799,AP00024,Parental Leave,2023-05-26,2023-05-28,2023-06-26,30,Approved,True
AR000002937,W00001984,AP00040,Bereavement Leave,2024-05-28,2024-05-29,2024-05-29,1,Denied,True
AR000002938,W00003074,AP00032,Sick Leave,2025-09-27,2025-10-23,2025-10-24,2,Approved,True
AR000002939,W00002463,AP00042,Sick Leave,2023-07-12,2023-07-15,2023-07-18,4,Approved,True
AR000002940,W00002134,AP00019,Parental Leave,2021-04-22,2021-05-12,2021-08-31,112,Approved,True
AR000002941,W00000523,AP00016,Vacation,2022-04-17,2022-05-05,2022-05-14,10,Pending,True
AR000002942,W00001328,AP00060,Bereavement Leave,2025-05-10,2025-06-12,2025-06-13,2,Approved,True
AR000002943,W00000234,AP00021,Vacation,2024-01-08,2024-02-16,2024-02-17,2,Approved,True
AR000002944,W00002803,AP00035,Bereavement Leave,2023-01-16,2023-02-05,2023-02-08,4,Approved,True
AR000002945,W00000186,AP00030,Bereavement Leave,2022-08-20,2022-10-11,2022-10-11,1,Approved,True
AR000002946,W00003045,AP00015,Bereavement Leave,2023-07-19,2023-07-31,2023-07-31,1,Approved,True
AR000002947,W00002875,AP00028,Personal Leave,2025-10-10,2025-12-04,2025-12-05,2,Approved,True
AR000002948,W00004294,AP00042,Sick Leave,2024-04-26,2024-06-08,2024-06-10,3,Approved,True
AR000002949,W00000566,AP00046,Vacation,2023-08-20,2023-09-26,2023-10-01,6,Approved,True
AR000002950,W00001189,AP00014,Parental Leave,2023-03-03,2023-03-29,2023-05-22,55,Pending,True
AR000002951,W00004043,AP00048,Personal Leave,2025-03-27,2025-04-06,2025-04-08,3,Approved,True
AR000002952,W00001119,AP00016,Vacation,2024-07-18,2024-07-21,2024-07-25,5,Approved,True
AR000002953,W00004853,AP00026,Vacation,2021-05-03,2021-05-08,2021-05-20,13,Approved,True
AR000002954,W00000950,AP00017,Sick Leave,2021-07-20,2021-08-03,2021-08-07,5,Approved,True
AR000002955,W00004507,AP00028,Personal Leave,2025-08-05,2025-08-20,2025-08-24,5,Cancelled,True
AR000002956,W00003705,AP00059,Parental Leave,2024-08-11,2024-10-06,2024-11-18,44,Approved,True
AR000002957,W00002415,AP00063,Personal Leave,2022-03-03,2022-03-21,2022-03-25,5,Approved,True
AR000002958,W00001236,AP00013,Personal Leave,2024-07-29,2024-08-01,2024-08-01,1,Approved,True
AR000002959,W00000178,AP00021,Vacation,2021-09-01,2021-10-25,2021-11-06,13,Approved,True
AR000002960,W00004658,AP00016,Vacation,2021-04-23,2021-04-30,2021-05-03,4,Approved,True
AR000002961,W00001008,AP00003,Personal Leave,2022-12-15,2022-12-16,2022-12-18,3,Approved,True
AR000002962,W00000918,AP00007,Sick Leave,2023-09-11,2023-10-04,2023-10-07,4,Approved,True
AR000002963,W00003104,AP00021,Vacation,2021-01-25,2021-03-04,2021-03-15,12,Approved,True
AR000002964,W00001180,AP00023,Personal Leave,2024-11-07,2024-12-25,2024-12-27,3,Approved,True
AR000002965,W00003411,AP00004,Parental Leave,2024-08-21,2024-10-03,2024-11-21,50,Approved,True
AR000002966,W00004499,AP00026,Vacation,2024-02-04,2024-03-29,2024-04-03,6,Cancelled,True
AR000002967,W00001170,AP00015,Bereavement Leave,2022-01-20,2022-03-02,2022-03-02,1,Pending,True
AR000002968,W00004704,AP00044,Parental Leave,2025-09-30,2025-10-25,2025-12-04,41,Approved,True
AR000002969,W00001122,AP00055,Bereavement Leave,2025-05-05,2025-05-22,2025-05-22,1,Approved,True
AR000002970,W00000703,AP00021,Vacation,2023-05-16,2023-05-31,2023-06-10,11,Approved,True
AR000002971,W00003531,AP00059,Parental Leave,2022-09-05,2022-09-29,2023-01-09,103,Approved,True
AR000002972,W00003850,AP00043,Personal Leave,2024-10-08,2024-10-20,2024-10-20,1,Approved,True
AR000002973,W00001656,AP00007,Sick Leave,2022-07-26,2022-09-11,2022-09-11,1,Approved,True
AR000002974,W00001502,AP00012,Sick Leave,2022-08-19,2022-10-15,2022-10-17,3,Approved,True
AR000002975,W00002207,AP00006,Vacation,2024-02-19,2024-03-31,2024-03-31,1,Approved,True
AR000002976,W00004005,AP00012,Sick Leave,2025-05-14,2025-07-11,2025-07-12,2,Approved,True
AR000002977,W00001834,AP00018,Personal Leave,2022-11-20,2022-12-17,2022-12-19,3,Approved,True
AR000002978,W00002539,AP00028,Personal Leave,2024-06-11,2024-07-10,2024-07-14,5,Approved,True
AR000002979,W00002286,AP00061,Vacation,2025-01-27,2025-03-21,2025-04-02,13,Approved,True
AR000002980,W00001282,AP00032,Sick Leave,2021-09-11,2021-10-02,2021-10-06,5,Approved,True
AR000002981,W00002192,AP00047,Sick Leave,2023-11-03,2023-11-07,2023-11-07,1,Cancelled,True
AR000002982,W00003072,AP00047,Sick Leave,2023-01-24,2023-02-16,2023-02-17,2,Approved,True
AR000002983,W00001946,AP00012,Sick Leave,2024-09-21,2024-10-10,2024-10-12,3,Approved,True
AR000002984,W00004041,AP00049,Parental Leave,2025-01-08,2025-02-12,2025-05-19,97,Pending,True
AR000002985,W00004812,AP00022,Sick Leave,2024-09-06,2024-10-23,2024-10-24,2,Cancelled,True
AR000002986,W00000347,AP00040,Bereavement Leave,2023-12-09,2023-12-21,2023-12-25,5,Approved,True
AR000002987,W00000347,AP00011,Vacation,2021-09-23,2021-09-26,2021-10-08,13,Approved,True
AR000002988,W00001079,AP00035,Bereavement Leave,2024-02-10,2024-02-27,2024-02-27,1,Approved,True
AR000002989,W00000110,AP00059,Parental Leave,2024-08-28,2024-10-03,2025-01-08,98,Approved,True
AR000002990,W00002073,AP00029,Parental Leave,2021-09-22,2021-10-07,2022-01-29,115,Approved,True
AR000002991,W00003926,AP00061,Vacation,2023-05-08,2023-06-10,2023-06-16,7,Pending,True
AR000002992,W00004316,AP00056,Vacation,2024-11-13,2024-12-18,2024-12-30,13,Approved,True
AR000002993,W00003143,AP00025,Bereavement Leave,2022-12-26,2023-01-03,2023-01-04,2,Approved,True
AR000002994,W00000546,AP00034,Parental Leave,2024-01-31,2024-02-05,2024-03-25,50,Approved,True
AR000002995,W00004758,AP00053,Personal Leave,2023-07-03,2023-08-18,2023-08-22,5,Approved,True
AR000002996,W00004136,AP00037,Sick Leave,2022-06-13,2022-07-02,2022-07-04,3,Approved,True
AR000002997,W00000881,AP00023,Personal Leave,2024-11-26,2025-01-13,2025-01-15,3,Approved,True
AR000002998,W00004487,AP00041,Vacation,2025-04-16,2025-05-30,2025-06-13,15,Approved,True
AR000002999,W00003659,AP00027,Sick Leave,2023-01-22,2023-03-23,2023-03-25,3,Approved,True
AR000003000,W00002506,AP00025,Bereavement Leave,2021-12-20,2021-12-24,2021-12-28,5,Cancelled,True
AR000003001,W00001829,AP00039,Parental Leave,2022-08-25,2022-10-23,2023-01-20,90,Pending,True
AR000003002,W00003133,AP00044,Parental Leave,2023-07-19,2023-09-13,2023-10-18,36,Approved,True
AR000003003,W00002588,AP00003,Personal Leave,2025-02-11,2025-04-12,2025-04-15,4,Approved,True
AR000003004,W00003944,AP00021,Vacation,2024-03-24,2024-05-04,2024-05-10,7,Approved,True
AR000003005,W00002989,AP00064,Parental Leave,2022-03-07,2022-04-09,2022-05-25,47,Approved,True
AR000003006,W00002644,AP00049,Parental Leave,2024-08-13,2024-09-10,2024-11-22,74,Approved,True
