job_profile_id,job_profile_name,job_family_id,job_level,exempt_status,is_people_manager_role
JP000398,Analyst - Legal,JF012,Analyst,Non-Exempt,False
JP000399,Senior Manager - Mergers and Acquisitions,JF008,Senior Manager,Exempt,True
JP000400,Consultant - Strategy Consulting,JF004,Consultant,Exempt,False
JP000401,Senior Manager - Finance,JF009,Senior Manager,Exempt,True
JP000402,Analyst - Mergers and Acquisitions,JF008,Analyst,Non-Exempt,False
JP000403,Consultant - Corporate Tax,JF002,Consultant,Exempt,False
JP000404,Senior Manager - Human Resources,JF010,Senior Manager,Exempt,True
JP000405,Analyst - Operations,JF015,Analyst,Non-Exempt,False
JP000406,Analyst - Corporate Tax,JF002,Analyst,Non-Exempt,False
JP000407,Analyst - Human Resources,JF010,Analyst,Non-Exempt,False
JP000408,Senior Consultant - Audit Assurance,JF001,Senior Consultant,Exempt,False
JP000409,Senior Manager - Finance,JF009,Senior Manager,Exempt,True
JP000410,Senior Manager - Audit Assurance,JF001,Senior Manager,Exempt,True
JP000411,Analyst - Information Technology,JF011,Analyst,Non-Exempt,False
JP000412,Manager - Strategy Consulting,JF004,Manager,Exempt,True
JP000413,Director - Information Technology,JF011,Director,Exempt,True
JP000414,Consultant - Information Technology,JF011,Consultant,Exempt,False
JP000415,Senior Consultant - Mergers and Acquisitions,JF008,Senior Consultant,Exempt,False
JP000416,Senior Consultant - Technology Consulting,JF003,Senior Consultant,Exempt,False
JP000417,Senior Consultant - Information Technology,JF011,Senior Consultant,Exempt,False
JP000418,Manager - Marketing,JF013,Manager,Exempt,True
JP000419,Manager - Data and Analytics,JF014,Manager,Exempt,True
JP000420,Senior Consultant - Legal,JF012,Senior Consultant,Exempt,False
JP000421,Senior Consultant - Operations,JF015,Senior Consultant,Exempt,False
JP000422,Analyst - Regulatory Risk,JF007,Analyst,Non-Exempt,False
JP000423,Senior Manager - Information Technology,JF011,Senior Manager,Exempt,True
JP000424,Analyst - Regulatory Risk,JF007,Analyst,Non-Exempt,False
JP000425,Consultant - Cyber Risk,JF006,Consultant,Exempt,False
JP000426,Senior Consultant - Data and Analytics,JF014,Senior Consultant,Exempt,False
JP000427,Analyst - Corporate Tax,JF002,Analyst,Non-Exempt,False
JP000428,Senior Consultant - Technology Consulting,JF003,Senior Consultant,Exempt,False
JP000429,Analyst - Regulatory Risk,JF007,Analyst,Non-Exempt,False
JP000430,Analyst - Legal,JF012,Analyst,Non-Exempt,False
JP000431,Analyst - Strategy Consulting,JF004,Analyst,Non-Exempt,False
JP000432,Analyst - Data and Analytics,JF014,Analyst,Non-Exempt,False
JP000433,Analyst - Human Capital,JF005,Analyst,Non-Exempt,False
JP000434,Senior Consultant - Human Capital,JF005,Senior Consultant,Exempt,False
JP000435,Senior Consultant - Cyber Risk,JF006,Senior Consultant,Exempt,False
JP000436,Analyst - Corporate Tax,JF002,Analyst,Non-Exempt,False
JP000437,Consultant - Legal,JF012,Consultant,Exempt,False
JP000438,Analyst - Mergers and Acquisitions,JF008,Analyst,Non-Exempt,False
JP000439,Analyst - Strategy Consulting,JF004,Analyst,Non-Exempt,False
JP000440,Consultant - Mergers and Acquisitions,JF008,Consultant,Exempt,False
JP000441,Intern - Legal,JF012,Intern,Non-Exempt,False
JP000442,Analyst - Information Technology,JF011,Analyst,Non-Exempt,False
JP000443,Director - Data and Analytics,JF014,Director,Exempt,True
JP000444,Analyst - Cyber Risk,JF006,Analyst,Non-Exempt,False
JP000445,Analyst - Data and Analytics,JF014,Analyst,Non-Exempt,False
JP000446,Consultant - Human Resources,JF010,Consultant,Exempt,False
JP000447,Senior Consultant - Legal,JF012,Senior Consultant,Exempt,False
JP000448,Analyst - Cyber Risk,JF006,Analyst,Non-Exempt,False
JP000449,Consultant - Legal,JF012,Consultant,Exempt,False
JP000450,Senior Consultant - Human Capital,JF005,Senior Consultant,Exempt,False
JP000451,Analyst - Legal,JF012,Analyst,Non-Exempt,False
JP000452,Senior Consultant - Regulatory Risk,JF007,Senior Consultant,Exempt,False
JP000453,Senior Consultant - Legal,JF012,Senior Consultant,Exempt,False
JP000454,Analyst - Corporate Tax,JF002,Analyst,Non-Exempt,False
JP000455,Manager - Technology Consulting,JF003,Manager,Exempt,True
JP000456,Analyst - Strategy Consulting,JF004,Analyst,Non-Exempt,False
JP000457,Analyst - Technology Consulting,JF003,Analyst,Non-Exempt,False
JP000458,Senior Consultant - Operations,JF015,Senior Consultant,Exempt,False
JP000459,Analyst - Operations,JF015,Analyst,Non-Exempt,False
JP000460,Director - Technology Consulting,JF003,Director,Exempt,True
JP000461,Consultant - Mergers and Acquisitions,JF008,Consultant,Exempt,False
JP000462,Senior Manager - Finance,JF009,Senior Manager,Exempt,True
JP000463,Consultant - Regulatory Risk,JF007,Consultant,Exempt,False
JP000464,Analyst - Human Capital,JF005,Analyst,Non-Exempt,False
JP000465,Consultant - Data and Analytics,JF014,Consultant,Exempt,False
JP000466,Analyst - Data and Analytics,JF014,Analyst,Non-Exempt,False
JP000467,Analyst - Technology Consulting,JF003,Analyst,Non-Exempt,False
JP000468,Senior Consultant - Operations,JF015,Senior Consultant,Exempt,False
JP000469,Analyst - Strategy Consulting,JF004,Analyst,Non-Exempt,False
JP000470,Senior Manager - Human Capital,JF005,Senior Manager,Exempt,True
JP000471,Consultant - Data and Analytics,JF014,Consultant,Exempt,False
JP000472,Senior Consultant - Corporate Tax,JF002,Senior Consultant,Exempt,False
JP000473,Analyst - Data and Analytics,JF014,Analyst,Non-Exempt,False
JP000474,Intern - Human Capital,JF005,Intern,Non-Exempt,False
JP000475,Manager - Operations,JF015,Manager,Exempt,True
JP000476,Analyst - Strategy Consulting,JF004,Analyst,Non-Exempt,False
JP000477,Manager - Marketing,JF013,Manager,Exempt,True
JP000478,Senior Manager - Cyber Risk,JF006,Senior Manager,Exempt,True
JP000479,Senior Consultant - Human Capital,JF005,Senior Consultant,Exempt,False
JP000480,Consultant - Strategy Consulting,JF004,Consultant,Exempt,False
JP000481,Analyst - Regulatory Risk,JF007,Analyst,Non-Exempt,False
JP000482,Manager - Marketing,JF013,Manager,Exempt,True
JP000483,Analyst - Strategy Consulting,JF004,Analyst,Non-Exempt,False
JP000484,Consultant - Marketing,JF013,Consultant,Exempt,False
JP000485,Analyst - Data and Analytics,JF014,Analyst,Non-Exempt,False
JP000486,Senior Manager - Technology Consulting,JF003,Senior Manager,Exempt,True
JP000487,Consultant - Audit Assurance,JF001,Consultant,Exempt,False
JP000488,Director - Legal,JF012,Director,Exempt,True
JP000489,Senior Consultant - Human Capital,JF005,Senior Consultant,Exempt,False
JP000490,Manager - Mergers and Acquisitions,JF008,Manager,Exempt,True
JP000491,Consultant - Audit Assurance,JF001,Consultant,Exempt,False
JP000492,Manager - Information Technology,JF011,Manager,Exempt,True
JP000493,Senior Consultant - Marketing,JF013,Senior Consultant,Exempt,False
JP000494,Manager - Mergers and Acquisitions,JF008,Manager,Exempt,True
JP000495,Consultant - Audit Assurance,JF001,Consultant,Exempt,False
JP000496,Senior Consultant - Operations,JF015,Senior Consultant,Exempt,False
JP000497,Senior Consultant - Strategy Consulting,JF004,Senior Consultant,Exempt,False
JP000498,Director - Data and Analytics,JF014,Director,Exempt,True
JP000499,Manager - Finance,JF009,Manager,Exempt,True
JP000500,Senior Consultant - Operations,JF015,Senior Consultant,Exempt,False
JP000501,Analyst - Human Resources,JF010,Analyst,Non-Exempt,False
JP000502,Senior Consultant - Technology Consulting,JF003,Senior Consultant,Exempt,False
JP000503,Director - Corporate Tax,JF002,Director,Exempt,True
JP000504,Consultant - Technology Consulting,JF003,Consultant,Exempt,False
JP000505,Consultant - Legal,JF012,Consultant,Exempt,False
JP000506,Analyst - Information Technology,JF011,Analyst,Non-Exempt,False
JP000507,Senior Consultant - Regulatory Risk,JF007,Senior Consultant,Exempt,False
JP000508,Consultant - Operations,JF015,Consultant,Exempt,False
JP000509,Consultant - Regulatory Risk,JF007,Consultant,Exempt,False
JP000510,Analyst - Information Technology,JF011,Analyst,Non-Exempt,False
JP000511,Manager - Technology Consulting,JF003,Manager,Exempt,True
JP000512,Analyst - Strategy Consulting,JF004,Analyst,Non-Exempt,False
JP000513,Intern - Operations,JF015,Intern,Non-Exempt,False
JP000514,Senior Manager - Operations,JF015,Senior Manager,Exempt,True
JP000515,Senior Consultant - Information Technology,JF011,Senior Consultant,Exempt,False
JP000516,Manager - Human Resources,JF010,Manager,Exempt,True
JP000517,Senior Manager - Regulatory Risk,JF007,Senior Manager,Exempt,True
JP000518,Senior Consultant - Operations,JF015,Senior Consultant,Exempt,False
JP000519,Analyst - Cyber Risk,JF006,Analyst,Non-Exempt,False
JP000520,Analyst - Mergers and Acquisitions,JF008,Analyst,Non-Exempt,False
JP000521,Analyst - Human Resources,JF010,Analyst,Non-Exempt,False
JP000522,Senior Consultant - Finance,JF009,Senior Consultant,Exempt,False
JP000523,Senior Consultant - Technology Consulting,JF003,Senior Consultant,Exempt,False
JP000524,Partner - Finance,JF009,Partner,Not Applicable,True
JP000525,Analyst - Data and Analytics,JF014,Analyst,Non-Exempt,False
JP000526,Manager - Technology Consulting,JF003,Manager,Exempt,True
JP000527,Intern - Cyber Risk,JF006,Intern,Non-Exempt,False
JP000528,Analyst - Information Technology,JF011,Analyst,Non-Exempt,False
JP000529,Senior Manager - Audit Assurance,JF001,Senior Manager,Exempt,True
JP000530,Consultant - Human Resources,JF010,Consultant,Exempt,False
JP000531,Director - Marketing,JF013,Director,Exempt,True
JP000532,Manager - Human Capital,JF005,Manager,Exempt,True
JP000533,Analyst - Regulatory Risk,JF007,Analyst,Non-Exempt,False
JP000534,Analyst - Cyber Risk,JF006,Analyst,Non-Exempt,False
JP000535,Manager - Operations,JF015,Manager,Exempt,True
JP000536,Consultant - Legal,JF012,Consultant,Exempt,False
JP000537,Consultant - Data and Analytics,JF014,Consultant,Exempt,False
JP000538,Analyst - Cyber Risk,JF006,Analyst,Non-Exempt,False
JP000539,Analyst - Audit Assurance,JF001,Analyst,Non-Exempt,False
JP000540,Senior Consultant - Marketing,JF013,Senior Consultant,Exempt,False
JP000541,Consultant - Human Resources,JF010,Consultant,Exempt,False
JP000542,Consultant - Human Capital,JF005,Consultant,Exempt,False
JP000543,Manager - Marketing,JF013,Manager,Exempt,True
JP000544,Analyst - Mergers and Acquisitions,JF008,Analyst,Non-Exempt,False
JP000545,Consultant - Technology Consulting,JF003,Consultant,Exempt,False
JP000546,Senior Consultant - Technology Consulting,JF003,Senior Consultant,Exempt,False
JP000547,Analyst - Finance,JF009,Analyst,Non-Exempt,False
JP000548,Analyst - Cyber Risk,JF006,Analyst,Non-Exempt,False
JP000549,Manager - Strategy Consulting,JF004,Manager,Exempt,True
JP000550,Analyst - Strategy Consulting,JF004,Analyst,Non-Exempt,False
JP000551,Analyst - Marketing,JF013,Analyst,Non-Exempt,False
JP000552,Analyst - Information Technology,JF011,Analyst,Non-Exempt,False
JP000553,Analyst - Marketing,JF013,Analyst,Non-Exempt,False
JP000554,Analyst - Operations,JF015,Analyst,Non-Exempt,False
JP000555,Analyst - Operations,JF015,Analyst,Non-Exempt,False
JP000556,Analyst - Operations,JF015,Analyst,Non-Exempt,False
JP000557,Analyst - Operations,JF015,Analyst,Non-Exempt,False
JP000558,Analyst - Regulatory Risk,JF007,Analyst,Non-Exempt,False
JP000559,Analyst - Data and Analytics,JF014,Analyst,Non-Exempt,False
JP000560,Consultant - Human Capital,JF005,Consultant,Exempt,False
JP000561,Senior Manager - Mergers and Acquisitions,JF008,Senior Manager,Exempt,True
JP000562,Intern - Audit Assurance,JF001,Intern,Non-Exempt,False
JP000563,Partner - Information Technology,JF011,Partner,Not Applicable,True
JP000564,Senior Consultant - Regulatory Risk,JF007,Senior Consultant,Exempt,False
JP000565,Manager - Strategy Consulting,JF004,Manager,Exempt,True
JP000566,Manager - Operations,JF015,Manager,Exempt,True
JP000567,Consultant - Legal,JF012,Consultant,Exempt,False
JP000568,Senior Manager - Technology Consulting,JF003,Senior Manager,Exempt,True
JP000569,Senior Consultant - Corporate Tax,JF002,Senior Consultant,Exempt,False
JP000570,Analyst - Finance,JF009,Analyst,Non-Exempt,False
JP000571,Manager - Audit Assurance,JF001,Manager,Exempt,True
JP000572,Senior Consultant - Legal,JF012,Senior Consultant,Exempt,False
JP000573,Director - Audit Assurance,JF001,Director,Exempt,True
JP000574,Partner - Information Technology,JF011,Partner,Not Applicable,True
JP000575,Senior Consultant - Technology Consulting,JF003,Senior Consultant,Exempt,False
JP000576,Consultant - Cyber Risk,JF006,Consultant,Exempt,False
JP000577,Senior Consultant - Technology Consulting,JF003,Senior Consultant,Exempt,False
JP000578,Consultant - Data and Analytics,JF014,Consultant,Exempt,False
JP000579,Analyst - Legal,JF012,Analyst,Non-Exempt,False
JP000580,Senior Consultant - Legal,JF012,Senior Consultant,Exempt,False
JP000581,Senior Consultant - Marketing,JF013,Senior Consultant,Exempt,False
JP000582,Consultant - Technology Consulting,JF003,Consultant,Exempt,False
JP000583,Manager - Operations,JF015,Manager,Exempt,True
JP000584,Analyst - Legal,JF012,Analyst,Non-Exempt,False
JP000585,Senior Consultant - Regulatory Risk,JF007,Senior Consultant,Exempt,False
JP000586,Director - Mergers and Acquisitions,JF008,Director,Exempt,True
JP000587,Director - Mergers and Acquisitions,JF008,Director,Exempt,True
JP000588,Analyst - Audit Assurance,JF001,Analyst,Non-Exempt,False
JP000589,Consultant - Corporate Tax,JF002,Consultant,Exempt,False
JP000590,Senior Consultant - Regulatory Risk,JF007,Senior Consultant,Exempt,False
JP000591,Manager - Technology Consulting,JF003,Manager,Exempt,True
JP000592,Consultant - Human Capital,JF005,Consultant,Exempt,False
JP000593,Senior Manager - Corporate Tax,JF002,Senior Manager,Exempt,True
JP000594,Senior Manager - Finance,JF009,Senior Manager,Exempt,True
JP000595,Analyst - Technology Consulting,JF003,Analyst,Non-Exempt,False
JP000596,Analyst - Human Capital,JF005,Analyst,Non-Exempt,False
JP000597,Analyst - Data and Analytics,JF014,Analyst,Non-Exempt,False
JP000598,Senior Consultant - Finance,JF009,Senior Consultant,Exempt,False
JP000599,Director - Technology Consulting,JF003,Director,Exempt,True
JP000600,Analyst - Information Technology,JF011,Analyst,Non-Exempt,False
