assessment_id,worker_id,skill_id,assessment_date,assessor_type,previous_level,current_level,assessment_method
SA000003164,W00000436,SK00024,2025-04-18,Manager,2,2,Manager Review
SA000003165,W00000436,SK00031,2024-08-26,Self,1,2,Self Review
SA000003166,W00000436,SK00031,2024-10-20,System,2,2,Course Assessment
SA000003171,W00000436,SK00036,2024-10-27,System,1,2,Certification Exam
SA000003170,W00000436,SK00036,2025-10-09,Self,1,2,Project Evidence
SA000003179,W00000437,SK00022,2024-11-04,Manager,2,2,Manager Review
SA000003180,W00000437,SK00022,2025-05-09,Self,2,2,Project Evidence
SA000003174,W00000437,SK00026,2025-05-17,Self,2,3,Self Review
SA000003173,W00000437,SK00026,2026-05-27,Manager,3,3,Manager Review
SA000003176,W00000437,SK00027,2026-01-17,System,3,4,Course Assessment
SA000003175,W00000437,SK00029,2024-12-24,Manager,5,5,Manager Review
SA000003177,W00000437,SK00033,2025-01-16,Manager,3,3,Manager Review
SA000003178,W00000437,SK00033,2025-12-25,Self,3,3,Project Evidence
SA000003186,W00000438,SK00002,2024-07-03,Manager,3,3,Manager Review
SA000003187,W00000438,SK00005,2026-01-18,Self,5,5,Self Review
SA000003182,W00000438,SK00010,2024-10-10,System,2,2,Course Assessment
SA000003184,W00000438,SK00021,2026-06-16,Manager,3,4,Manager Review
SA000003181,W00000438,SK00024,2024-11-13,Self,2,3,Project Evidence
SA000003183,W00000438,SK00027,2024-10-15,System,3,4,Course Assessment
SA000003185,W00000438,SK00036,2024-10-21,Self,3,3,Self Review
SA000003193,W00000439,SK00004,2024-12-28,Manager,2,3,Manager Review
SA000003195,W00000439,SK00008,2025-08-15,Manager,4,4,Manager Review
SA000003194,W00000439,SK00008,2026-05-15,System,4,4,Certification Exam
SA000003191,W00000439,SK00009,2024-12-20,Self,2,3,Self Review
SA000003190,W00000439,SK00009,2025-12-25,Self,2,3,Self Review
SA000003192,W00000439,SK00009,2026-04-10,System,3,3,Course Assessment
SA000003189,W00000439,SK00032,2025-11-16,System,5,5,Certification Exam
SA000003188,W00000439,SK00034,2024-07-19,Self,5,5,Self Review
SA000003197,W00000440,SK00010,2024-07-22,System,3,4,Course Assessment
SA000003198,W00000440,SK00010,2025-01-09,Manager,3,4,Manager Review
SA000003200,W00000440,SK00018,2025-01-07,System,2,2,Certification Exam
SA000003201,W00000440,SK00018,2026-02-28,Self,1,2,Project Evidence
SA000003199,W00000440,SK00026,2025-04-10,Manager,2,3,Manager Review
SA000003204,W00000440,SK00027,2024-12-04,Self,2,2,Project Evidence
SA000003205,W00000440,SK00027,2025-12-15,System,1,2,Course Assessment
SA000003206,W00000440,SK00028,2025-03-11,Self,3,4,Project Evidence
SA000003202,W00000440,SK00029,2024-10-15,Self,3,3,Project Evidence
SA000003203,W00000440,SK00029,2026-03-24,Self,3,3,Self Review
SA000003196,W00000440,SK00030,2025-02-14,Self,1,1,Self Review
SA000003207,W00000440,SK00033,2024-08-23,Self,2,2,Self Review
SA000003217,W00000441,SK00005,2026-05-25,System,4,4,Course Assessment
SA000003208,W00000441,SK00006,2026-05-21,Self,3,3,Self Review
SA000003209,W00000441,SK00007,2025-11-06,Self,1,1,Self Review
SA000003218,W00000441,SK00009,2025-12-24,Self,2,3,Self Review
SA000003212,W00000441,SK00013,2025-04-16,Self,2,3,Self Review
SA000003211,W00000441,SK00013,2026-05-24,System,2,3,Course Assessment
SA000003210,W00000441,SK00014,2024-07-04,Self,5,5,Self Review
SA000003215,W00000441,SK00015,2025-01-12,System,4,4,Certification Exam
SA000003213,W00000441,SK00015,2025-02-20,Manager,3,4,Manager Review
SA000003214,W00000441,SK00015,2025-04-19,Self,4,4,Self Review
SA000003216,W00000441,SK00021,2026-03-07,Self,2,2,Project Evidence
SA000003222,W00000442,SK00002,2025-05-12,Self,4,4,Self Review
SA000003223,W00000442,SK00008,2024-08-22,Manager,1,1,Manager Review
SA000003220,W00000442,SK00028,2025-01-24,Self,5,5,Project Evidence
SA000003219,W00000442,SK00030,2026-02-19,Self,3,4,Self Review
SA000003221,W00000442,SK00033,2024-10-19,System,4,4,Certification Exam
SA000003230,W00000443,SK00009,2026-02-03,Self,2,2,Self Review
SA000003227,W00000443,SK00011,2025-02-14,System,3,3,Course Assessment
SA000003228,W00000443,SK00011,2026-03-27,System,2,3,Course Assessment
SA000003229,W00000443,SK00011,2026-05-13,Self,3,3,Project Evidence
SA000003224,W00000443,SK00031,2025-05-18,System,4,4,Course Assessment
SA000003225,W00000443,SK00034,2025-04-28,Self,1,2,Self Review
SA000003226,W00000443,SK00034,2025-05-20,Manager,2,2,Manager Review
SA000003233,W00000444,SK00018,2026-06-16,Self,4,4,Project Evidence
SA000003235,W00000444,SK00022,2024-10-23,Self,2,2,Project Evidence
SA000003232,W00000444,SK00026,2025-03-03,System,1,1,Course Assessment
SA000003234,W00000444,SK00027,2026-06-09,Self,1,1,Self Review
SA000003231,W00000444,SK00031,2025-06-24,Self,3,3,Self Review
SA000003237,W00000445,SK00002,2024-12-29,Self,3,3,Self Review
SA000003242,W00000445,SK00003,2024-09-08,System,4,4,Course Assessment
SA000003241,W00000445,SK00003,2026-05-21,System,4,4,Course Assessment
SA000003236,W00000445,SK00024,2026-01-17,System,3,3,Course Assessment
SA000003238,W00000445,SK00027,2024-07-22,System,3,3,Certification Exam
SA000003240,W00000445,SK00027,2024-12-17,Self,3,3,Project Evidence
SA000003239,W00000445,SK00027,2025-03-14,Manager,3,3,Manager Review
SA000003244,W00000446,SK00006,2025-09-12,System,2,2,Course Assessment
SA000003243,W00000446,SK00010,2025-12-11,Manager,4,4,Manager Review
SA000003247,W00000446,SK00015,2025-05-19,Manager,5,5,Manager Review
SA000003248,W00000446,SK00015,2026-01-06,Manager,5,5,Manager Review
SA000003245,W00000446,SK00026,2025-09-08,System,5,5,Course Assessment
SA000003246,W00000446,SK00026,2025-10-23,Self,4,5,Self Review
SA000003249,W00000446,SK00027,2026-06-05,Self,2,2,Project Evidence
SA000003256,W00000447,SK00001,2025-12-25,Self,3,4,Self Review
SA000003255,W00000447,SK00003,2024-08-26,Self,2,3,Project Evidence
SA000003250,W00000447,SK00010,2025-10-04,Self,2,2,Self Review
SA000003253,W00000447,SK00011,2026-04-02,Self,2,2,Project Evidence
SA000003257,W00000447,SK00012,2024-12-05,Manager,3,3,Manager Review
SA000003252,W00000447,SK00018,2026-01-21,Self,4,4,Self Review
SA000003251,W00000447,SK00026,2025-10-20,Self,2,3,Self Review
SA000003254,W00000447,SK00027,2024-11-19,Self,2,2,Self Review
SA000003259,W00000448,SK00007,2024-10-15,Manager,2,2,Manager Review
SA000003260,W00000448,SK00007,2026-02-02,Manager,1,2,Manager Review
SA000003261,W00000448,SK00008,2025-02-12,System,4,5,Course Assessment
SA000003265,W00000448,SK00009,2025-10-08,Self,3,3,Self Review
SA000003264,W00000448,SK00015,2025-01-17,Manager,4,4,Manager Review
SA000003263,W00000448,SK00015,2026-01-06,Manager,4,4,Manager Review
SA000003258,W00000448,SK00030,2026-02-04,System,2,2,Certification Exam
SA000003262,W00000448,SK00035,2024-12-29,System,4,4,Course Assessment
SA000003267,W00000449,SK00006,2025-03-18,System,5,5,Course Assessment
SA000003269,W00000449,SK00007,2024-11-20,Self,4,5,Self Review
SA000003270,W00000449,SK00007,2026-05-15,Self,5,5,Project Evidence
SA000003268,W00000449,SK00007,2026-06-03,Manager,5,5,Manager Review
SA000003275,W00000449,SK00009,2025-07-25,Manager,2,2,Manager Review
SA000003276,W00000449,SK00009,2025-08-27,Self,1,2,Project Evidence
SA000003266,W00000449,SK00010,2026-02-14,Manager,3,3,Manager Review
SA000003273,W00000449,SK00011,2024-10-21,Self,2,3,Self Review
SA000003272,W00000449,SK00015,2025-04-19,Self,2,3,Self Review
SA000003271,W00000449,SK00035,2025-01-25,System,4,4,Certification Exam
SA000003274,W00000449,SK00040,2025-08-03,Self,3,4,Project Evidence
SA000003285,W00000450,SK00005,2026-06-08,System,4,4,Certification Exam
SA000003277,W00000450,SK00006,2024-08-24,System,3,3,Course Assessment
SA000003279,W00000450,SK00006,2025-01-15,Self,3,3,Self Review
SA000003278,W00000450,SK00006,2025-07-27,Self,3,3,Project Evidence
SA000003280,W00000450,SK00007,2024-10-19,Manager,2,3,Manager Review
SA000003281,W00000450,SK00007,2025-11-03,System,3,3,Certification Exam
SA000003283,W00000450,SK00008,2026-02-05,Manager,3,3,Manager Review
SA000003286,W00000450,SK00009,2026-02-10,System,5,5,Course Assessment
SA000003284,W00000450,SK00023,2025-09-14,Self,1,2,Self Review
SA000003282,W00000450,SK00026,2024-11-25,Manager,1,2,Manager Review
SA000003287,W00000451,SK00006,2025-01-05,Self,4,4,Self Review
SA000003289,W00000451,SK00007,2024-09-15,System,4,4,Certification Exam
SA000003288,W00000451,SK00007,2026-05-14,Self,4,4,Self Review
SA000003292,W00000451,SK00008,2024-07-25,Manager,3,3,Manager Review
SA000003291,W00000451,SK00009,2025-10-23,System,4,4,Certification Exam
SA000003290,W00000451,SK00009,2026-04-18,Manager,4,4,Manager Review
SA000003298,W00000452,SK00006,2024-10-11,Manager,4,4,Manager Review
SA000003297,W00000452,SK00006,2024-12-15,Self,3,4,Project Evidence
SA000003301,W00000452,SK00011,2025-08-05,Manager,1,2,Manager Review
SA000003295,W00000452,SK00017,2024-08-06,System,3,3,Certification Exam
SA000003299,W00000452,SK00023,2024-12-18,Manager,2,2,Manager Review
SA000003300,W00000452,SK00023,2025-05-31,Self,1,2,Project Evidence
SA000003296,W00000452,SK00026,2026-06-10,System,4,4,Certification Exam
SA000003294,W00000452,SK00031,2025-10-16,Manager,4,4,Manager Review
SA000003293,W00000452,SK00031,2025-11-15,Self,3,4,Project Evidence
SA000003306,W00000453,SK00003,2025-07-23,Manager,5,5,Manager Review
SA000003307,W00000453,SK00003,2025-12-06,System,4,5,Certification Exam
SA000003303,W00000453,SK00006,2025-02-01,Self,3,3,Project Evidence
SA000003309,W00000453,SK00008,2026-03-17,System,2,2,Certification Exam
SA000003308,W00000453,SK00008,2026-05-15,System,1,2,Course Assessment
SA000003305,W00000453,SK00009,2024-11-19,System,2,2,Course Assessment
SA000003302,W00000453,SK00010,2026-05-24,Manager,3,3,Manager Review
SA000003304,W00000453,SK00023,2025-09-06,System,2,3,Course Assessment
SA000003312,W00000454,SK00007,2024-10-17,System,3,4,Certification Exam
SA000003313,W00000454,SK00007,2026-02-11,Manager,4,4,Manager Review
SA000003320,W00000454,SK00008,2024-10-20,System,4,4,Certification Exam
SA000003319,W00000454,SK00008,2025-09-21,Self,4,4,Self Review
SA000003314,W00000454,SK00011,2025-12-14,Self,2,2,Project Evidence
SA000003315,W00000454,SK00011,2026-01-10,System,1,2,Certification Exam
SA000003311,W00000454,SK00017,2025-02-24,Self,4,4,Project Evidence
SA000003318,W00000454,SK00021,2025-01-06,Self,2,2,Project Evidence
SA000003317,W00000454,SK00021,2026-02-10,Self,1,2,Project Evidence
SA000003316,W00000454,SK00021,2026-03-17,Manager,2,2,Manager Review
SA000003310,W00000454,SK00030,2025-09-28,System,4,4,Certification Exam
SA000003323,W00000455,SK00006,2025-12-19,System,2,3,Course Assessment
SA000003322,W00000455,SK00006,2026-02-01,System,3,3,Course Assessment
SA000003324,W00000455,SK00007,2024-12-19,Manager,3,4,Manager Review
SA000003328,W00000455,SK00008,2025-06-10,Manager,5,5,Manager Review
SA000003321,W00000455,SK00010,2025-09-28,Self,2,2,Self Review
SA000003326,W00000455,SK00011,2024-08-28,Self,4,4,Self Review
SA000003325,W00000455,SK00011,2025-06-22,Manager,3,4,Manager Review
SA000003327,W00000455,SK00021,2026-04-05,System,1,2,Certification Exam
SA000003338,W00000456,SK00002,2025-12-05,Manager,3,4,Manager Review
SA000003336,W00000456,SK00003,2024-12-08,Self,4,4,Project Evidence
SA000003337,W00000456,SK00003,2026-05-22,Manager,3,4,Manager Review
SA000003331,W00000456,SK00010,2025-05-20,Self,1,2,Self Review
SA000003330,W00000456,SK00010,2026-05-14,Self,2,2,Project Evidence
SA000003334,W00000456,SK00016,2024-09-25,Self,1,2,Self Review
SA000003333,W00000456,SK00016,2026-06-02,System,2,2,Course Assessment
SA000003332,W00000456,SK00016,2026-06-08,Manager,2,2,Manager Review
SA000003329,W00000456,SK00024,2026-03-26,Manager,2,2,Manager Review
SA000003335,W00000456,SK00036,2026-06-11,Self,3,3,Project Evidence
SA000003339,W00000458,SK00006,2025-01-17,System,1,1,Course Assessment
SA000003341,W00000458,SK00007,2024-11-10,System,4,4,Course Assessment
SA000003340,W00000458,SK00007,2026-01-04,Manager,3,4,Manager Review
SA000003346,W00000458,SK00008,2025-08-28,System,2,3,Course Assessment
SA000003344,W00000458,SK00009,2025-11-14,Self,2,2,Self Review
SA000003342,W00000458,SK00016,2024-10-25,Manager,4,5,Manager Review
SA000003343,W00000458,SK00016,2026-01-20,Self,4,5,Self Review
SA000003345,W00000458,SK00021,2025-09-06,System,3,4,Course Assessment
SA000003354,W00000459,SK00002,2024-11-21,Manager,2,2,Manager Review
SA000003355,W00000459,SK00022,2024-11-27,Manager,2,3,Manager Review
SA000003347,W00000459,SK00026,2025-03-04,System,3,3,Course Assessment
SA000003349,W00000459,SK00027,2026-03-20,Self,1,1,Project Evidence
SA000003350,W00000459,SK00027,2026-04-23,Manager,1,1,Manager Review
SA000003351,W00000459,SK00028,2026-03-07,System,4,4,Certification Exam
SA000003352,W00000459,SK00028,2026-03-25,Manager,4,4,Manager Review
SA000003348,W00000459,SK00029,2025-08-27,Manager,4,4,Manager Review
SA000003353,W00000459,SK00036,2025-09-05,Manager,4,4,Manager Review
SA000003359,W00000460,SK00004,2024-11-02,System,2,2,Course Assessment
SA000003358,W00000460,SK00004,2026-05-20,System,1,2,Course Assessment
SA000003360,W00000460,SK00005,2025-11-19,Self,1,1,Self Review
SA000003357,W00000460,SK00007,2024-09-11,Manager,3,3,Manager Review
SA000003361,W00000460,SK00009,2025-02-17,Self,1,1,Project Evidence
SA000003356,W00000460,SK00010,2025-09-02,System,3,3,Course Assessment
SA000003362,W00000461,SK00006,2024-11-22,System,2,3,Certification Exam
SA000003363,W00000461,SK00006,2026-03-18,Self,3,3,Self Review
SA000003364,W00000461,SK00007,2024-12-04,System,2,3,Certification Exam
SA000003365,W00000461,SK00007,2025-08-15,System,3,3,Certification Exam
SA000003370,W00000461,SK00008,2025-05-13,Manager,4,5,Manager Review
SA000003367,W00000461,SK00009,2025-06-03,Self,1,1,Project Evidence
SA000003369,W00000461,SK00012,2025-02-27,Manager,3,3,Manager Review
SA000003368,W00000461,SK00020,2026-01-27,Manager,1,1,Manager Review
SA000003366,W00000461,SK00023,2024-11-22,System,3,4,Course Assessment
SA000003376,W00000462,SK00005,2024-09-07,Manager,3,3,Manager Review
SA000003373,W00000462,SK00006,2025-02-20,Self,4,4,Project Evidence
SA000003372,W00000462,SK00006,2026-02-25,Manager,4,4,Manager Review
SA000003374,W00000462,SK00007,2025-10-31,Self,3,3,Self Review
SA000003371,W00000462,SK00010,2025-10-16,Self,1,2,Self Review
SA000003375,W00000462,SK00039,2024-09-27,Self,2,2,Project Evidence
SA000003385,W00000463,SK00022,2024-08-14,System,2,3,Certification Exam
SA000003386,W00000463,SK00022,2025-03-15,System,3,3,Certification Exam
SA000003377,W00000463,SK00025,2026-06-20,Manager,3,3,Manager Review
SA000003380,W00000463,SK00026,2025-11-27,Self,3,3,Self Review
SA000003382,W00000463,SK00027,2026-01-18,Self,1,1,Project Evidence
SA000003381,W00000463,SK00029,2026-02-18,Self,4,4,Self Review
SA000003379,W00000463,SK00030,2024-09-30,Self,2,2,Project Evidence
SA000003378,W00000463,SK00030,2026-05-10,Manager,2,2,Manager Review
SA000003383,W00000463,SK00036,2025-02-20,Manager,3,4,Manager Review
SA000003384,W00000463,SK00036,2025-07-24,Manager,4,4,Manager Review
SA000003396,W00000464,SK00025,2025-05-17,Self,1,2,Project Evidence
SA000003387,W00000464,SK00026,2024-10-01,Self,1,1,Self Review
SA000003389,W00000464,SK00027,2025-12-26,System,4,4,Course Assessment
SA000003390,W00000464,SK00028,2025-09-06,Manager,1,1,Manager Review
SA000003391,W00000464,SK00028,2025-10-10,Self,1,1,Project Evidence
SA000003392,W00000464,SK00028,2026-05-05,Self,1,1,Self Review
SA000003388,W00000464,SK00029,2025-10-08,Manager,2,2,Manager Review
SA000003393,W00000464,SK00033,2025-04-05,Manager,4,4,Manager Review
SA000003395,W00000464,SK00033,2025-04-08,Self,4,4,Self Review
SA000003394,W00000464,SK00033,2026-06-14,Self,4,4,Self Review
SA000003404,W00000465,SK00003,2025-12-24,System,3,3,Course Assessment
SA000003403,W00000465,SK00003,2026-04-27,Self,3,3,Self Review
SA000003399,W00000465,SK00007,2024-12-14,Manager,3,3,Manager Review
SA000003398,W00000465,SK00014,2025-06-06,Self,1,1,Project Evidence
SA000003397,W00000465,SK00026,2025-12-05,Self,2,2,Self Review
SA000003401,W00000465,SK00027,2026-02-23,Self,1,2,Self Review
SA000003402,W00000465,SK00028,2026-04-28,Manager,5,5,Manager Review
SA000003400,W00000465,SK00029,2026-03-06,Self,1,2,Project Evidence
SA000003417,W00000466,SK00001,2026-04-25,Self,1,2,Self Review
SA000003409,W00000466,SK00018,2025-08-09,Self,3,3,Self Review
SA000003408,W00000466,SK00018,2026-04-17,System,2,3,Certification Exam
SA000003412,W00000466,SK00023,2025-01-21,Self,2,2,Self Review
SA000003418,W00000466,SK00025,2025-01-01,Manager,1,2,Manager Review
SA000003406,W00000466,SK00026,2024-10-03,Manager,2,2,Manager Review
SA000003407,W00000466,SK00026,2025-11-05,Self,1,2,Project Evidence
SA000003405,W00000466,SK00026,2026-01-06,Self,2,2,Self Review
SA000003415,W00000466,SK00027,2025-05-28,System,3,3,Course Assessment
SA000003414,W00000466,SK00027,2025-08-01,System,3,3,Course Assessment
SA000003413,W00000466,SK00027,2025-08-19,Manager,2,3,Manager Review
SA000003416,W00000466,SK00028,2026-04-19,Self,4,4,Project Evidence
SA000003410,W00000466,SK00029,2024-08-06,Self,3,4,Self Review
SA000003411,W00000466,SK00029,2025-06-21,Manager,3,4,Manager Review
SA000003420,W00000467,SK00027,2026-04-03,Self,4,4,Self Review
SA000003421,W00000467,SK00028,2024-08-09,System,3,3,Course Assessment
SA000003419,W00000467,SK00029,2025-04-04,Manager,2,2,Manager Review
SA000003422,W00000467,SK00033,2025-10-18,Manager,4,4,Manager Review
SA000003425,W00000468,SK00007,2026-04-27,Self,2,3,Self Review
SA000003428,W00000468,SK00009,2024-09-16,Self,2,2,Project Evidence
SA000003423,W00000468,SK00010,2024-09-25,System,2,2,Course Assessment
SA000003424,W00000468,SK00010,2026-04-13,Manager,1,2,Manager Review
SA000003426,W00000468,SK00021,2025-07-11,Self,3,3,Self Review
SA000003427,W00000468,SK00022,2025-04-08,Self,4,4,Self Review
SA000003432,W00000469,SK00011,2025-07-26,System,4,4,Course Assessment
SA000003430,W00000469,SK00018,2026-06-11,Self,1,2,Self Review
SA000003429,W00000469,SK00026,2026-01-24,Self,3,4,Self Review
SA000003433,W00000469,SK00027,2025-09-22,Manager,1,1,Manager Review
SA000003431,W00000469,SK00035,2025-10-15,Manager,1,1,Manager Review
SA000003438,W00000470,SK00007,2026-03-22,System,2,3,Course Assessment
SA000003443,W00000470,SK00008,2026-03-03,System,4,4,Course Assessment
SA000003442,W00000470,SK00009,2024-12-25,Self,2,2,Self Review
SA000003434,W00000470,SK00010,2026-03-08,Self,2,3,Project Evidence
SA000003441,W00000470,SK00016,2025-01-01,Manager,4,4,Manager Review
SA000003440,W00000470,SK00016,2025-05-05,Self,4,4,Self Review
SA000003439,W00000470,SK00029,2025-07-19,System,4,4,Certification Exam
SA000003437,W00000470,SK00032,2024-08-09,Manager,4,4,Manager Review
SA000003435,W00000470,SK00032,2024-09-18,Self,4,4,Project Evidence
SA000003436,W00000470,SK00032,2025-06-10,Manager,4,4,Manager Review
SA000003447,W00000471,SK00007,2025-02-16,System,5,5,Certification Exam
SA000003446,W00000471,SK00007,2026-02-08,System,5,5,Course Assessment
SA000003451,W00000471,SK00009,2024-08-13,Self,5,5,Self Review
SA000003452,W00000471,SK00009,2024-11-02,System,4,5,Course Assessment
SA000003444,W00000471,SK00024,2025-01-03,Manager,1,2,Manager Review
SA000003450,W00000471,SK00025,2024-10-20,Self,2,2,Project Evidence
SA000003449,W00000471,SK00027,2025-03-28,Manager,2,2,Manager Review
SA000003448,W00000471,SK00029,2026-01-06,Manager,2,3,Manager Review
SA000003445,W00000471,SK00030,2025-06-20,Self,2,3,Self Review
SA000003455,W00000472,SK00011,2025-11-04,System,3,3,Course Assessment
SA000003453,W00000472,SK00025,2024-09-04,Self,3,3,Project Evidence
SA000003454,W00000472,SK00025,2026-01-10,System,3,3,Certification Exam
SA000003456,W00000472,SK00027,2025-08-31,System,4,4,Certification Exam
SA000003457,W00000472,SK00028,2026-01-21,Manager,4,4,Manager Review
SA000003463,W00000474,SK00021,2025-02-26,Manager,4,4,Manager Review
SA000003458,W00000474,SK00024,2025-04-10,Manager,4,4,Manager Review
SA000003461,W00000474,SK00027,2025-08-27,Self,1,2,Self Review
SA000003462,W00000474,SK00028,2026-02-03,Self,3,4,Project Evidence
SA000003460,W00000474,SK00029,2025-04-27,Manager,1,1,Manager Review
SA000003459,W00000474,SK00034,2026-01-27,Self,1,1,Self Review
SA000003464,W00000474,SK00040,2025-08-01,Self,4,4,Self Review
SA000003465,W00000474,SK00040,2026-06-07,Manager,4,4,Manager Review
SA000003469,W00000475,SK00005,2024-11-04,Self,5,5,Project Evidence
SA000003470,W00000475,SK00008,2026-03-30,System,3,3,Course Assessment
SA000003467,W00000475,SK00010,2025-06-30,Self,1,1,Project Evidence
SA000003468,W00000475,SK00018,2026-03-18,System,2,3,Course Assessment
SA000003466,W00000475,SK00024,2025-11-20,Manager,3,4,Manager Review
SA000003479,W00000477,SK00005,2025-05-15,Self,2,2,Self Review
SA000003475,W00000477,SK00007,2025-04-14,System,4,5,Course Assessment
SA000003476,W00000477,SK00007,2025-04-22,Self,4,5,Project Evidence
SA000003482,W00000477,SK00009,2024-07-15,Manager,1,2,Manager Review
SA000003483,W00000477,SK00009,2024-11-07,Manager,1,2,Manager Review
SA000003473,W00000477,SK00010,2024-12-15,Manager,1,2,Manager Review
SA000003474,W00000477,SK00010,2025-12-26,System,1,2,Course Assessment
SA000003481,W00000477,SK00012,2024-09-27,Manager,3,3,Manager Review
SA000003480,W00000477,SK00012,2026-01-25,Self,2,3,Self Review
SA000003478,W00000477,SK00020,2025-07-13,Manager,4,4,Manager Review
SA000003477,W00000477,SK00020,2025-11-17,System,4,4,Course Assessment
SA000003471,W00000477,SK00040,2025-04-15,Self,5,5,Project Evidence
SA000003472,W00000477,SK00040,2025-08-06,System,5,5,Course Assessment
SA000003491,W00000478,SK00002,2025-10-23,System,2,3,Course Assessment
SA000003487,W00000478,SK00004,2025-04-03,Self,1,1,Self Review
SA000003486,W00000478,SK00004,2025-12-08,Self,1,1,Project Evidence
SA000003485,W00000478,SK00006,2024-12-31,System,1,1,Course Assessment
SA000003492,W00000478,SK00022,2025-10-05,Self,3,3,Project Evidence
SA000003484,W00000478,SK00024,2026-05-25,System,2,2,Course Assessment
SA000003490,W00000478,SK00036,2025-05-19,System,2,2,Course Assessment
SA000003489,W00000478,SK00036,2025-08-28,Manager,2,2,Manager Review
SA000003488,W00000478,SK00036,2026-06-14,System,2,2,Course Assessment
SA000003494,W00000479,SK00002,2026-02-16,Manager,1,1,Manager Review
SA000003496,W00000479,SK00028,2025-06-24,System,3,4,Course Assessment
SA000003495,W00000479,SK00028,2026-04-23,Manager,4,4,Manager Review
SA000003493,W00000479,SK00029,2025-11-29,System,4,4,Course Assessment
SA000003497,W00000479,SK00033,2025-06-08,System,3,3,Course Assessment
SA000003499,W00000480,SK00007,2026-01-21,System,3,4,Course Assessment
SA000003503,W00000480,SK00008,2025-06-28,Self,2,2,Self Review
SA000003501,W00000480,SK00009,2025-07-08,Self,2,2,Self Review
SA000003500,W00000480,SK00009,2026-05-22,Manager,2,2,Manager Review
SA000003498,W00000480,SK00010,2025-11-20,System,1,2,Course Assessment
SA000003502,W00000480,SK00021,2026-01-20,System,2,3,Course Assessment
SA000003510,W00000481,SK00004,2025-08-18,Self,1,2,Self Review
SA000003506,W00000481,SK00006,2025-12-09,System,1,1,Course Assessment
SA000003507,W00000481,SK00006,2026-01-09,Manager,1,1,Manager Review
SA000003508,W00000481,SK00007,2025-05-01,System,2,2,Course Assessment
SA000003512,W00000481,SK00008,2024-09-19,System,1,2,Course Assessment
SA000003505,W00000481,SK00010,2026-01-01,Self,2,3,Self Review
SA000003511,W00000481,SK00012,2024-07-25,Self,2,3,Self Review
SA000003509,W00000481,SK00029,2025-12-28,System,2,3,Certification Exam
SA000003504,W00000481,SK00033,2025-11-26,System,1,2,Certification Exam
SA000003516,W00000482,SK00011,2025-05-06,Self,2,2,Project Evidence
SA000003517,W00000482,SK00011,2025-06-07,Manager,1,2,Manager Review
SA000003515,W00000482,SK00018,2024-10-13,Self,4,4,Project Evidence
SA000003520,W00000482,SK00021,2025-03-01,Manager,3,3,Manager Review
SA000003519,W00000482,SK00021,2025-05-01,Manager,3,3,Manager Review
SA000003518,W00000482,SK00027,2025-12-10,System,5,5,Course Assessment
SA000003513,W00000482,SK00031,2026-04-04,System,5,5,Course Assessment
SA000003514,W00000482,SK00038,2025-02-06,Manager,3,4,Manager Review
SA000003525,W00000483,SK00002,2025-09-04,Manager,3,3,Manager Review
SA000003527,W00000483,SK00009,2024-11-08,Self,3,3,Self Review
SA000003526,W00000483,SK00009,2026-02-21,System,3,3,Certification Exam
SA000003528,W00000483,SK00009,2026-03-17,Manager,3,3,Manager Review
SA000003521,W00000483,SK00024,2025-05-28,System,3,3,Course Assessment
SA000003522,W00000483,SK00026,2025-07-03,System,1,1,Course Assessment
SA000003524,W00000483,SK00027,2024-12-28,Self,2,2,Project Evidence
SA000003523,W00000483,SK00029,2026-04-06,Manager,5,5,Manager Review
SA000003534,W00000484,SK00005,2024-07-20,Self,4,4,Self Review
SA000003535,W00000484,SK00005,2025-06-21,Manager,4,4,Manager Review
SA000003536,W00000484,SK00005,2025-09-20,System,3,4,Course Assessment
SA000003530,W00000484,SK00007,2026-03-31,Manager,1,1,Manager Review
SA000003537,W00000484,SK00008,2024-10-19,Self,2,3,Self Review
SA000003538,W00000484,SK00008,2025-02-14,Self,3,3,Project Evidence
SA000003532,W00000484,SK00019,2026-04-25,Manager,3,3,Manager Review
SA000003533,W00000484,SK00021,2025-10-20,Self,2,3,Self Review
SA000003529,W00000484,SK00031,2025-08-06,System,2,3,Certification Exam
SA000003531,W00000484,SK00039,2025-09-29,Self,2,2,Project Evidence
SA000003539,W00000485,SK00006,2025-01-28,Manager,4,4,Manager Review
SA000003540,W00000485,SK00007,2024-10-13,Self,3,3,Project Evidence
SA000003541,W00000485,SK00007,2025-12-22,Self,3,3,Project Evidence
SA000003542,W00000485,SK00008,2026-03-08,Self,2,3,Project Evidence
SA000003546,W00000485,SK00009,2024-12-13,Manager,4,4,Manager Review
SA000003545,W00000485,SK00009,2025-11-15,Self,3,4,Project Evidence
SA000003547,W00000485,SK00009,2026-03-18,Manager,4,4,Manager Review
SA000003544,W00000485,SK00022,2025-10-07,Self,1,1,Project Evidence
SA000003543,W00000485,SK00037,2025-12-01,Manager,3,4,Manager Review
SA000003550,W00000486,SK00024,2025-09-09,System,4,4,Course Assessment
SA000003551,W00000486,SK00026,2025-05-23,Self,4,5,Self Review
SA000003552,W00000486,SK00027,2024-08-23,Manager,3,3,Manager Review
SA000003549,W00000486,SK00029,2025-08-04,Self,1,1,Self Review
SA000003548,W00000486,SK00029,2026-06-19,System,1,1,Course Assessment
