worker_compensation_id,worker_id,effective_date,pay_currency,base_pay_amount,base_pay_frequency,bonus_target_percentage,compensation_grade_id,compensation_plan_id,market_position_ratio,compa_ratio,salary_band_min,salary_band_mid,salary_band_max,gen_ai_impact_level,gen_ai_skill_premium,gen_ai_premium_applied,gen_ai_premium_amount,gen_ai_role_category
WC00000378,W00000378,2024-07-01,INR,36000.0,Annual,0.08,CG000625,CP001,0.947,0.947,27000,38000,50000,Medium,0.05,False,0,AI-Augmented Professional
WC00000379,W00000379,2023-11-02,BRL,74900.0,Annual,0.12,CG000167,CP001,1.026,1.026,47000,73000,98000,Medium,0.05,False,0,AI-Augmented Professional
WC00000380,W00000380,2022-10-22,EUR,105000.0,Annual,0.08,CG000418,CP001,1.002,1.002,74000,105000,140000,Medium,0.05,False,0,AI-Augmented Professional
WC00000381,W00000381,2025-01-12,AUD,74400.0,Annual,0.05,CG000048,CP001,0.855,0.855,61000,87000,115000,High,0.08,False,0,AI Risk / Compliance
WC00000382,W00000382,2024-02-11,MXN,33900.0,Annual,0.05,CG000930,CP001,0.827,0.827,29000,41000,54000,Critical,0.12,False,0,AI Builder
WC00000383,W00000383,2023-08-05,USD,48.06,Hourly,0.0,CG001705,CP003,0.833,0.833,84000,120000,155000,Medium,0.05,False,0,AI-Augmented Professional
WC00000384,W00000384,2025-01-01,GBP,56000.0,Annual,0.03,CG001514,CP001,0.933,0.933,45000,60000,75000,Medium,0.05,False,0,AI-Augmented Professional
WC00000385,W00000385,2024-05-13,EUR,69800.0,Annual,0.05,CG000534,CP001,0.884,0.884,56000,79000,105000,Medium,0.05,False,0,AI-Augmented Professional
WC00000386,W00000386,2021-07-01,INR,22800.0,Annual,0.03,CG000560,CP001,0.952,0.952,18000,24000,30000,High,0.08,False,0,AI Product / Transformation
WC00000387,W00000387,2021-07-01,INR,31500.0,Annual,0.05,CG000669,CP001,1.051,1.051,21000,30000,39000,Medium,0.05,False,0,AI-Augmented Professional
WC00000388,W00000388,2021-09-18,MXN,115000.0,Annual,0.25,CG000880,CP001,0.85,0.85,73000,135000,195000,Low,0.03,False,0,AI User
WC00000389,W00000389,2022-09-26,MXN,56700.0,Annual,0.08,CG000895,CP001,1.2,1.26,32000,45000,59000,Medium,0.05,True,2700,AI-Augmented Professional
WC00000390,W00000390,2025-01-01,EUR,54800.0,Annual,0.03,CG000515,CP001,1.014,1.014,41000,54000,68000,Medium,0.05,False,0,AI-Augmented Professional
WC00000391,W00000391,2021-03-14,EUR,52700.0,Annual,0.03,CG000416,CP001,0.924,0.924,43000,57000,72000,Medium,0.05,False,0,AI-Augmented Professional
WC00000392,W00000392,2021-01-01,JPY,85100.0,Annual,0.08,CG000715,CP001,0.935,0.935,64000,91000,120000,Medium,0.05,False,0,AI-Augmented Professional
WC00000393,W00000393,2021-02-07,BRL,62000.0,Annual,0.12,CG000140,CP001,0.85,0.85,47000,73000,98000,Medium,0.05,False,0,AI-Augmented Professional
WC00000394,W00000394,2021-09-04,EUR,73.46,Hourly,0.0,CG000455,CP002,0.955,0.955,105000,160000,220000,High,0.08,False,0,AI Risk / Compliance
WC00000395,W00000395,2025-09-21,AED,50000.0,Annual,0.03,CG001460,CP001,0.992,1.042,36000,48000,60000,Medium,0.05,True,2400,AI-Augmented Professional
WC00000396,W00000396,2024-07-01,EUR,59400.0,Annual,0.03,CG000416,CP001,0.993,1.043,43000,57000,72000,Medium,0.05,True,2800,AI-Augmented Professional
WC00000397,W00000397,2022-05-04,INR,101000.0,Annual,0.18,CG000591,CP001,1.178,1.178,56000,86000,115000,High,0.08,False,0,AI Risk / Compliance
WC00000398,W00000398,2025-08-03,JPY,151000.0,Annual,0.18,CG000744,CP001,0.886,0.886,110000,170000,230000,Low,0.03,False,0,AI User
WC00000399,W00000399,2022-07-26,EUR,275000.0,Annual,0.25,CG000412,CP001,0.917,0.917,165000,300000,435000,Medium,0.05,False,0,AI-Augmented Professional
WC00000400,W00000400,2022-01-01,ZAR,68500.0,Annual,0.12,CG001103,CP001,1.023,1.023,44000,67000,91000,High,0.08,False,0,AI Product / Transformation
WC00000401,W00000401,2025-08-26,USD,126000.0,Annual,0.08,CG001687,CP001,1.006,1.006,87000,125000,160000,Low,0.03,False,0,AI User
WC00000402,W00000402,2025-09-17,EUR,106000.0,Annual,0.08,CG000535,CP001,1.005,1.005,74000,105000,140000,Medium,0.05,False,0,AI-Augmented Professional
WC00000403,W00000403,2023-01-01,EUR,57600.0,Annual,0.03,CG000461,CP001,0.977,0.977,44000,59000,74000,High,0.08,False,0,AI Governance
WC00000404,W00000404,2023-01-01,EUR,102000.0,Annual,0.08,CG000418,CP001,0.975,0.975,74000,105000,140000,Medium,0.05,False,0,AI-Augmented Professional
WC00000405,W00000405,2021-04-04,EUR,26.82,Hourly,0.0,CG000974,CP003,0.996,0.996,42000,56000,70000,Medium,0.05,False,0,AI-Augmented Professional
WC00000406,W00000406,2021-01-15,EUR,58200.0,Annual,0.03,CG001073,CP001,1.039,1.039,42000,56000,70000,Medium,0.05,False,0,AI-Augmented Professional
WC00000407,W00000407,2024-12-23,AUD,179000.0,Annual,0.18,CG000078,CP001,0.916,0.916,130000,195000,265000,Low,0.03,False,0,AI User
WC00000408,W00000408,2024-01-01,EUR,59900.0,Annual,0.03,CG000443,CP001,1.051,1.051,43000,57000,72000,Medium,0.05,False,0,AI-Augmented Professional
WC00000409,W00000409,2021-05-06,GBP,26500.0,Annual,0.0,CG001522,CP001,0.945,0.945,21000,28000,35000,Medium,0.05,False,0,AI-Augmented Professional
WC00000410,W00000410,2024-03-02,INR,344000.0,Annual,0.5,CG000657,CP001,0.85,0.892,155000,385000,615000,Medium,0.05,True,16400,AI-Augmented Professional
WC00000411,W00000411,2022-04-14,AUD,79200.0,Annual,0.08,CG000085,CP001,0.8,0.8,70000,99000,130000,Medium,0.05,False,0,AI-Augmented Professional
WC00000412,W00000412,2021-07-01,INR,10500.0,Annual,0.0,CG000649,CP001,1.046,1.046,7000,10000,12000,Medium,0.05,False,0,AI-Augmented Professional
WC00000413,W00000413,2021-12-02,BRL,46000.0,Annual,0.08,CG000202,CP001,0.885,0.885,36000,52000,67000,Low,0.03,False,0,AI User
WC00000414,W00000414,2022-07-01,INR,18200.0,Annual,0.03,CG000596,CP001,0.829,0.829,17000,22000,28000,High,0.08,False,0,AI Governance
WC00000415,W00000415,2023-07-01,MXN,29000.0,Annual,0.05,CG000921,CP001,0.854,0.854,24000,34000,44000,Medium,0.05,False,0,AI-Augmented Professional
WC00000416,W00000416,2025-05-26,GBP,59800.0,Annual,0.03,CG001496,CP001,0.949,0.996,45000,60000,75000,Medium,0.05,True,2800,AI-Augmented Professional
WC00000417,W00000417,2024-02-25,USD,53.85,Hourly,0.0,CG001687,CP003,0.896,0.896,87000,125000,160000,Low,0.03,False,0,AI User
WC00000418,W00000418,2023-02-15,AUD,85200.0,Annual,0.08,CG000085,CP001,0.861,0.861,70000,99000,130000,Medium,0.05,False,0,AI-Augmented Professional
WC00000419,W00000419,2023-10-14,BRL,24600.0,Annual,0.03,CG000245,CP001,0.911,0.911,20000,27000,34000,Medium,0.05,False,0,AI-Augmented Professional
WC00000420,W00000420,2024-01-01,INR,21900.0,Annual,0.03,CG000551,CP001,0.947,0.994,16000,22000,27000,Medium,0.05,True,1000,AI-Augmented Professional
WC00000421,W00000421,2022-10-28,AUD,59000.0,Annual,0.03,CG000047,CP001,0.867,0.936,47000,63000,79000,High,0.08,True,4400,AI Risk / Compliance
WC00000422,W00000422,2023-01-03,EUR,230000.0,Annual,0.18,CG001077,CP001,1.094,1.149,130000,200000,265000,Medium,0.05,True,10900,AI-Augmented Professional
WC00000423,W00000423,2023-07-31,USD,107000.0,Annual,0.05,CG001641,CP001,0.941,1.016,73000,105000,135000,High,0.08,True,7900,AI Product / Transformation
WC00000424,W00000424,2021-05-18,BRL,32800.0,Annual,0.03,CG000254,CP001,0.888,0.995,25000,33000,41000,Critical,0.12,True,3500,AI Builder
WC00000425,W00000425,2022-07-01,INR,20000.0,Annual,0.03,CG000641,CP001,0.905,0.95,16000,21000,26000,Medium,0.05,True,1000,AI Governance
WC00000426,W00000426,2024-01-01,BRL,47800.0,Annual,0.08,CG000220,CP001,0.955,0.955,35000,50000,65000,Medium,0.05,False,0,AI-Augmented Professional
WC00000427,W00000427,2024-07-01,MXN,23100.0,Annual,0.03,CG000821,CP001,0.888,0.888,19000,26000,32000,Medium,0.05,False,0,AI-Augmented Professional
WC00000428,W00000428,2022-01-01,USD,217000.0,Annual,0.18,CG001626,CP001,0.905,0.905,155000,240000,325000,Medium,0.05,False,0,AI-Augmented Professional
WC00000429,W00000429,2022-03-24,EUR,881000.0,Annual,0.4,CG000485,CP001,1.355,1.355,260000,650000,1040000,Low,0.03,False,0,AI User
WC00000430,W00000430,2021-09-18,INR,45900.0,Annual,0.08,CG000598,CP001,1.119,1.119,29000,41000,54000,High,0.08,False,0,AI Governance
WC00000431,W00000431,2023-07-20,AUD,110000.0,Annual,0.08,CG000058,CP001,0.998,0.998,75000,110000,140000,High,0.08,False,0,AI Governance
WC00000432,W00000432,2023-09-18,EUR,47500.0,Annual,0.03,CG000506,CP001,0.879,0.879,41000,54000,68000,Medium,0.05,False,0,AI Governance
WC00000433,W00000433,2022-01-01,AUD,48700.0,Annual,0.03,CG000128,CP001,0.854,0.854,42000,57000,71000,Medium,0.05,False,0,AI-Augmented Professional
WC00000434,W00000434,2021-08-08,JPY,60900.0,Annual,0.03,CG000794,CP001,0.954,1.068,42000,57000,71000,Critical,0.12,True,6500,AI Builder
WC00000435,W00000435,2022-07-31,EUR,156000.0,Annual,0.12,CG000536,CP001,1.076,1.076,95000,145000,195000,Medium,0.05,False,0,AI-Augmented Professional
WC00000436,W00000436,2022-11-29,AUD,28400.0,Annual,0.0,CG000019,CP001,0.978,0.978,22000,29000,36000,High,0.08,False,0,AI Product / Transformation
WC00000437,W00000437,2023-02-02,EUR,93500.0,Annual,0.05,CG000534,CP001,1.127,1.183,56000,79000,105000,Medium,0.05,True,4500,AI-Augmented Professional
WC00000438,W00000438,2022-04-14,EUR,102000.0,Annual,0.08,CG000967,CP001,0.885,0.885,80000,115000,150000,High,0.08,False,0,AI Product / Transformation
WC00000439,W00000439,2024-07-01,AUD,54400.0,Annual,0.03,CG000011,CP001,0.954,0.954,42000,57000,71000,Medium,0.05,False,0,AI-Augmented Professional
WC00000440,W00000440,2021-06-30,USD,96900.0,Annual,0.05,CG001632,CP001,1.031,1.031,66000,94000,125000,Medium,0.05,False,0,AI-Augmented Professional
WC00000441,W00000441,2023-01-01,GBP,115000.0,Annual,0.05,CG001605,CP001,1.2,1.2,67000,96000,125000,Critical,0.12,False,0,AI Builder
WC00000442,W00000442,2023-05-06,INR,42400.0,Annual,0.08,CG000625,CP001,1.115,1.115,27000,38000,50000,Medium,0.05,False,0,AI-Augmented Professional
WC00000443,W00000443,2022-03-31,USD,211000.0,Annual,0.12,CG001751,CP001,1.15,1.207,115000,175000,235000,Medium,0.05,True,10100,AI-Augmented Professional
WC00000444,W00000444,2025-03-10,GBP,411000.0,Annual,0.25,CG001492,CP001,1.242,1.304,175000,315000,455000,Medium,0.05,True,19600,AI-Augmented Professional
WC00000445,W00000445,2022-10-13,AUD,97200.0,Annual,0.08,CG000094,CP001,0.818,0.883,75000,110000,140000,High,0.08,True,7200,AI Builder
WC00000446,W00000446,2021-01-19,AUD,82400.0,Annual,0.05,CG000129,CP001,1.056,1.056,55000,78000,100000,Medium,0.05,False,0,AI-Augmented Professional
WC00000447,W00000447,2024-05-30,EUR,114.04,Hourly,0.0,CG001077,CP002,1.186,1.186,130000,200000,265000,Medium,0.05,False,0,AI-Augmented Professional
WC00000448,W00000448,2023-07-26,EUR,67000.0,Annual,0.03,CG000425,CP001,0.969,1.047,48000,64000,80000,High,0.08,True,5000,AI Product / Transformation
WC00000449,W00000449,2021-07-01,BRL,30600.0,Annual,0.03,CG000227,CP001,0.976,1.054,22000,29000,37000,High,0.08,True,2300,AI Builder
WC00000450,W00000450,2023-07-01,EUR,43700.0,Annual,0.03,CG001334,CP001,0.892,0.892,37000,49000,61000,Critical,0.12,False,0,AI Builder
WC00000451,W00000451,2021-02-17,EUR,69700.0,Annual,0.03,CG000425,CP001,1.008,1.089,48000,64000,80000,High,0.08,True,5200,AI Product / Transformation
WC00000452,W00000452,2021-07-01,EUR,168000.0,Annual,0.12,CG000518,CP001,1.197,1.197,90000,140000,185000,Medium,0.05,False,0,AI-Augmented Professional
WC00000453,W00000453,2022-11-01,USD,76200.0,Annual,0.03,CG001739,CP001,0.965,0.965,59000,79000,98000,Critical,0.12,False,0,AI Builder
WC00000454,W00000454,2025-07-01,EUR,48700.0,Annual,0.03,CG000515,CP001,0.901,0.901,41000,54000,68000,Medium,0.05,False,0,AI-Augmented Professional
WC00000455,W00000455,2024-05-27,INR,17400.0,Annual,0.03,CG000551,CP001,0.792,0.792,16000,22000,27000,Medium,0.05,False,0,AI-Augmented Professional
WC00000456,W00000456,2024-09-02,GBP,153000.0,Annual,0.08,CG001507,CP001,1.137,1.228,86000,125000,160000,High,0.08,True,11400,AI Product / Transformation
WC00000457,W00000457,2021-08-28,EUR,76000.0,Annual,0.05,CG000444,CP001,0.962,0.962,56000,79000,105000,Medium,0.05,False,0,AI-Augmented Professional
WC00000458,W00000458,2024-06-25,MXN,23200.0,Annual,0.03,CG000938,CP001,0.893,0.893,19000,26000,32000,Medium,0.05,False,0,AI-Augmented Professional
WC00000459,W00000459,2022-02-16,AUD,115000.0,Annual,0.08,CG000058,CP001,1.041,1.041,75000,110000,140000,High,0.08,False,0,AI Governance
WC00000460,W00000460,2025-08-10,USD,29.34,Hourly,0.0,CG001721,CP002,0.939,0.939,49000,65000,81000,Medium,0.05,False,0,AI Governance
WC00000461,W00000461,2022-06-08,AUD,28.12,Hourly,0.0,CG000011,CP002,1.026,1.026,42000,57000,71000,Medium,0.05,False,0,AI-Augmented Professional
WC00000462,W00000462,2022-01-01,MXN,23200.0,Annual,0.03,CG000938,CP001,0.893,0.893,19000,26000,32000,Medium,0.05,False,0,AI-Augmented Professional
WC00000463,W00000463,2022-01-01,EUR,97400.0,Annual,0.08,CG000445,CP001,0.928,0.928,74000,105000,140000,Medium,0.05,False,0,AI-Augmented Professional
WC00000464,W00000464,2023-07-13,INR,25600.0,Annual,0.05,CG000651,CP001,0.882,0.882,20000,29000,37000,Medium,0.05,False,0,AI-Augmented Professional
WC00000465,W00000465,2021-03-31,MXN,43800.0,Annual,0.08,CG000886,CP001,0.931,0.931,33000,47000,61000,Low,0.03,False,0,AI User
WC00000466,W00000466,2024-12-21,INR,32500.0,Annual,0.05,CG000669,CP001,1.082,1.082,21000,30000,39000,Medium,0.05,False,0,AI-Augmented Professional
WC00000467,W00000467,2025-04-07,EUR,70000.0,Annual,0.05,CG000489,CP001,0.934,0.934,53000,75000,98000,Medium,0.05,False,0,AI-Augmented Professional
WC00000468,W00000468,2024-05-27,EUR,40600.0,Annual,0.03,CG001316,CP001,1.015,1.015,30000,40000,50000,Medium,0.05,False,0,AI Governance
WC00000469,W00000469,2025-07-01,EUR,162000.0,Annual,0.12,CG001040,CP001,1.115,1.115,95000,145000,195000,High,0.08,False,0,AI Builder
WC00000470,W00000470,2022-09-22,EUR,21.67,Hourly,0.0,CG000470,CP003,0.805,0.805,42000,56000,70000,Low,0.03,False,0,AI User
WC00000471,W00000471,2021-03-25,MXN,23800.0,Annual,0.03,CG000884,CP001,0.953,0.953,19000,25000,32000,Low,0.03,False,0,AI User
WC00000472,W00000472,2025-12-22,CAD,106000.0,Annual,0.08,CG000274,CP001,0.963,1.011,72000,105000,135000,Medium,0.05,True,5100,AI-Augmented Professional
WC00000473,W00000473,2024-01-01,GBP,119000.0,Annual,0.08,CG001615,CP001,1.079,1.079,78000,110000,145000,Medium,0.05,False,0,AI-Augmented Professional
WC00000474,W00000474,2022-01-01,MXN,34800.0,Annual,0.05,CG000849,CP001,0.967,0.967,25000,36000,47000,Medium,0.05,False,0,AI-Augmented Professional
WC00000475,W00000475,2025-07-01,INR,47300.0,Annual,0.08,CG000661,CP001,0.918,1.028,33000,46000,60000,Critical,0.12,True,5100,AI Builder
WC00000476,W00000476,2023-01-06,AUD,129000.0,Annual,0.12,CG000113,CP001,0.911,0.957,89000,135000,185000,Medium,0.05,True,6100,AI-Augmented Professional
WC00000477,W00000477,2021-08-23,EUR,64300.0,Annual,0.03,CG000425,CP001,1.004,1.004,48000,64000,80000,High,0.08,False,0,AI Product / Transformation
WC00000478,W00000478,2021-07-01,EUR,74600.0,Annual,0.05,CG000966,CP001,0.867,0.867,60000,86000,110000,High,0.08,False,0,AI Product / Transformation
WC00000479,W00000479,2024-07-01,INR,28600.0,Annual,0.05,CG000570,CP001,0.954,0.954,21000,30000,39000,Medium,0.05,False,0,AI-Augmented Professional
WC00000480,W00000480,2022-11-01,INR,31400.0,Annual,0.05,CG000660,CP001,0.896,0.896,24000,35000,45000,Critical,0.12,False,0,AI Builder
WC00000481,W00000481,2021-06-14,INR,17500.0,Annual,0.03,CG000542,CP001,0.794,0.794,16000,22000,27000,Medium,0.05,False,0,AI-Augmented Professional
WC00000482,W00000482,2024-07-01,USD,217000.0,Annual,0.18,CG001698,CP001,0.922,0.922,155000,235000,320000,Low,0.03,False,0,AI User
WC00000483,W00000483,2024-08-30,MXN,30400.0,Annual,0.05,CG000876,CP001,0.869,0.869,25000,35000,46000,Low,0.03,False,0,AI User
WC00000484,W00000484,2025-10-12,GBP,92100.0,Annual,0.05,CG001605,CP001,0.959,0.959,67000,96000,125000,Critical,0.12,False,0,AI Builder
WC00000485,W00000485,2024-07-08,INR,20500.0,Annual,0.03,CG000596,CP001,0.933,0.933,17000,22000,28000,High,0.08,False,0,AI Governance
WC00000486,W00000486,2021-08-16,INR,13.55,Hourly,0.0,CG000579,CP003,0.895,0.94,21000,30000,39000,Medium,0.05,True,1300,AI-Augmented Professional
WC00000487,W00000487,2025-01-01,AUD,74100.0,Annual,0.05,CG000066,CP001,0.962,0.962,54000,77000,100000,Low,0.03,False,0,AI User
WC00000488,W00000488,2025-07-01,CAD,73300.0,Annual,0.05,CG000399,CP001,0.952,0.952,54000,77000,100000,Medium,0.05,False,0,AI-Augmented Professional
WC00000489,W00000489,2025-02-15,BRL,58200.0,Annual,0.08,CG000202,CP001,1.119,1.119,36000,52000,67000,Low,0.03,False,0,AI User
WC00000490,W00000490,2024-01-01,EUR,72400.0,Annual,0.05,CG000534,CP001,0.916,0.916,56000,79000,105000,Medium,0.05,False,0,AI-Augmented Professional
WC00000491,W00000491,2023-07-01,EUR,134000.0,Annual,0.12,CG000500,CP001,0.896,0.896,97000,150000,200000,High,0.08,False,0,AI Builder
WC00000492,W00000492,2023-03-10,USD,397000.0,Annual,0.25,CG001645,CP001,1.004,1.004,220000,395000,575000,High,0.08,False,0,AI Product / Transformation
WC00000493,W00000493,2022-06-22,EUR,84000.0,Annual,0.08,CG000436,CP001,0.8,0.8,74000,105000,140000,Medium,0.05,False,0,AI-Augmented Professional
WC00000494,W00000494,2023-01-01,AUD,105000.0,Annual,0.08,CG000040,CP001,1.002,1.002,73000,105000,135000,Medium,0.05,False,0,AI-Augmented Professional
WC00000495,W00000495,2022-01-01,EUR,21100.0,Annual,0.0,CG000442,CP001,0.81,0.81,20000,26000,33000,Medium,0.05,False,0,AI-Augmented Professional
WC00000496,W00000496,2024-01-01,MXN,31400.0,Annual,0.05,CG000939,CP001,0.873,0.873,25000,36000,47000,Medium,0.05,False,0,AI-Augmented Professional
WC00000497,W00000497,2024-07-01,USD,73600.0,Annual,0.03,CG001739,CP001,0.932,0.932,59000,79000,98000,Critical,0.12,False,0,AI Builder
WC00000498,W00000498,2022-10-09,MXN,24300.0,Annual,0.03,CG000911,CP001,0.971,0.971,18000,25000,31000,Medium,0.05,False,0,AI Governance
WC00000499,W00000499,2022-12-09,MXN,25000.0,Annual,0.03,CG000893,CP001,1.002,1.002,18000,25000,31000,Medium,0.05,False,0,AI-Augmented Professional
WC00000500,W00000500,2022-02-26,USD,69600.0,Annual,0.03,CG001739,CP001,0.881,0.881,59000,79000,98000,Critical,0.12,False,0,AI Builder
WC00000501,W00000501,2025-07-01,INR,25500.0,Annual,0.03,CG000587,CP001,1.064,1.064,18000,24000,30000,High,0.08,False,0,AI Risk / Compliance
WC00000502,W00000502,2023-07-01,EUR,1381000.0,Annual,0.5,CG000522,CP001,1.374,1.374,400000,1005000,1610000,Medium,0.05,False,0,AI-Augmented Professional
WC00000503,W00000503,2023-03-03,MXN,31800.0,Annual,0.05,CG000921,CP001,0.935,0.935,24000,34000,44000,Medium,0.05,False,0,AI-Augmented Professional
WC00000504,W00000504,2025-02-23,INR,32400.0,Annual,0.05,CG000561,CP001,0.953,0.953,24000,34000,44000,High,0.08,False,0,AI Product / Transformation
WC00000505,W00000505,2022-01-01,EUR,45500.0,Annual,0.03,CG000416,CP001,0.798,0.798,43000,57000,72000,Medium,0.05,False,0,AI-Augmented Professional
WC00000506,W00000506,2022-01-01,EUR,142000.0,Annual,0.18,CG001329,CP001,1.015,1.015,92000,140000,190000,Medium,0.05,False,0,AI-Augmented Professional
WC00000507,W00000507,2025-07-01,EUR,52700.0,Annual,0.03,CG000425,CP001,0.823,0.823,48000,64000,80000,High,0.08,False,0,AI Product / Transformation
WC00000508,W00000508,2021-07-01,EUR,104000.0,Annual,0.08,CG000481,CP001,0.991,0.991,73000,105000,135000,Low,0.03,False,0,AI User
WC00000509,W00000509,2021-07-01,EUR,100000.0,Annual,0.08,CG000481,CP001,0.955,0.955,73000,105000,135000,Low,0.03,False,0,AI User
WC00000510,W00000510,2022-12-25,USD,744000.0,Annual,0.4,CG001718,CP001,0.85,0.918,325000,810000,1295000,High,0.08,True,55100,AI Builder
WC00000511,W00000511,2025-01-01,AUD,287000.0,Annual,0.25,CG000115,CP001,1.025,1.025,155000,280000,410000,Medium,0.05,False,0,AI-Augmented Professional
WC00000512,W00000512,2023-05-31,INR,557000.0,Annual,0.5,CG000594,CP001,1.146,1.238,180000,450000,715000,High,0.08,True,41300,AI Risk / Compliance
WC00000513,W00000513,2024-08-12,MXN,96700.0,Annual,0.18,CG000861,CP001,0.967,0.967,66000,100000,140000,High,0.08,False,0,AI Risk / Compliance
WC00000514,W00000514,2022-02-04,EUR,55400.0,Annual,0.03,CG000497,CP001,0.869,0.939,44000,59000,74000,High,0.08,True,4100,AI Builder
WC00000515,W00000515,2021-07-01,ZAR,18000.0,Annual,0.03,CG001208,CP001,0.75,0.75,18000,24000,30000,Medium,0.05,False,0,AI-Augmented Professional
WC00000516,W00000516,2022-03-02,USD,122000.0,Annual,0.05,CG001740,CP001,1.106,1.106,76000,110000,140000,Critical,0.12,False,0,AI Builder
WC00000517,W00000517,2024-10-26,EUR,96100.0,Annual,0.08,CG000418,CP001,0.915,0.915,74000,105000,140000,Medium,0.05,False,0,AI-Augmented Professional
WC00000518,W00000518,2021-05-28,INR,33400.0,Annual,0.05,CG000561,CP001,0.981,0.981,24000,34000,44000,High,0.08,False,0,AI Product / Transformation
WC00000519,W00000519,2023-08-24,INR,19000.0,Annual,0.03,CG000668,CP001,0.864,0.864,16000,22000,27000,Medium,0.05,False,0,AI-Augmented Professional
WC00000520,W00000520,2024-07-01,AUD,74000.0,Annual,0.05,CG000066,CP001,0.961,0.961,54000,77000,100000,Low,0.03,False,0,AI User
WC00000521,W00000521,2025-02-22,USD,171000.0,Annual,0.12,CG001643,CP001,0.9,0.9,125000,190000,260000,High,0.08,False,0,AI Product / Transformation
WC00000522,W00000522,2022-04-09,EUR,175000.0,Annual,0.12,CG000527,CP001,0.917,1.027,110000,170000,225000,Critical,0.12,True,18700,AI Builder
WC00000523,W00000523,2022-07-20,MXN,25300.0,Annual,0.03,CG000857,CP001,0.871,0.871,22000,29000,36000,High,0.08,False,0,AI Risk / Compliance
WC00000524,W00000524,2024-03-20,GBP,88800.0,Annual,0.05,CG001533,CP001,0.894,0.966,65000,92000,120000,High,0.08,True,6600,AI Risk / Compliance
WC00000525,W00000525,2023-05-21,INR,156000.0,Annual,0.25,CG000574,CP001,1.293,1.358,63000,115000,165000,Medium,0.05,True,7400,AI-Augmented Professional
WC00000526,W00000526,2024-03-01,GBP,170000.0,Annual,0.12,CG001589,CP001,1.173,1.173,94000,145000,195000,Medium,0.05,False,0,AI Governance
WC00000527,W00000527,2021-07-01,EUR,93900.0,Annual,0.08,CG000490,CP001,0.939,0.939,70000,100000,130000,Medium,0.05,False,0,AI-Augmented Professional
WC00000528,W00000528,2025-02-27,EUR,61800.0,Annual,0.05,CG001290,CP001,1.085,1.085,40000,57000,75000,Low,0.03,False,0,AI User
WC00000529,W00000529,2022-07-01,AED,88600.0,Annual,0.08,CG001363,CP001,0.953,0.953,65000,93000,120000,Medium,0.05,False,0,AI-Augmented Professional
WC00000530,W00000530,2025-02-16,BRL,22700.0,Annual,0.03,CG000263,CP001,0.782,0.782,21000,29000,36000,Medium,0.05,False,0,AI-Augmented Professional
WC00000531,W00000531,2022-01-01,AUD,51500.0,Annual,0.03,CG000110,CP001,0.953,0.953,40000,54000,67000,Medium,0.05,False,0,AI-Augmented Professional
WC00000532,W00000532,2021-08-21,EUR,101000.0,Annual,0.08,CG000463,CP001,0.919,0.919,76000,110000,140000,High,0.08,False,0,AI Governance
WC00000533,W00000533,2024-07-01,EUR,46300.0,Annual,0.03,CG000974,CP001,0.826,0.826,42000,56000,70000,Medium,0.05,False,0,AI-Augmented Professional
WC00000534,W00000534,2023-10-02,EUR,93000.0,Annual,0.05,CG000417,CP001,1.177,1.177,56000,79000,105000,Medium,0.05,False,0,AI-Augmented Professional
WC00000535,W00000535,2024-01-01,JPY,44300.0,Annual,0.03,CG000785,CP001,0.942,0.942,35000,47000,58000,Medium,0.05,False,0,AI-Augmented Professional
WC00000536,W00000536,2021-09-24,MXN,65100.0,Annual,0.12,CG000842,CP001,0.987,0.987,43000,66000,89000,Medium,0.05,False,0,AI-Augmented Professional
WC00000537,W00000537,2023-01-01,INR,20900.0,Annual,0.03,CG000587,CP001,0.87,0.87,18000,24000,30000,High,0.08,False,0,AI Risk / Compliance
WC00000538,W00000538,2024-12-06,GBP,222000.0,Annual,0.18,CG001590,CP001,1.108,1.108,130000,200000,275000,Medium,0.05,False,0,AI Governance
WC00000539,W00000539,2025-01-01,INR,18200.0,Annual,0.03,CG000578,CP001,0.826,0.826,16000,22000,27000,Medium,0.05,False,0,AI-Augmented Professional
WC00000540,W00000540,2025-04-13,AUD,84100.0,Annual,0.08,CG000040,CP001,0.801,0.801,73000,105000,135000,Medium,0.05,False,0,AI-Augmented Professional
WC00000541,W00000541,2024-04-06,EUR,103000.0,Annual,0.05,CG000966,CP001,1.2,1.2,60000,86000,110000,High,0.08,False,0,AI Product / Transformation
WC00000542,W00000542,2023-10-10,INR,46700.0,Annual,0.08,CG000661,CP001,0.907,1.016,33000,46000,60000,Critical,0.12,True,5000,AI Builder
WC00000543,W00000543,2021-06-06,AUD,98900.0,Annual,0.08,CG000130,CP001,0.897,0.942,73000,105000,135000,Medium,0.05,True,4700,AI-Augmented Professional
WC00000544,W00000544,2025-10-06,INR,116000.0,Annual,0.25,CG000610,CP001,1.053,1.053,62000,110000,160000,Low,0.03,False,0,AI User
WC00000545,W00000545,2023-05-04,MXN,292000.0,Annual,0.4,CG000908,CP001,0.871,0.941,125000,310000,490000,High,0.08,True,21600,AI Builder
WC00000546,W00000546,2022-06-09,USD,126000.0,Annual,0.08,CG001678,CP001,0.967,0.967,91000,130000,170000,High,0.08,False,0,AI Governance
WC00000547,W00000547,2023-08-11,USD,65300.0,Annual,0.03,CG001676,CP001,0.864,0.933,53000,70000,88000,High,0.08,True,4800,AI Governance
